game_id,date,home_team_name,away_team_name,home_team_ranked,away_team_ranked,home_score,away_score,location_type,status,schedule_url,boxscore_url,boxscore_url_alt,dedupe_key,game_type
sidearm-2018-06-26-CS-Longueuil-Omaha,2018-06-26,CS Longueuil,Omaha,false,false,0,2,away,final,,,,2018-06-26-CS-Longueuil-Omaha,regular
sidearm-2018-06-27-Saint-Hubert-Omaha,2018-06-27,Saint-Hubert,Omaha,false,false,0,2,away,final,,,,2018-06-27-Omaha-Saint-Hubert,regular
sidearm-2018-06-28-CS-Longueuil-Omaha,2018-06-28,CS Longueuil,Omaha,false,false,0,1,away,final,,,,2018-06-28-CS-Longueuil-Omaha,regular
sidearm-2018-07-02-Vaughan-SC-Omaha,2018-07-02,Vaughan SC,Omaha,false,false,1,3,away,final,,,,2018-07-02-Omaha-Vaughan-SC,regular
sidearm-2018-08-06-Georgia-Southern-Blue-/-White-Scrimmage,2018-08-06,Georgia Southern,Blue / White Scrimmage,false,false,,,home,scheduled,,,,2018-08-06-Blue-/-White-Scrimmage-Georgia-Southern,exhibition
wmt-2018-08-10-Clemson-Duke,2018-08-10,Duke,Clemson,false,false,0,0,away,final,https://clemsontigers.com/sports/mens-soccer/schedule,,,2018-08-10-Clemson-Duke,regular
sidearm-2018-08-10-Fordham-(exhibition)-St.-John's,2018-08-10,Fordham,St. John's,false,false,0,0,away,final,,,,2018-08-10-Fordham-St.-John's,exhibition
sidearm-2018-08-10-Michigan-State-Spring-Arbor,2018-08-10,Michigan State,Spring Arbor,false,false,2,0,home,final,,,,2018-08-10-Michigan-State-Spring-Arbor,regular
wmt-2018-08-10-Alumni-Game-Northwestern,2018-08-10,Northwestern,Alumni Game,false,false,,,home,scheduled,https://nusports.com/sports/mens-soccer/schedule,,,2018-08-10-Alumni-Game-Northwestern,regular
sidearm-2018-08-10-Western-Michigan-Brown-&-Gold-Scrimmage,2018-08-10,Western Michigan,Brown & Gold Scrimmage,false,false,,,unknown,scheduled,,,,2018-08-10-Brown-&-Gold-Scrimmage-Western-Michigan,exhibition
wmt-2018-08-11-Virginia-Tech-West-Virginia,2018-08-11,Virginia Tech,West Virginia,false,false,4,1,home,final,https://hokiesports.com/sports/mens-soccer/schedule,,,2018-08-11-Virginia-Tech-West-Virginia,regular
sidearm-2018-08-11-Missouri-State-Missouri-Valley-College,2018-08-11,Missouri State,Missouri Valley College,false,false,3,0,home,final,,,,2018-08-11-Missouri-State-Missouri-Valley-College,regular
sidearm-2018-08-11-Tulsa-SIUE,2018-08-11,Tulsa,SIUE,false,false,3,0,home,final,,https://tulsahurricane.com/sports/mens-soccer/stats/2018/siue/boxscore/10702,,2018-08-11-SIUE-Tulsa,regular
sidearm-2018-08-11-Central-Arkansas-Belmont-University-(Exhibition),2018-08-11,Central Arkansas,Belmont University,false,false,0,0,away,final,,https://belmontbruins.com/sports/mens-soccer/stats/2018/central-arkansas/boxscore/1533,https://ucasports.com/custompages/MSStats/2018/UCAEXB01 Box.pdf,2018-08-11-Belmont-University-Central-Arkansas,exhibition
sidearm-2018-08-11-Mercer-Lipscomb,2018-08-11,Mercer,Lipscomb,false,false,1,1,away,final,,,,2018-08-11-Lipscomb-Mercer,regular
sidearm-2018-08-11-Dayton-Bowling-Green-(Exhibition),2018-08-11,Dayton,Bowling Green,false,false,0,0,unknown,final,,https://daytonflyers.com/documents/2018/8/12//081118Daytonbox_pbp_1_.pdf,,2018-08-11-Bowling-Green-Dayton,exhibition
sidearm-2018-08-11-Loyola-Chicago-Marquette-(Exhibition),2018-08-11,Loyola Chicago,Marquette,false,false,0,1,home,final,,https://gomarquette.com/sports/mens-soccer/stats/2018/loyola-chicago-exh-/boxscore/5873,,2018-08-11-Loyola-Chicago-Marquette,exhibition
sidearm-2018-08-11-VCU-Maryland,2018-08-11,VCU,Maryland,false,false,,,unknown,scheduled,,,,2018-08-11-Maryland-VCU,regular
sidearm-2018-08-11-Akron-Denver-(EXH),2018-08-11,Akron,Denver,false,false,1,1,home,final,,https://denverpioneers.com/sports/mens-soccer/stats/2018/akron/boxscore/2460,,2018-08-11-Akron-Denver,exhibition
sidearm-2018-08-11-Nebraska-Omaha-(Exh.)-Creighton,2018-08-11,Nebraska-Omaha,Creighton,false,false,1,2,away,final,,,,2018-08-11-Creighton-Nebraska-Omaha,exhibition
sidearm-2018-08-11-Seton-Hall-Saint-Peter's,2018-08-11,Seton Hall,Saint Peter's,false,false,3,0,home,final,,,,2018-08-11-Saint-Peter's-Seton-Hall,regular
sidearm-2018-08-11-Presbyterian-Georgia-Southern,2018-08-11,Presbyterian,Georgia Southern,false,false,1,5,away,final,,,,2018-08-11-Georgia-Southern-Presbyterian,regular
wmt-2018-08-11-La-Salle-Penn-State,2018-08-11,Penn State,La Salle,false,false,,,home,scheduled,https://gopsusports.com/sports/mens-soccer/schedule,,,2018-08-11-La-Salle-Penn-State,regular
sidearm-2018-08-11-Sacramento-State-Bethesda,2018-08-11,Sacramento State,Bethesda,false,false,6,0,unknown,final,,,,2018-08-11-Bethesda-Sacramento-State,regular
sidearm-2018-08-11-Northern-Kentucky-UNC-Asheville-(Exhibition),2018-08-11,Northern Kentucky,UNC Asheville,false,false,3,0,unknown,final,,https://nkunorse.com/documents/2018/8/11//Final_Box_Score.pdf,,2018-08-11-Northern-Kentucky-UNC-Asheville,exhibition
sidearm-2018-08-11-University-of-Evansville-Alumni-Match,2018-08-11,University of Evansville,Alumni Match,false,false,,,unknown,scheduled,,,,2018-08-11-Alumni-Match-University-of-Evansville,regular
sidearm-2018-08-11-(RV)-San-Francisco-(Exh.)-Grand-Canyon,2018-08-11,San Francisco,Grand Canyon,true,false,1,3,neutral,final,,,,2018-08-11-Grand-Canyon-San-Francisco,exhibition
sidearm-2018-08-11-Boston-University-New-Hampshire,2018-08-11,Boston University,New Hampshire,false,false,,,home,scheduled,,,,2018-08-11-Boston-University-New-Hampshire,regular
sidearm-2018-08-11-ETSU-Blue-&-Gold-Game-(Ex.),2018-08-11,ETSU,Blue & Gold Game,false,false,,,unknown,scheduled,,,,2018-08-11-Blue-&-Gold-Game-ETSU,exhibition
sidearm-2018-08-11-Omaha-RV-Creighton-University-(exh.),2018-08-11,Omaha,Creighton,false,true,1,2,home,final,,https://omavs.com/sports/mens-soccer/stats/2018/rv-creighton-university-exh-/boxscore/12639,,2018-08-11-Creighton-Omaha,exhibition
wmt-2018-08-11-Eastern-Florida-UCF,2018-08-11,UCF,Eastern Florida,false,false,,,home,final,https://ucfknights.com/sports/mens-soccer/schedule,,,2018-08-11-Eastern-Florida-UCF,regular
sidearm-2018-08-11-Pacific-Westmont,2018-08-11,Pacific,Westmont,false,false,4,0,unknown,final,,,,2018-08-11-Pacific-Westmont,regular
sidearm-2018-08-12-NC-State-Intrasquad-Scrimmage-(FREE),2018-08-12,NC State,Intrasquad Scrimmage (FREE),false,false,,,home,scheduled,,,,2018-08-12-Intrasquad-Scrimmage-(FREE)-NC-State,exhibition
sidearm-2018-08-12-Syracuse-Canisius-,2018-08-12,Syracuse,Canisius,false,false,3,1,home,final,,,,2018-08-12-Canisius-Syracuse,regular
