identity,player_name,team,conference,season,jersey_number,games,minutes,goals,assists,shots,shots_on_goal,saves,goals_against,is_keeper,keeper_games,impact,impact_per90,opponent_strength,rating,qualified,division_one
West Virginia::caldeiramarcus,"Caldeira, Marcus",West Virginia,Sun Belt,2024,7,20,1320,11,1,59,30,0,0.0,false,0,20.182,1.1140,1534,99.4,true,true
Penn::korzeniowskistas,"Korzeniowski, Stas",Penn,Ivy,2024,9,17,1170,11,2,58,30,0,0.0,false,0,20.173,1.2166,1526,99.7,true,true
Western Michigan::smithowen,"Smith, Owen",Western Michigan,Missouri Valley,2024,3,21,1391,6,15,24,14,0,0.0,false,0,19.707,1.0478,1521,98.9,true,true
Charleston::dambrosioleonardo,"D'Ambrosio, Leonardo",Charleston,CAA,2024,10,18,1291,9,7,48,25,0,0.0,false,0,19.670,1.1061,1479,99.3,true,true
Dayton::meltoquiahjoseph,"Melto Quiah, Joseph",Dayton,Atlantic 10,2024,31,16,1352,7,6,68,22,0,0.0,false,0,19.467,1.0585,1553,98.9,true,true
Hofstra::goddardlaurie,"Goddard, Laurie",Hofstra,CAA,2024,27,19,1319,8,4,55,27,0,0.0,false,0,19.343,1.0719,1567,99.1,true,true
Indiana::sarversamuel,"Sarver, Samuel",Indiana,Big Ten,2024,9,21,1633,5,8,47,19,0,0.0,false,0,19.248,0.9062,1629,97.6,true,true
Princeton::ittycheriadaniel,"Ittycheria, Daniel",Princeton,Ivy,2024,11,18,1363,9,1,64,29,0,0.0,false,0,19.226,1.0401,1594,98.8,true,true
Wisconsin::boltzdean,"Boltz, Dean",Wisconsin,Big Ten,2024,13,15,1108,10,4,46,23,0,0.0,false,0,18.982,1.1962,1615,99.7,true,true
Dayton::bakkenmartin,"Bakken, Martin",Dayton,Atlantic 10,2024,7,17,1397,9,8,36,15,0,0.0,false,0,18.945,1.0072,1550,98.6,true,true
Creighton::castrojackson,"Castro, Jackson",Creighton,Big East,2024,10,18,1347,9,7,43,19,0,0.0,false,0,18.904,1.0332,1565,98.7,true,true
Kentucky::dorseylogan,"Dorsey, Logan",Kentucky,Sun Belt,2024,12,15,956,12,2,37,23,0,0.0,false,0,18.795,1.3136,1622,99.9,true,true
Wake Forest::flaxcooper,"Flax, Cooper",Wake Forest,ACC,2024,18,24,2087,9,1,63,26,0,0.0,false,0,18.764,0.7269,1631,92.4,true,true
Akron::clapierdyson,"Clapier, Dyson",Akron,Big East,2024,19,21,1586,5,8,52,23,0,0.0,false,0,18.715,0.9036,1568,97.6,true,true
NC State::healytaig,"Healy, Taig",NC State,ACC,2024,12,19,1499,6,6,52,19,0,0.0,false,0,18.665,0.9416,1639,98,true,true
Elon::vatnescott,"Vatne, Scott",Elon,Other / Non-D1,2024,8,16,1144,9,7,41,19,0,0.0,false,0,18.616,1.1485,1555,99.5,true,false
Seattle::washingtontitus,"Washington, Titus",Seattle,West Coast,2024,13,20,1110,8,8,34,20,0,0.0,false,0,18.467,1.1650,1537,99.5,true,true
Bowling Green::terrytrace,"Terry, Trace",Bowling Green,Other / Non-D1,2024,21,16,1329,10,4,53,27,0,0.0,false,0,18.426,1.0195,1522,98.6,true,false
Cal State Fullerton::ordonezroberto,"Ordonez, Roberto",Cal State Fullerton,Big West,2024,30,20,1345,7,7,40,21,0,0.0,false,0,18.157,0.9969,1570,98.5,true,true
SMU::chambronpinhokyran,"Chambron Pinho, Kyran",SMU,ACC,2024,7,17,1368,6,6,45,16,0,0.0,false,0,18.083,0.9807,1671,98.3,true,true
Presbyterian::hutchinsondamorney,"Hutchinson, Damorney",Presbyterian,Big South,2024,9,15,1077,12,3,61,33,0,0.0,false,0,18.053,1.1658,1361,99.6,true,true
Duke::luckhurstadam,"Luckhurst, Adam",Duke,ACC,2024,26,19,1160,11,2,41,23,0,0.0,false,0,18.019,1.1037,1573,99.3,true,true
Clemson::meinhardalex,"Meinhard, Alex",Clemson,ACC,2024,15,21,1601,10,1,46,28,0,0.0,false,0,17.777,0.8558,1597,96.6,true,true
Villanova::bouregyjason,"Bouregy, Jason",Villanova,Big East,2024,8,17,1319,4,8,50,22,0,0.0,false,0,17.723,0.9895,1556,98.4,true,true
San Diego::bahenacesar,"Bahena, Cesar",San Diego,West Coast,2024,11,18,1193,8,2,52,25,0,0.0,false,0,17.646,1.0611,1612,99,true,true
Hofstra::woznickijacob,"Woznicki, Jacob",Hofstra,CAA,2024,21,20,1676,8,5,39,20,0,0.0,false,0,17.529,0.8151,1562,95.8,true,true
Michigan::blevinsbryce,"Blevins, Bryce",Michigan,Big Ten,2024,11,20,1741,5,9,28,12,0,0.0,false,0,17.483,0.7890,1644,95,true,true
Utah Valley::yehyaomar,"Yehya, Omar",Utah Valley,Big West,2024,10,18,1441,12,3,51,22,0,0.0,false,0,17.447,0.9125,1469,97.7,true,true
Vermont::wathutasydney,"Wathuta, Sydney",Vermont,America East,2024,22,24,1834,1,14,50,15,0,0.0,false,0,17.129,0.7430,1564,93.2,true,true
Kansas City::kistmannraphael,"Kistmann, Raphael",Kansas City,Summit,2024,20,22,1117,8,6,42,23,0,0.0,false,0,17.048,1.0783,1556,99.1,true,true
Georgia Southern::holmesryan,"Holmes, Ryan",Georgia Southern,Sun Belt,2024,7,17,1247,10,2,50,25,0,0.0,false,0,17.004,0.9933,1517,98.4,true,true
North Carolina::vicianmartin,"Vician, Martin",North Carolina,ACC,2024,9,17,1107,10,1,42,24,0,0.0,false,0,16.687,1.0643,1595,99.1,true,true
Kansas City::lebourdoulousjulien,"Le Bourdoulous, Julien",Kansas City,Summit,2024,10,22,1643,1,12,41,11,0,0.0,false,0,16.686,0.7917,1556,95.1,true,true
Oregon State::farnosarnau,"Farnos, Arnau",Oregon State,Pac-12,2024,11,18,1442,9,3,51,18,0,0.0,false,0,16.665,0.8748,1573,97.1,true,true
Bryant::pitarchbayotmarc,"Pitarch Bayot, Marc",Bryant,America East,2024,22,18,1412,9,4,55,24,0,0.0,false,0,16.514,0.8816,1485,97.2,true,true
New Hampshire::goncalvesmatthew,"Goncalves, Matthew",New Hampshire,America East,2024,19,16,1129,10,2,39,24,0,0.0,false,0,16.482,1.0378,1530,98.7,true,true
Western Michigan::mercergreyson,"Mercer, Greyson",Western Michigan,Missouri Valley,2024,17,21,1603,8,5,44,19,0,0.0,false,0,16.432,0.7960,1521,95.2,true,true
Central Arkansas::richardsdevonte,"Richards, Devonte",Central Arkansas,ASUN,2024,3,17,1359,7,5,47,24,0,0.0,false,0,16.307,0.8972,1466,97.5,true,true
Akron::gaulminvictor,"Gaulmin, Victor",Akron,Big East,2024,25,21,1284,5,9,34,12,0,0.0,false,0,16.151,0.9279,1568,97.8,true,true
Sacramento State::sessomsdonovan,"Sessoms, Donovan",Sacramento State,Big West,2024,21,18,1188,10,0,48,24,0,0.0,false,0,16.092,0.9790,1519,98.2,true,true
Oral Roberts::moraomar,"Mora, Omar",Oral Roberts,Summit,2024,23,16,1206,10,1,44,26,0,0.0,false,0,16.081,0.9678,1535,98.1,true,true
Milwaukee::martinezalejandro,"Martinez, Alejandro",Milwaukee,Horizon,2024,7,19,1445,9,4,45,30,0,0.0,false,0,16.040,0.8437,1384,96.3,true,true
Brown::amarallorenzo,"Amaral, Lorenzo",Brown,Ivy,2024,7,17,1001,8,6,39,20,0,0.0,false,0,16.033,1.1015,1501,99.2,true,true
San Diego::kanaansamy,"Kanaan, Samy",San Diego,West Coast,2024,10,19,1267,9,2,46,16,0,0.0,false,0,16.026,0.9305,1607,97.9,true,true
Ohio State::pechotaluciano,"Pechota, Luciano",Ohio State,Big Ten,2024,11,22,1701,5,7,37,12,0,0.0,false,0,16.013,0.7422,1630,93.1,true,true
Maryland::rogersmax,"Rogers, Max",Maryland,Big Ten,2024,11,19,1508,4,8,36,15,0,0.0,false,0,15.967,0.8133,1628,95.7,true,true
Clemson::gerbetjoran,"Gerbet, Joran",Clemson,ACC,2024,6,19,1552,7,6,32,11,0,0.0,false,0,15.891,0.7920,1634,95.1,true,true
Providence::rosabruno,"Rosa, Bruno",Providence,Big East,2024,7,22,1532,5,6,44,18,0,0.0,false,0,15.684,0.7906,1576,95,true,true
Ohio State::borkovicmarko,"Borkovic, Marko",Ohio State,Big Ten,2024,7,21,1153,5,4,44,20,0,0.0,false,0,15.683,0.9774,1631,98.2,true,true
NC State::phillipdonavan,"Phillip, Donavan",NC State,ACC,2024,32,19,1120,6,4,43,18,0,0.0,false,0,15.633,0.9951,1639,98.4,true,true
Clemson::gyanransford,"Gyan, Ransford",Clemson,ACC,2024,20,21,1490,5,6,43,17,0,0.0,false,0,15.479,0.7982,1597,95.3,true,true
Western Michigan::hodgsoncarson,"Hodgson, Carson",Western Michigan,Missouri Valley,2024,27,21,1751,6,8,38,18,0,0.0,false,0,15.445,0.7021,1521,91.4,true,true
Michigan::sotobeto,"Soto, Beto",Michigan,Big Ten,2024,21,20,1044,3,9,32,13,0,0.0,false,0,15.275,1.0241,1644,98.6,true,true
Rider University::diopmomo,"Diop, Momo",Rider University,Metro,2024,7,19,1539,10,4,39,23,0,0.0,false,0,15.225,0.7670,1389,94.2,true,true
Davidson College::krioutchenkovdenis,"Krioutchenkov, Denis",Davidson College,Atlantic 10,2024,9,18,1122,5,7,61,16,0,0.0,false,0,15.148,0.9661,1512,98.1,true,true
DePaul::hernandeznoeh,"Hernandez, Noeh",DePaul,Big East,2024,10,16,1177,7,7,41,13,0,0.0,false,0,15.137,0.9328,1532,97.9,true,true
Stanford::bohanezach,"Bohane, Zach",Stanford,ACC,2024,10,17,1430,5,3,49,21,0,0.0,false,0,15.098,0.8054,1674,95.5,true,true
San Francisco::brackenserragabriel,"Bracken Serra, Gabriel",San Francisco,West Coast,2024,26,16,1331,4,5,37,20,0,0.0,false,0,15.024,0.8464,1567,96.4,true,true
San Diego State::brummettaustin,"Brummett, Austin",San Diego State,Pac-12,2024,10,19,1494,6,6,38,20,0,0.0,false,0,15.011,0.7748,1507,94.4,true,true
Oral Roberts::floresluis,"Flores, Luis",Oral Roberts,Summit,2024,9,16,1083,7,4,48,18,0,0.0,false,0,14.917,0.9771,1535,98.2,true,true
Vermont::kisselmaximilian,"Kissel, Maximilian",Vermont,America East,2024,9,24,865,11,2,27,18,0,0.0,false,0,14.913,1.1388,1564,99.5,true,true
Wake Forest::borsodylan,"Borso, Dylan",Wake Forest,ACC,2024,10,24,1297,4,4,40,22,0,0.0,false,0,14.907,0.8569,1631,96.6,true,true
Iona::gonzalezfernandezsergio,"Gonzalez Fernandez, Sergio",Iona,Metro,2024,6,17,1496,8,3,50,25,0,0.0,false,0,14.891,0.7685,1415,94.2,true,true
Drexel::shortpatrick,"Short, Patrick",Drexel,CAA,2024,16,16,1311,5,9,37,9,0,0.0,false,0,14.886,0.8490,1485,96.5,true,true
James Madison::southernevan,"Southern, Evan",James Madison,Sun Belt,2024,28,17,1265,2,8,43,22,0,0.0,false,0,14.876,0.8712,1527,97,true,true
Louisville::guerragage,"Guerra, Gage",Louisville,ACC,2024,9,17,1236,9,3,30,17,0,0.0,false,0,14.846,0.8846,1599,97.3,true,true
Butler::aultpalmer,"Ault, Palmer",Butler,Big East,2024,10,15,1278,5,6,34,18,0,0.0,false,0,14.699,0.8555,1544,96.6,true,true
Washington::kingstonpeter,"Kingston, Peter",Washington,Big Ten,2024,6,21,1436,5,5,30,17,0,0.0,false,0,14.687,0.7832,1676,94.8,true,true
Mercyhurst::sumnerdylan,"Sumner, Dylan",Mercyhurst,NEC,2024,8,17,1515,8,4,53,25,0,0.0,false,0,14.677,0.7513,1369,93.6,true,true
Pittsburgh::sahmkowluis,"Sahmkow, Luis",Pittsburgh,ACC,2024,17,16,1164,8,3,29,18,0,0.0,false,0,14.574,0.9089,1639,97.7,true,true
Washington::kosakoffcharlie,"Kosakoff, Charlie",Washington,Big Ten,2024,9,21,1195,5,4,36,19,0,0.0,false,0,14.555,0.8908,1676,97.4,true,true
Pittsburgh::feitosaguilherme,"Feitosa, Guilherme",Pittsburgh,ACC,2024,10,16,1313,2,9,32,11,0,0.0,false,0,14.503,0.8285,1639,95.9,true,true
Dayton::sigurdssonhjalti,"Sigurdsson, Hjalti",Dayton,Atlantic 10,2024,4,17,1501,7,5,30,15,0,0.0,false,0,14.403,0.7440,1550,93.2,true,true
Clemson::musahwahabu,"Musah, Wahabu",Clemson,ACC,2024,7,21,1218,6,4,42,16,0,0.0,false,0,14.368,0.8684,1597,97,true,true
Rutgers::calovcurt,"Calov, Curt",Rutgers,Big Ten,2024,9,16,1275,5,2,50,24,0,0.0,false,0,14.343,0.8384,1607,96.2,true,true
University of Evansville::diazbarragannacho,"Diaz Barragan, Nacho",University of Evansville,Missouri Valley,2024,20,21,1713,8,2,43,24,0,0.0,false,0,14.269,0.6655,1527,89.5,true,true
Butler::hannoshryan,"Hannosh, Ryan",Butler,Big East,2024,14,17,1285,6,5,40,21,0,0.0,false,0,14.252,0.8288,1493,95.9,true,true
Cal Poly::mahoneyquinn,"Mahoney, Quinn",Cal Poly,Pac-12,2024,19,19,1124,4,6,43,18,0,0.0,false,0,14.246,0.9133,1519,97.7,true,true
Clemson::trimnaltyler,"Trimnal, Tyler",Clemson,ACC,2024,9,21,1213,5,4,43,19,0,0.0,false,0,14.219,0.8629,1597,96.8,true,true
Hofstra::bakerteddy,"Baker, Teddy",Hofstra,CAA,2024,23,18,1204,6,5,35,15,0,0.0,false,0,14.199,0.8665,1573,96.9,true,true
Wright State::werthmullercole,"Werthmuller, Cole",Wright State,Horizon,2024,9,18,1267,10,3,40,21,0,0.0,false,0,14.114,0.8303,1399,96.1,true,true
Dartmouth College::moirasvasilis,"Moiras, Vasilis",Dartmouth College,Ivy,2024,8,14,1004,6,2,41,21,0,0.0,false,0,14.104,0.9799,1521,98.3,true,true
Ohio State::ajagbedavid,"Ajagbe, David",Ohio State,Big Ten,2024,18,22,1052,7,2,42,17,0,0.0,false,0,14.100,0.9483,1630,98,true,true
UMass::hughesalec,"Hughes, Alec",UMass,Summit,2024,12,10,767,10,0,36,21,0,0.0,false,0,14.086,1.1694,1546,99.6,true,true
Central Arkansas::jamestajio,"James, Tajio",Central Arkansas,ASUN,2024,11,16,761,7,4,35,18,0,0.0,false,0,13.855,1.1579,1479,99.5,true,true
North Carolina::hilleluke,"Hille, Luke",North Carolina,ACC,2024,11,18,1048,8,1,38,18,0,0.0,false,0,13.822,0.9341,1604,97.9,true,true
Gardner-Webb::khodrielias,"Khodri, Elias",Gardner-Webb,Big South,2024,17,20,1164,9,1,51,27,0,0.0,false,0,13.764,0.8638,1437,96.9,true,true
UC San Diego::carvalhomax,"Carvalho, Max",UC San Diego,Pac-12,2024,23,19,1447,5,4,40,19,0,0.0,false,0,13.692,0.7315,1533,92.7,true,true
Denver::smithian,"Smith, Ian",Denver,West Coast,2024,24,22,1833,2,10,22,10,0,0.0,false,0,13.622,0.6050,1640,86.2,true,true
NC State::karamokohakim,"Karamoko, Hakim",NC State,ACC,2024,31,19,1015,7,2,41,15,0,0.0,false,0,13.501,0.9355,1639,97.9,true,true
San Diego State::okoegualeterence,"Okoeguale, Terence",San Diego State,Pac-12,2024,11,18,1197,6,5,28,16,0,0.0,false,0,13.467,0.8302,1513,96.1,true,true
Indiana::weissjustin,"Weiss, Justin",Indiana,Big Ten,2024,7,19,1303,7,0,34,20,0,0.0,false,0,13.425,0.7779,1641,94.6,true,true
North Florida::acunajoaquin,"Acuna, Joaquin",North Florida,ASUN,2024,9,19,974,10,1,46,18,0,0.0,false,0,13.341,0.9522,1411,98,true,true
Duke::kerrdrew,"Kerr, Drew",Duke,ACC,2024,10,19,1165,5,10,27,9,0,0.0,false,0,13.315,0.8382,1573,96.2,true,true
UCF::awoudorclarence,"Awoudor, Clarence",UCF,Sun Belt,2024,10,15,1116,3,8,31,11,0,0.0,false,0,13.308,0.8640,1588,96.9,true,true
Delaware::stennermarius,"Stenner, Marius",Delaware,Summit,2024,11,15,1091,7,4,40,17,0,0.0,false,0,13.277,0.8762,1433,97.2,true,true
Denver::ofunreinoje,"Ofunrein, Oje",Denver,West Coast,2024,8,23,1388,9,1,31,14,0,0.0,false,0,13.170,0.7294,1634,92.6,true,true
Monmouth::reiserik,"Reis, Erik",Monmouth,CAA,2024,8,16,1403,6,3,38,19,0,0.0,false,0,13.138,0.7219,1505,92.2,true,true
Cal State Fullerton::serranoerick,"Serrano, Erick",Cal State Fullerton,Big West,2024,10,20,1393,5,6,32,12,0,0.0,false,0,13.136,0.7257,1570,92.4,true,true
Dartmouth College::blaketrenton,"Blake, Trenton",Dartmouth College,Ivy,2024,14,15,1104,6,4,43,16,0,0.0,false,0,13.113,0.8594,1513,96.7,true,true
Furman::krauschristian,"Kraus, Christian",Furman,Southern,2024,22,18,1507,5,4,36,22,0,0.0,false,0,13.107,0.6821,1503,90.2,true,true
UC Irvine::pourshahidiagaton,"Pourshahidi, Agaton",UC Irvine,Big West,2024,9,19,1104,7,2,35,20,0,0.0,false,0,13.107,0.8590,1559,96.7,true,true
Liberty::hussmichael,"Huss, Michael",Liberty,Southern,2024,23,17,823,11,1,37,25,0,0.0,false,0,13.106,1.0486,1374,98.9,true,true
Boston College::ekelandask,"Ekeland, Ask",Boston College,ACC,2024,9,17,1343,8,2,34,18,0,0.0,false,0,13.105,0.7444,1590,93.3,true,true
Furman::wamusnelllloyd,"Wamu Snell, Lloyd",Furman,Southern,2024,9,18,1129,5,3,41,23,0,0.0,false,0,13.080,0.8439,1503,96.3,true,true
Bowling Green::painterbennett,"Painter, Bennett",Bowling Green,Other / Non-D1,2024,12,17,1294,8,1,39,18,0,0.0,false,0,13.061,0.7631,1521,94.1,true,false
Central Arkansas::fontanapietro,"Fontana, Pietro",Central Arkansas,ASUN,2024,99,16,1150,8,2,29,20,0,0.0,false,0,13.022,0.8296,1479,96,true,true
Butler::gomezjosemir,"Gomez, Josemir",Butler,Big East,2024,9,15,1021,8,2,38,17,0,0.0,false,0,13.011,0.9016,1488,97.5,true,true
UC Riverside::lukicluka,"Lukic, Luka",UC Riverside,Pac-12,2024,9,16,1085,5,4,35,18,0,0.0,false,0,13.007,0.8638,1522,96.9,true,true
Oregon State::straudifabian,"Straudi, Fabian",Oregon State,Pac-12,2024,21,18,1211,2,12,18,5,0,0.0,false,0,12.972,0.7964,1573,95.2,true,true
Georgetown::vanhornmatthew,"Van Horn, Matthew",Georgetown,Big East,2024,28,18,1037,6,2,33,20,0,0.0,false,0,12.962,0.8890,1598,97.3,true,true
Omaha::kleintheo,"Klein, Theo",Omaha,Summit,2024,10,17,1247,5,3,44,21,0,0.0,false,0,12.943,0.7780,1530,94.6,true,true
Kansas City::taboadahector,"Taboada, Hector",Kansas City,Summit,2024,11,22,685,9,2,34,19,0,0.0,false,0,12.912,1.1608,1556,99.5,true,true
Creighton::arillamiguel,"Arilla, Miguel",Creighton,Big East,2024,7,18,814,4,7,32,13,0,0.0,false,0,12.878,1.0399,1565,98.8,true,true
UIC::munsbart,"Muns, Bart",UIC,Missouri Valley,2024,14,17,1344,7,1,47,17,0,0.0,false,0,12.866,0.7320,1533,92.8,true,true
Lindenwood::blakeethan,"Blake, Ethan",Lindenwood,Ohio Valley,2024,3,17,1108,7,8,33,15,0,0.0,false,0,12.817,0.8401,1317,96.2,true,true
Cleveland State::kolevskibojan,"Kolevski, Bojan",Cleveland State,Horizon,2024,9,17,1410,6,6,32,15,0,0.0,false,0,12.815,0.7036,1458,91.5,true,true
UNC Greensboro::tattevinarnaud,"Tattevin, Arnaud",UNC Greensboro,Southern,2024,26,17,921,7,2,33,18,0,0.0,false,0,12.800,0.9535,1486,98.1,true,true
Marist::morelrichard,"Morel, Richard",Marist,Metro,2024,16,18,1268,8,3,34,19,0,0.0,false,0,12.797,0.7608,1425,94,true,true
Dayton::armstrongandrew,"Armstrong, Andrew",Dayton,Atlantic 10,2024,22,16,814,8,2,35,17,0,0.0,false,0,12.788,1.0334,1568,98.7,true,true
Villanova::canicajordan,"Canica, Jordan",Villanova,Big East,2024,7,17,989,4,5,29,14,0,0.0,false,0,12.768,0.9065,1556,97.6,true,true
George Mason::gondamarek,"Gonda, Marek",George Mason,Atlantic 10,2024,9,16,1205,8,2,36,19,0,0.0,false,0,12.692,0.7841,1462,94.8,true,true
Oregon State::spiknerellis,"Spikner, Ellis",Oregon State,Pac-12,2024,9,17,1053,3,7,40,10,0,0.0,false,0,12.691,0.8633,1577,96.8,true,true
Virginia::mangarovdaniel,"Mangarov, Daniel",Virginia,ACC,2024,10,21,1713,2,8,34,10,0,0.0,false,0,12.675,0.5992,1611,85.7,true,true
Georgetown::zenguezach,"Zengue, Zach",Georgetown,Big East,2024,19,18,1279,1,7,41,13,0,0.0,false,0,12.657,0.7487,1598,93.5,true,true
Dayton::lijewskicooper,"Lijewski, Cooper",Dayton,Atlantic 10,2024,12,17,845,3,6,28,15,0,0.0,false,0,12.639,0.9983,1550,98.5,true,true
Cleveland State::rimacmarko,"Rimac, Marko",Cleveland State,Horizon,2024,7,17,1192,5,3,45,23,0,0.0,false,0,12.635,0.7872,1458,94.9,true,true
UCLA::caceresedrey,"Caceres, Edrey",UCLA,Big Ten,2024,7,19,1382,6,2,30,13,0,0.0,false,0,12.530,0.7004,1637,91.3,true,true
Duquesne::hopfermaxi,"Hopfer, Maxi",Duquesne,Atlantic 10,2024,10,17,929,7,4,30,16,0,0.0,false,0,12.521,0.9298,1453,97.8,true,true
Iona::rossibautista,"Rossi, Bautista",Iona,Metro,2024,7,16,994,8,2,42,23,0,0.0,false,0,12.500,0.8867,1397,97.3,true,true
Pittsburgh::greningcasper,"Grening, Casper",Pittsburgh,ACC,2024,11,16,1082,6,3,34,12,0,0.0,false,0,12.477,0.8344,1639,96.1,true,true
West Virginia::carlsonsimon,"Carlson, Simon",West Virginia,Sun Belt,2024,37,20,1206,4,5,42,16,0,0.0,false,0,12.477,0.7719,1534,94.3,true,true
Saint Louis::laraluis,"Lara, Luis",Saint Louis,Atlantic 10,2024,11,19,1298,7,1,42,18,0,0.0,false,0,12.448,0.7298,1563,92.6,true,true
Cal State Fullerton::bahsulaiman,"Bah, Sulaiman",Cal State Fullerton,Big West,2024,11,20,1319,4,4,37,18,0,0.0,false,0,12.448,0.7211,1570,92.1,true,true
UIC::reisrui,"Reis, Rui",UIC,Missouri Valley,2024,7,17,1250,4,4,35,19,0,0.0,false,0,12.425,0.7492,1533,93.5,true,true
American::elgersmatroy,"Elgersma, Troy",American,Patriot,2024,30,18,1582,3,7,37,13,0,0.0,false,0,12.393,0.6254,1485,87.3,true,true
Gardner-Webb::maurolucas,"Mauro, Lucas",Gardner-Webb,Big South,2024,10,20,1132,4,6,44,17,0,0.0,false,0,12.388,0.8029,1437,95.4,true,true
Ohio State::wronadavid,"Wrona, David",Ohio State,Big Ten,2024,25,22,741,5,4,24,14,0,0.0,false,0,12.358,1.0643,1630,99,true,true
Western Michigan::jamesnoah,"James, Noah",Western Michigan,Missouri Valley,2024,10,21,1657,7,3,40,15,0,0.0,false,0,12.312,0.5996,1521,85.8,true,true
UNC Greensboro::okawayoshiya,"Okawa, Yoshiya",UNC Greensboro,Southern,2024,23,16,1038,8,4,25,14,0,0.0,false,0,12.267,0.8464,1472,96.4,true,true
Akron::henrymalik,"Henry, Malik",Akron,Big East,2024,5,21,1666,2,9,17,9,0,0.0,false,0,12.265,0.5951,1568,85.4,true,true
South Carolina::myringharrison,"Myring, Harrison",South Carolina,Sun Belt,2024,23,11,709,9,2,28,14,0,0.0,false,0,12.264,1.0864,1502,99.2,true,true
Georgetown::bakermitchell,"Baker, Mitchell",Georgetown,Big East,2024,18,18,1104,3,3,42,19,0,0.0,false,0,12.227,0.8081,1598,95.6,true,true
Seattle::onoderataketo,"Onodera, Taketo",Seattle,West Coast,2024,21,19,1528,6,3,38,14,0,0.0,false,0,12.200,0.6336,1541,87.7,true,true
Robert Morris::hadrananass,"Hadran, Anass",Robert Morris,Horizon,2024,10,18,1318,4,7,31,17,0,0.0,false,0,12.197,0.7087,1407,91.6,true,true
UC Davis::walwynbentkeegan,"Walwyn-Bent, Keegan",UC Davis,Mountain West,2024,19,22,1439,5,3,43,13,0,0.0,false,0,12.193,0.6632,1554,89.5,true,true
South Carolina::ballekethan,"Ballek, Ethan",South Carolina,Sun Belt,2024,10,12,899,7,4,28,14,0,0.0,false,0,12.153,0.9259,1495,97.8,true,true
