identity,player_name,team,conference,season,jersey_number,games,minutes,goals,assists,shots,shots_on_goal,saves,goals_against,is_keeper,keeper_games,impact,impact_per90,opponent_strength,rating,qualified,division_one
Campbell::youngtyler,"Young, Tyler",Campbell,CAA,2021,13,17,1170,8,9,43,19,0,0.0,false,0,16.452,1.0066,1389,98.6,true,true
Utah Valley::kwizerajojea,"Kwizera, Jojea",Utah Valley,Big West,2021,22,15,1126,5,11,38,15,0,0.0,false,0,16.403,1.0319,1459,98.8,true,true
FIU::afrifastephen,"AFRIFA,STEPHEN",FIU,American,2021,14,17,1045,7,3,45,23,0,0.0,false,0,16.185,1.0747,1597,99.1,true,true
Oregon State::djeffalsofiane,"Djeffal, Sofiane",Oregon State,Pac-12,2021,10,20,1756,6,6,35,14,0,0.0,false,0,16.149,0.7269,1650,92.6,true,true
Mercyhurst::sumnerdylan,"Sumner, Dylan",Mercyhurst,NEC,2021,8,17,1306,7,6,59,30,0,0.0,false,0,16.139,0.9126,1307,97.3,true,true
Harvard::arlottialessandro,"Arlotti, Alessandro",Harvard,Ivy,2021,27,15,999,8,6,30,20,0,0.0,false,0,16.107,1.1040,1473,99.2,true,true
UC Davis::mejiarobert,"Mejia, Robert",UC Davis,Mountain West,2021,7,21,1471,5,7,52,21,0,0.0,false,0,16.062,0.8306,1504,95.4,true,true
UCLA::lepleytucker,"Lepley, Tucker",UCLA,Big Ten,2021,11,19,1649,5,7,29,18,0,0.0,false,0,15.789,0.7485,1615,93.3,true,true
Loyola Chicago::hencybilly,"Hency, Billy",Loyola Chicago,Atlantic 10,2021,7,15,1265,8,8,44,15,0,0.0,false,0,15.707,0.9118,1402,97.2,true,true
Northern Kentucky::randalljesse,"Randall, Jesse",Northern Kentucky,Horizon,2021,9,16,1367,9,5,57,27,0,0.0,false,0,15.693,0.8599,1362,96.2,true,true
Providence::mcsorleybrendan,"McSorley , Brendan",Providence,Big East,2021,17,20,1013,9,3,31,17,0,0.0,false,0,15.650,1.0653,1613,99,true,true
Cleveland State::kolevskibojan,"Kolevski, Bojan",Cleveland State,Horizon,2021,9,15,1282,12,4,38,18,0,0.0,false,0,15.621,0.8984,1431,97,true,true
Penn State::mangionepeter,"Mangione, Peter",Penn State,Big Ten,2021,8,21,1663,7,4,41,16,0,0.0,false,0,15.543,0.7331,1580,92.8,true,true
Cornell::eneliemeka,"Eneli, Emeka",Cornell,Ivy,2021,14,15,1157,7,5,38,23,0,0.0,false,0,15.535,0.9634,1464,98,true,true
Georgetown::stojanovicstefan,"Stojanovic, Stefan",Georgetown,Big East,2021,3,21,1334,9,2,37,16,0,0.0,false,0,15.436,0.8628,1603,96.3,true,true
Clemson::reidisaiah,"Reid, Isaiah",Clemson,ACC,2021,27,20,1058,7,3,36,20,0,0.0,false,0,15.395,1.0183,1662,98.7,true,true
Michigan State::mutatufarai,"Mutatu, Farai",Michigan State,Big Ten,2021,9,16,1346,7,3,48,20,0,0.0,false,0,15.357,0.8531,1565,96,true,true
Campbell::morrisjake,"Morris, Jake",Campbell,CAA,2021,17,20,1331,4,8,64,25,0,0.0,false,0,15.329,0.8589,1406,96.1,true,true
Loyola University Maryland::ingramjustin,"Ingram, Justin",Loyola University Maryland,Patriot,2021,10,16,1333,7,8,29,17,0,0.0,false,0,15.320,0.8575,1470,96.1,true,true
Northwestern::weissjustin,"Weiss, Justin",Northwestern,Big Ten,2021,6,17,1199,8,2,47,20,0,0.0,false,0,15.314,0.9268,1570,97.6,true,true
Campbell::amichekemy,"Amiche, Kemy",Campbell,CAA,2021,14,20,1396,6,10,38,18,0,0.0,false,0,15.266,0.8255,1406,95.3,true,true
Utah Valley::nixonaaron,"Nixon, Aaron",Utah Valley,Big West,2021,9,15,1089,8,3,37,25,0,0.0,false,0,15.190,0.9858,1459,98.2,true,true
Oakland::kettemanmikey,"Ketteman, Mikey",Oakland,Horizon,2021,11,21,1699,10,3,39,20,0,0.0,false,0,15.108,0.7025,1468,91.7,true,true
Oral Roberts::brigidadante,"Brigida, Dante",Oral Roberts,Summit,2021,12,15,1125,9,1,49,25,0,0.0,false,0,15.070,0.9564,1447,97.9,true,true
Oregon State::thiammouhameth,"Thiam, Mouhameth",Oregon State,Pac-12,2021,12,20,1034,7,3,26,16,0,0.0,false,0,15.068,1.0149,1650,98.6,true,true
Merrimack College::pierrotfrantz,"Pierrot, Frantz",Merrimack College,Metro,2021,9,16,1393,9,2,60,34,0,0.0,false,0,14.801,0.8042,1339,94.8,true,true
Pittsburgh::almeidarodrigo,"Almeida, Rodrigo",Pittsburgh,ACC,2021,11,14,746,6,6,30,14,0,0.0,false,0,14.782,1.2378,1635,99.8,true,true
Pittsburgh::jacquessonbertin,"Jacquesson, Bertin",Pittsburgh,ACC,2021,10,16,1145,4,6,33,18,0,0.0,false,0,14.715,0.9244,1656,97.5,true,true
Penn State::privettandrew,"Privett, Andrew",Penn State,Big Ten,2021,6,21,1401,9,4,28,13,0,0.0,false,0,14.654,0.7936,1580,94.5,true,true
Marshall::yosefmilo,"Yosef, Milo",Marshall,Sun Belt,2021,7,16,1263,3,8,39,14,0,0.0,false,0,14.634,0.8564,1561,96.1,true,true
Duquesne::goodhewryan,"Goodhew, Ryan",Duquesne,Atlantic 10,2021,8,18,1517,4,7,36,20,0,0.0,false,0,14.604,0.7445,1454,93.1,true,true
New Hampshire::vonknebeljohann,"von Knebel, Johann",New Hampshire,America East,2021,8,20,1409,4,9,36,16,0,0.0,false,0,14.549,0.7851,1514,94.2,true,true
Charlotte::britojoe,"Brito, Joe",Charlotte,American,2021,7,17,1281,5,10,18,10,0,0.0,false,0,14.547,0.8430,1532,95.9,true,true
UCLA::contelljose,"Contell, Jose",UCLA,Big Ten,2021,14,18,1054,5,6,30,13,0,0.0,false,0,14.482,0.9664,1619,98,true,true
Marshall::fernandesvinicius,"Fernandes, Vinicius",Marshall,Sun Belt,2021,8,16,1122,6,8,13,9,0,0.0,false,0,14.389,0.9193,1561,97.4,true,true
Charlotte::popppreston,"Popp, Preston",Charlotte,American,2021,9,17,896,8,3,30,19,0,0.0,false,0,14.351,1.0711,1532,99.1,true,true
Georgetown::taboramarlon,"Tabora, Marlon",Georgetown,Big East,2021,9,21,711,4,6,34,15,0,0.0,false,0,14.295,1.2374,1603,99.7,true,true
VCU::pompeucelio,"Pompeu, Celio",VCU,Atlantic 10,2021,11,14,940,4,7,38,15,0,0.0,false,0,14.222,1.0288,1574,98.8,true,true
Providence::diarbiangevork,"Diarbian , Gevork",Providence,Big East,2021,10,20,1370,2,6,40,22,0,0.0,false,0,14.213,0.7853,1613,94.2,true,true
Lipscomb::woodhayes,"Wood, Hayes",Lipscomb,ASUN,2021,18,17,1253,8,4,34,17,0,0.0,false,0,14.200,0.8386,1466,95.6,true,true
San Diego::clausennicklas,"Clausen, Nicklas",San Diego,West Coast,2021,9,16,1203,7,4,40,18,0,0.0,false,0,14.177,0.8626,1494,96.3,true,true
Duke::mesallesruben,"Mesalles, Ruben",Duke,ACC,2021,12,22,1574,4,5,35,18,0,0.0,false,0,14.176,0.7045,1647,91.8,true,true
UMBC::becherryan,"Becher, Ryan",UMBC,America East,2021,21,19,1690,7,5,41,19,0,0.0,false,0,14.143,0.6649,1438,90.5,true,true
Virginia Tech::labovitzjacob,"Labovitz, Jacob",Virginia Tech,ACC,2021,18,15,986,7,3,27,16,0,0.0,false,0,14.104,0.9884,1624,98.3,true,true
Marshall::diasvitor,"Dias, Vitor",Marshall,Sun Belt,2021,31,16,1275,5,5,26,17,0,0.0,false,0,14.098,0.8225,1561,95.2,true,true
Washington::scardinanick,"Scardina, Nick",Washington,Big Ten,2021,11,20,1391,5,3,41,19,0,0.0,false,0,14.020,0.7669,1618,93.7,true,true
Providence::garcialuis,"Garcia , Luis",Providence,Big East,2021,21,20,1158,5,5,36,14,0,0.0,false,0,14.006,0.8772,1613,96.5,true,true
Xavier::henderlongkarsen,"HENDERLONG, Karsen",Xavier,Big East,2021,12,16,1382,7,2,35,19,0,0.0,false,0,13.993,0.7693,1541,93.8,true,true
Hofstra::stronginstorm,"Strongin, Storm",Hofstra,CAA,2021,7,22,1286,2,11,27,14,0,0.0,false,0,13.959,0.8101,1480,94.9,true,true
New Hampshire::showunmitola,"Showunmi, Tola",New Hampshire,America East,2021,9,20,998,10,3,23,16,0,0.0,false,0,13.954,0.9709,1514,98.1,true,true
UNLV::kyraaedon,"Kyra, Aedon",UNLV,Mountain West,2021,9,17,1335,7,2,42,23,0,0.0,false,0,13.873,0.7835,1477,94.1,true,true
Princeton::diazbonilladaniel,"Diaz Bonilla, Daniel",Princeton,Ivy,2021,3,18,1298,4,6,46,20,0,0.0,false,0,13.873,0.8001,1500,94.6,true,true
American::colydavid,"Coly, David",American,Patriot,2021,7,16,1061,8,5,36,18,0,0.0,false,0,13.846,0.9240,1443,97.5,true,true
Belmont University::obrienliam,"O'Brien, Liam",Belmont University,Missouri Valley,2021,17,18,1210,10,1,34,21,0,0.0,false,0,13.841,0.8408,1428,95.8,true,true
Saint Peter's::davisjamie,"Davis, Jamie",Saint Peter's,Metro,2021,8,17,1548,3,12,27,15,0,0.0,false,0,13.841,0.6986,1342,91.5,true,true
Niagara::dallmannjelldrik,"Dallmann, Jelldrik",Niagara,Metro,2021,9,13,880,12,1,40,20,0,0.0,false,0,13.824,1.0483,1384,98.9,true,true
Wake Forest::swallenjake,"Swallen, Jake",Wake Forest,ACC,2021,24,21,1421,5,6,22,13,0,0.0,false,0,13.816,0.7448,1603,93.1,true,true
Harvard::ebbingewillem,"Ebbinge, Willem",Harvard,Ivy,2021,21,14,929,2,9,35,19,0,0.0,false,0,13.730,1.0049,1477,98.5,true,true
NJIT::whiterene,"White, Rene",NJIT,America East,2021,9,13,1109,10,3,33,16,0,0.0,false,0,13.713,0.8879,1465,96.8,true,true
Oakland::borczakdylan,"Borczak, Dylan",Oakland,Horizon,2021,7,18,1309,7,2,46,26,0,0.0,false,0,13.648,0.7836,1463,94.2,true,true
Seattle::mezanoe,"Meza, Noe",Seattle,West Coast,2021,7,17,1008,6,3,34,18,0,0.0,false,0,13.586,0.9416,1572,97.8,true,true
Belmont University::dagnoniniccolo,"Dagnoni, Niccolo",Belmont University,Missouri Valley,2021,10,18,1441,5,11,16,10,0,0.0,false,0,13.584,0.7259,1428,92.6,true,true
New Haven::santanachpau,"Santanach, Pau",New Haven,NEC,2021,9,10,856,10,3,43,21,0,0.0,false,0,13.579,1.0506,1322,99,true,true
Penn State::bloyoudaniel,"Bloyou, Daniel",Penn State,Big Ten,2021,9,20,1170,4,7,28,12,0,0.0,false,0,13.505,0.8429,1581,95.8,true,true
Clemson::fernandezsalvadorluisfelipe,"Fernandez-Salvador, Luis Felipe",Clemson,ACC,2021,10,17,1080,5,3,30,15,0,0.0,false,0,13.485,0.8913,1652,96.8,true,true
Notre Dame::rooumatthew,"Roou, Matthew",Notre Dame,ACC,2021,21,24,1452,7,3,31,18,0,0.0,false,0,13.456,0.7156,1656,92.2,true,true
Saint Joseph's::perelomry,"PEREL, Omry",Saint Joseph's,Atlantic 10,2021,20,18,1368,3,6,46,20,0,0.0,false,0,13.424,0.7471,1484,93.2,true,true
North Carolina::herrerasantiago,"Herrera, Santiago",North Carolina,ACC,2021,9,19,1212,5,3,46,15,0,0.0,false,0,13.389,0.8153,1631,95,true,true
Pittsburgh::feitosaguilherme,"Feitosa, Guilherme",Pittsburgh,ACC,2021,7,16,910,4,5,25,14,0,0.0,false,0,13.369,0.9950,1656,98.4,true,true
Ohio State::woottonlaurence,"Wootton, Laurence",Ohio State,Big Ten,2021,17,15,1323,7,2,33,18,0,0.0,false,0,13.320,0.7607,1578,93.5,true,true
UC Santa Barbara::muntariameyawu,"Muntari, Ameyawu",UC Santa Barbara,Big West,2021,9,19,857,6,5,35,15,0,0.0,false,0,13.140,1.0197,1515,98.7,true,true
UC Davis::fidlergrant,"Fidler, Grant",UC Davis,Mountain West,2021,8,21,1137,6,5,37,12,0,0.0,false,0,13.133,0.8393,1504,95.7,true,true
Akron::kingsfordryan,"Kingsford, Ryan",Akron,Big East,2021,8,18,1259,6,4,28,13,0,0.0,false,0,13.116,0.7785,1590,94,true,true
UNC Wilmington::evansjacob,"Evans, Jacob",UNC Wilmington,CAA,2021,10,17,1238,3,7,41,14,0,0.0,false,0,13.102,0.7874,1533,94.3,true,true
Georgia Southern::davieadam,"Davie, Adam",Georgia Southern,Sun Belt,2021,10,17,1359,6,3,40,19,0,0.0,false,0,13.071,0.7333,1549,92.8,true,true
Syracuse::busquetsmanel,"Busquets, Manel",Syracuse,ACC,2021,10,18,952,6,2,30,17,0,0.0,false,0,13.067,0.9459,1629,97.9,true,true
UMBC::conzejulian,"Conze, Julian",UMBC,America East,2021,6,19,1760,5,9,25,14,0,0.0,false,0,13.056,0.5996,1438,86.7,true,true
Lehigh::luchinijosh,"Luchini, Josh",Lehigh,Patriot,2021,19,18,1312,5,5,40,16,0,0.0,false,0,13.053,0.7519,1479,93.3,true,true
Wake Forest::hernandezomar,"Hernandez, Omar",Wake Forest,ACC,2021,17,20,1125,5,3,40,17,0,0.0,false,0,13.000,0.8381,1591,95.6,true,true
Northern Illinois::banuelosenrique,"Banuelos, Enrique",Northern Illinois,Other / Non-D1,2021,9,12,813,2,7,42,18,0,0.0,false,0,12.992,1.0446,1470,98.9,true,false
Rhode Island::oysteseisak,"Oystese, Isak",Rhode Island,Atlantic 10,2021,9,17,1235,6,3,35,21,0,0.0,false,0,12.978,0.7822,1494,94.1,true,true
UCF::taylornick,"Taylor, Nick",UCF,Sun Belt,2021,11,15,949,3,9,23,8,0,0.0,false,0,12.946,0.9401,1578,97.7,true,true
Butler::cabrerajrwilmer,"Cabrera, Jr., Wilmer",Butler,Big East,2021,13,19,1743,5,2,50,16,0,0.0,false,0,12.916,0.5985,1625,86.6,true,true
UCLA::silvatommy,"Silva, Tommy",UCLA,Big Ten,2021,26,19,1624,6,4,26,15,0,0.0,false,0,12.913,0.6327,1615,88.7,true,true
FAU::mykhailenkoivan,"Mykhailenko, Ivan",FAU,American,2021,19,18,865,9,0,30,21,0,0.0,false,0,12.868,0.9948,1537,98.3,true,true
Fordham::rogersmax,"Rogers, Max",Fordham,Atlantic 10,2021,11,19,1573,3,7,41,15,0,0.0,false,0,12.860,0.6463,1533,89.6,true,true
UCLA::diazkevin,"Diaz, Kevin",UCLA,Big Ten,2021,9,19,1119,6,4,18,11,0,0.0,false,0,12.816,0.8308,1615,95.4,true,true
Holy Cross::krausemax,"Krause, Max",Holy Cross,Other / Non-D1,2021,11,15,1390,5,7,38,15,0,0.0,false,0,12.794,0.7074,1420,91.9,true,false
Duke::mohammedshakur,"Mohammed, Shakur",Duke,ACC,2021,14,22,1305,3,7,34,9,0,0.0,false,0,12.777,0.7407,1647,92.9,true,true
Missouri State::dollingjosh,"Dolling, Josh",Missouri State,American,2021,10,20,1617,5,6,42,19,0,0.0,false,0,12.761,0.6282,1401,88.4,true,true
West Virginia::mccormickluke,"McCormick, Luke",West Virginia,Sun Belt,2021,11,18,1272,3,4,34,19,0,0.0,false,0,12.734,0.7527,1609,93.4,true,true
Clemson::syllaousmane,"Sylla, Ousmane",Clemson,ACC,2021,21,19,1175,4,5,30,12,0,0.0,false,0,12.721,0.7969,1657,94.5,true,true
Grand Canyon::rasmussenjustin,"Rasmussen, Justin",Grand Canyon,Mountain West,2021,13,14,1089,6,4,34,14,0,0.0,false,0,12.634,0.8363,1556,95.6,true,true
Georgetown::rivierezach,"Riviere, Zach",Georgetown,Big East,2021,27,21,1207,4,4,35,17,0,0.0,false,0,12.617,0.7758,1603,93.9,true,true
UTRGV::walkesreshaun,"Walkes, Reshaun",UTRGV,Ohio Valley,2021,10,12,840,5,6,22,16,0,0.0,false,0,12.604,0.9957,1461,98.4,true,true
Stanford::ryanzach,"Ryan, Zach",Stanford,ACC,2021,14,17,1305,4,4,38,15,0,0.0,false,0,12.552,0.7292,1623,92.7,true,true
Providence::smithdavis,"Smith, Davis",Providence,Big East,2021,9,19,1070,5,4,33,14,0,0.0,false,0,12.550,0.8418,1613,95.8,true,true
Oregon State::molinadiazadrian,"Molina-Diaz, Adrian",Oregon State,Pac-12,2021,9,19,1022,6,3,29,13,0,0.0,false,0,12.537,0.8685,1652,96.4,true,true
Marist::gallowaykyle,"Galloway, Kyle",Marist,Metro,2021,14,21,1551,7,6,41,15,0,0.0,false,0,12.529,0.6385,1420,89.1,true,true
Davidson College::howellhenry,"Howell, Henry",Davidson College,Atlantic 10,2021,14,18,1360,4,5,42,19,0,0.0,false,0,12.523,0.7056,1480,91.8,true,true
James Madison::erhardtluca,"Erhardt, Luca",James Madison,Sun Belt,2021,10,16,1162,9,1,41,20,0,0.0,false,0,12.490,0.7904,1458,94.4,true,true
UNLV::gonzalezmarco,"Gonzalez, Marco",UNLV,Mountain West,2021,4,17,1315,4,9,17,9,0,0.0,false,0,12.462,0.7205,1477,92.4,true,true
Washington::ostremcharlie,"Ostrem, Charlie",Washington,Big Ten,2021,20,20,1623,1,9,25,8,0,0.0,false,0,12.398,0.6106,1618,87.4,true,true
Lipscomb::bagayokobakary,"Bagayoko, Bakary",Lipscomb,ASUN,2021,15,16,986,5,4,31,20,0,0.0,false,0,12.333,0.8774,1465,96.5,true,true
St. John's::knappbrandon,"Knapp, Brandon",St. John's,Big East,2021,10,20,1863,5,6,30,10,0,0.0,false,0,12.323,0.5444,1576,83.5,true,true
Tulsa::henryscottmalik,"Henry-Scott, Malik",Tulsa,American,2021,9,17,731,7,2,26,15,0,0.0,false,0,12.297,1.0641,1580,99,true,true
