identity,player_name,team,conference,season,jersey_number,games,minutes,goals,assists,shots,shots_on_goal,saves,goals_against,is_keeper,keeper_games,impact,impact_per90,opponent_strength,rating,qualified,division_one
Michigan::popovicnebojsa,"Popovic, Nebojsa",Michigan,Big Ten,2019,33,22,1738,10,4,52,28,0,0.0,false,0,20.730,0.9191,1574,97.9,true,true
Seattle::mcglynndeclan,"McGlynn, Declan",Seattle,West Coast,2019,22,21,1815,9,7,70,29,0,0.0,false,0,20.665,0.8853,1512,97.3,true,true
SMU::ahlanderknut,"Ahlander, Knut",SMU,ACC,2019,10,19,1485,6,12,49,18,0,0.0,false,0,20.662,1.0361,1582,98.9,true,true
Clemson::graysonbarber,Grayson Barber,Clemson,ACC,2019,11,17,1159,9,9,39,19,0,0.0,false,0,20.651,1.2455,1561,99.6,true,true
SMU::munjomaeddie,"Munjoma, Eddie",SMU,ACC,2019,12,19,1674,11,7,44,17,0,0.0,false,0,20.525,0.9381,1582,98.1,true,true
Providence::davocktrevor,"DAVOCK, Trevor",Providence,Big East,2019,11,22,1251,6,8,54,23,0,0.0,false,0,20.171,1.1527,1559,99.4,true,true
Marshall::yosefmilo,"Yosef, Milo",Marshall,Sun Belt,2019,7,20,1669,12,3,55,25,0,0.0,false,0,20.052,0.9203,1572,98,true,true
Wake Forest::lapabruno,"Lapa, Bruno",Wake Forest,ACC,2019,10,21,1575,9,3,45,24,0,0.0,false,0,19.945,0.9582,1684,98.4,true,true
Mercyhurst::wilkinsonconnor,"Wilkinson, Connor",Mercyhurst,NEC,2019,10,17,1374,11,7,65,34,0,0.0,false,0,19.806,1.0570,1306,99,true,true
UIC::hazutbar,"Hazut, Bar",UIC,Missouri Valley,2019,9,16,1211,10,5,54,31,0,0.0,false,0,19.559,1.1473,1431,99.3,true,true
Butler::cabrerajrwilmer,"Cabrera, Jr., Wilmer",Butler,Big East,2019,9,21,1943,9,3,49,30,0,0.0,false,0,19.238,0.7843,1572,95.7,true,true
UNC Wilmington::goodrumphillip,"Goodrum, Phillip",UNC Wilmington,CAA,2019,10,19,1589,11,4,54,25,0,0.0,false,0,19.141,0.9161,1489,97.8,true,true
Virginia::dikedaryl,"Dike, Daryl",Virginia,ACC,2019,9,19,1397,7,7,35,16,0,0.0,false,0,19.134,1.0111,1694,98.8,true,true
Loyola Chicago::megallyaidan,"Megally, Aidan",Loyola Chicago,Atlantic 10,2019,19,18,1706,10,4,67,29,0,0.0,false,0,19.082,0.8640,1463,97.1,true,true
Marist::gavilanesallen,"Gavilanes, Allen",Marist,Metro,2019,10,18,1570,7,7,69,30,0,0.0,false,0,18.847,0.9117,1378,97.7,true,true
Bellarmine::linscottmicah,"Linscott, Micah",Bellarmine,ASUN,2019,10,22,1449,10,8,51,29,0,0.0,false,0,18.824,0.9687,1328,98.5,true,true
Michigan::hallahanjack,"Hallahan, Jack",Michigan,Big Ten,2019,11,22,1645,5,5,66,29,0,0.0,false,0,18.817,0.8777,1574,97.2,true,true
Charlotte::chaoucheteddy,"Chaouche, Teddy",Charlotte,American,2019,13,19,1708,7,9,35,22,0,0.0,false,0,18.734,0.8486,1532,96.8,true,true
Marquette::coanjosh,"Coan, Josh",Marquette,Big East,2019,16,20,1454,6,4,62,34,0,0.0,false,0,18.549,0.9531,1548,98.3,true,true
Air Force::tragertristan,"Trager, Tristan",Air Force,Mountain West,2019,10,18,1165,13,4,39,26,0,0.0,false,0,18.252,1.1071,1436,99.2,true,true
NJIT::whiterene,"White, Rene",NJIT,America East,2019,9,18,1234,16,2,45,27,0,0.0,false,0,18.230,1.0606,1396,99,true,true
Georgia State::briggsaris,"Briggs, Aris",Georgia State,Sun Belt,2019,31,19,1407,15,1,54,29,0,0.0,false,0,18.055,0.9533,1422,98.3,true,true
UIC::perezjesus,"Perez, Jesus",UIC,Missouri Valley,2019,10,15,1365,6,7,57,28,0,0.0,false,0,17.965,0.9709,1425,98.5,true,true
Central Arkansas::brodackiniklas,"Brodacki, Niklas",Central Arkansas,ASUN,2019,9,17,1267,11,3,44,26,0,0.0,false,0,17.934,1.0247,1476,98.8,true,true
Missouri State::bentleymatthew,"Bentley, Matthew",Missouri State,American,2019,9,20,1423,15,4,34,20,0,0.0,false,0,17.899,0.9377,1428,98.1,true,true
UCF::perezlouis,"Perez, Louis",UCF,Sun Belt,2019,10,18,1192,3,10,52,19,0,0.0,false,0,17.761,1.0620,1598,99,true,true
Cal State Fullerton::pinzonchristian,"Pinzon, Christian",Cal State Fullerton,Big West,2019,10,17,1489,6,6,57,24,0,0.0,false,0,17.565,0.8903,1520,97.4,true,true
Yale::winhoffermark,"Winhoffer, Mark",Yale,Ivy,2019,10,17,1452,6,11,35,19,0,0.0,false,0,17.547,0.9067,1483,97.6,true,true
Utah Tech::medinamoises,"Medina, Moises",Utah Tech,Mountain West,2019,7,19,1261,10,6,64,31,0,0.0,false,0,17.516,1.0063,1287,98.7,true,true
Sacred Heart::navarrosegundo,"Navarro, Segundo",Sacred Heart,Metro,2019,11,15,1351,8,1,80,43,0,0.0,false,0,17.352,0.9478,1374,98.3,true,true
Dayton::adjeikingsford,"Adjei, Kingsford",Dayton,Atlantic 10,2019,11,12,988,11,5,50,18,0,0.0,false,0,17.338,1.1862,1463,99.4,true,true
Washington::meeklucas,"Meek, Lucas",Washington,Big Ten,2019,33,23,873,6,7,34,17,0,0.0,false,0,17.317,1.2879,1594,99.7,true,true
Boston College::sigurdarsonstefan,"Sigurdarson, Stefan",Boston College,ACC,2019,23,17,1387,8,4,41,18,0,0.0,false,0,17.245,0.9240,1633,98,true,true
Saint Peter's::lawsdominic,"Laws, Dominic",Saint Peter's,Metro,2019,11,16,1439,10,5,64,30,0,0.0,false,0,16.920,0.8831,1340,97.3,true,true
Georgetown::montesjacob,"MONTES, JACOB",Georgetown,Big East,2019,7,19,1322,9,2,53,20,0,0.0,false,0,16.903,0.9405,1598,98.2,true,true
Milwaukee::latinovichvuk,"Latinovich, Vuk",Milwaukee,Horizon,2019,6,23,1968,8,4,75,25,0,0.0,false,0,16.894,0.6889,1413,92.5,true,true
Tulsa::partainharris,"Partain, Harris",Tulsa,American,2019,19,15,1310,9,3,43,21,0,0.0,false,0,16.851,0.9443,1536,98.2,true,true
Iona::bravomauro,"Bravo, Mauro",Iona,Metro,2019,8,18,1474,10,3,63,24,0,0.0,false,0,16.822,0.8624,1439,97,true,true
Hofstra::vowinkelmatthew,"Vowinkel, Matthew",Hofstra,CAA,2019,21,19,1514,13,2,43,22,0,0.0,false,0,16.630,0.8361,1470,96.7,true,true
Iona::mackicesad,"Mackic, Esad",Iona,Metro,2019,9,20,1718,4,7,62,35,0,0.0,false,0,16.600,0.7562,1414,95,true,true
Mercyhurst::tophovenhenri,"Tophoven, Henri",Mercyhurst,NEC,2019,14,17,1207,8,4,60,35,0,0.0,false,0,16.550,0.9866,1309,98.7,true,true
Belmont University::dagnoniniccolo,"Dagnoni, Niccolo",Belmont University,Missouri Valley,2019,10,18,1351,8,7,49,28,0,0.0,false,0,16.403,0.9004,1372,97.5,true,true
Wright State::rokvicstefan,"Rokvic, Stefan",Wright State,Horizon,2019,9,20,1533,8,5,49,21,0,0.0,false,0,16.345,0.8151,1518,96.4,true,true
Oral Roberts::berryreed,"Berry, Reed",Oral Roberts,Summit,2019,9,17,1086,11,4,36,23,0,0.0,false,0,16.318,1.0507,1407,98.9,true,true
Le Moyne College::rohrhirschrobert,"Rohrhirsch, Robert",Le Moyne College,NEC,2019,15,17,1326,9,5,69,29,0,0.0,false,0,16.298,0.9077,1280,97.6,true,true
Rhode Island::zarokostasstavros,"ZAROKOSTAS, Stavros",Rhode Island,Atlantic 10,2019,9,20,1664,7,5,47,26,0,0.0,false,0,16.289,0.7622,1458,95.2,true,true
Xavier::sergisamson,"Sergi, Samson",Xavier,Big East,2019,24,16,1310,10,1,52,26,0,0.0,false,0,16.271,0.9147,1547,97.8,true,true
Milwaukee::conwayevan,"Conway, Evan",Milwaukee,Horizon,2019,9,23,1821,7,6,65,25,0,0.0,false,0,16.237,0.7075,1413,93,true,true
Loyola University Maryland::saramagobrian,"Saramago, Brian",Loyola University Maryland,Patriot,2019,9,13,845,7,6,47,24,0,0.0,false,0,16.106,1.2316,1439,99.6,true,true
Clemson::kimarnismith,Kimarni Smith,Clemson,ACC,2019,9,16,950,9,5,35,19,0,0.0,false,0,16.091,1.1383,1573,99.3,true,true
UNLV::mehlichtimo,"Mehlich, Timo",UNLV,Mountain West,2019,8,17,1532,11,1,54,24,0,0.0,false,0,15.966,0.7983,1464,96.1,true,true
Wake Forest::cholmachop,"Chol, Machop",Wake Forest,ACC,2019,21,21,1270,4,7,23,17,0,0.0,false,0,15.953,0.9193,1684,97.9,true,true
Akron::egbodavid,"Egbo, David",Akron,Big East,2019,9,17,1151,7,4,49,19,0,0.0,false,0,15.858,0.9823,1571,98.6,true,true
Oral Roberts::brigidadante,"Brigida, Dante",Oral Roberts,Summit,2019,12,17,1036,11,2,44,23,0,0.0,false,0,15.839,1.0571,1407,99,true,true
Virginia Tech::stricklerkristo,"Strickler, Kristo",Virginia Tech,ACC,2019,15,16,1256,9,2,37,20,0,0.0,false,0,15.704,0.9136,1644,97.8,true,true
Butler::guhlbrandon,"Guhl, Brandon",Butler,Big East,2019,11,18,1273,9,4,30,16,0,0.0,false,0,15.682,0.9035,1573,97.5,true,true
UC Davis::mickelsonadam,"Mickelson, Adam",UC Davis,Mountain West,2019,2,20,1625,4,6,56,19,0,0.0,false,0,15.652,0.7489,1535,94.7,true,true
Central Arkansas::jensensoren,"Jensen, Soren",Central Arkansas,ASUN,2019,7,17,1216,7,8,40,19,0,0.0,false,0,15.628,0.9315,1477,98,true,true
Missouri State::dollingjosh,"Dolling, Josh",Missouri State,American,2019,10,20,1671,7,5,51,27,0,0.0,false,0,15.575,0.7294,1428,93.9,true,true
Syracuse::ferrinmassimo,"Ferrin, Massimo",Syracuse,ACC,2019,9,16,1140,7,7,37,17,0,0.0,false,0,15.572,0.9728,1613,98.5,true,true
Lehigh::luchinijosh,"Luchini, Josh",Lehigh,Patriot,2019,19,19,1458,9,2,55,25,0,0.0,false,0,15.556,0.8099,1465,96.2,true,true
Siena::riquelmealejandro,"Riquelme, Alejandro",Siena,Metro,2019,11,17,1361,6,8,55,21,0,0.0,false,0,15.535,0.8523,1366,96.9,true,true
Providence::mendoncatiago,"MENDONCA, Tiago",Providence,Big East,2019,8,22,1818,4,4,57,19,0,0.0,false,0,15.387,0.6747,1559,91.9,true,true
Denver::juddpreston,"Judd, Preston",Denver,West Coast,2019,9,21,1399,8,1,67,29,0,0.0,false,0,15.304,0.8235,1534,96.5,true,true
New Hampshire::colacciantonio,"Colacci, Antonio",New Hampshire,America East,2019,23,19,1622,6,8,30,15,0,0.0,false,0,15.101,0.7261,1515,93.8,true,true
Denver::drackjosh,"Drack, Josh",Denver,West Coast,2019,19,22,1846,5,3,55,27,0,0.0,false,0,15.039,0.6528,1538,91.1,true,true
Stanford::boudaousseni,"BOUDA, OUSSENI",Stanford,ACC,2019,11,21,1591,5,5,51,19,0,0.0,false,0,14.991,0.7323,1602,94,true,true
Maryland::matzelevicheric,"Matzelevich, Eric",Maryland,Big Ten,2019,15,20,1467,6,2,46,23,0,0.0,false,0,14.976,0.7789,1619,95.6,true,true
Saint Peter's::jowersjordan,"Jowers, Jordan",Saint Peter's,Metro,2019,7,16,1472,8,6,49,21,0,0.0,false,0,14.852,0.7711,1340,95.4,true,true
Saint Mary's::restanijoseph,"Restani, Joseph",Saint Mary's,West Coast,2019,9,17,1124,10,3,32,16,0,0.0,false,0,14.740,0.9351,1496,98.1,true,true
Gardner-Webb::wangoskar,"Wang, Oskar",Gardner-Webb,Big South,2019,10,19,1699,8,6,40,17,0,0.0,false,0,14.727,0.6844,1409,92.2,true,true
UCLA::iloskimilan,"Iloski, Milan",UCLA,Big Ten,2019,10,11,964,9,0,35,19,0,0.0,false,0,14.550,1.0289,1657,98.9,true,true
Cal State Fullerton::floresoscar,"Flores, Oscar",Cal State Fullerton,Big West,2019,7,19,1650,7,5,33,19,0,0.0,false,0,14.546,0.6926,1522,92.6,true,true
University of Southern Indiana::rickeysean,"Rickey, Sean",University of Southern Indiana,Ohio Valley,2019,3,19,1502,7,8,52,18,0,0.0,false,0,14.506,0.7433,1309,94.4,true,true
UC Davis::heptnerkristian,"Heptner, Kristian",UC Davis,Mountain West,2019,21,18,799,6,1,44,25,0,0.0,false,0,14.496,1.1609,1536,99.4,true,true
Rhode Island::tamburinifilippo,"TAMBURINI, Filippo",Rhode Island,Atlantic 10,2019,11,21,1650,9,4,43,17,0,0.0,false,0,14.456,0.6887,1451,92.5,true,true
California::williamsontommy,"Williamson, Tommy",California,ACC,2019,9,18,1205,9,0,43,20,0,0.0,false,0,14.442,0.8732,1601,97.2,true,true
UC Santa Barbara::candiathibault,"Candia, Thibault",UC Santa Barbara,Big West,2019,85,24,1811,4,8,36,13,0,0.0,false,0,14.441,0.6391,1578,90.6,true,true
Memphis::ashtonsam,"Ashton, Sam",Memphis,American,2019,24,15,841,11,3,21,15,0,0.0,false,0,14.378,1.1150,1487,99.2,true,true
UC San Diego::jonesbrett,"Jones, Brett",UC San Diego,Pac-12,2019,10,17,1020,12,2,51,23,0,0.0,false,0,14.365,0.9784,1290,98.6,true,true
Saint Louis::novaesleo,"Novaes,Leo",Saint Louis,Atlantic 10,2019,11,17,1214,6,5,46,18,0,0.0,false,0,14.355,0.8638,1508,97.1,true,true
California::delmundoalonzo,"Del Mundo, Alonzo",California,ACC,2019,17,18,1424,2,9,41,13,0,0.0,false,0,14.250,0.7619,1601,95.2,true,true
Oakland::borczakdylan,"Borczak, Dylan",Oakland,Horizon,2019,7,15,1090,4,8,42,20,0,0.0,false,0,14.099,0.9184,1446,97.8,true,true
Penn State::sloadchristian,"Sload, Christian",Penn State,Big Ten,2019,24,19,1243,5,3,47,20,0,0.0,false,0,14.032,0.8318,1593,96.7,true,true
Vermont::tobinskirasmus,"Tobinski, Rasmus",Vermont,America East,2019,9,14,1128,8,2,53,23,0,0.0,false,0,13.941,0.8873,1420,97.4,true,true
Quinnipiac::whelaneamon,"Whelan, Eamon",Quinnipiac,Metro,2019,7,18,1012,9,1,52,30,0,0.0,false,0,13.908,0.9556,1391,98.4,true,true
UC Irvine::gutierrezchristian,"Gutierrez, Christian",UC Irvine,Big West,2019,7,19,1082,7,0,51,23,0,0.0,false,0,13.868,0.9096,1573,97.7,true,true
North Carolina::pinedamauricio,"Pineda,Mauricio",North Carolina,ACC,2019,2,17,1543,5,2,49,22,0,0.0,false,0,13.864,0.6990,1621,92.8,true,true
Bowling Green::sullivanchris,"SULLIVAN, Chris",Bowling Green,Other / Non-D1,2019,22,16,1440,6,8,36,17,0,0.0,false,0,13.810,0.7345,1412,94.1,true,false
FIU::boothandrew,"BOOTH, Andrew",FIU,American,2019,16,17,1427,5,5,34,15,0,0.0,false,0,13.791,0.7387,1553,94.3,true,true
Providence::limapaulo,"LIMA, Paulo",Providence,Big East,2019,6,21,1834,8,2,34,17,0,0.0,false,0,13.781,0.6067,1564,88.7,true,true
Oregon State::crespoadrian,"Crespo, Adrian",Oregon State,Pac-12,2019,16,16,1432,4,8,26,9,0,0.0,false,0,13.748,0.7347,1599,94.1,true,true
Duke::prochdaniele,"Proch, Daniele",Duke,ACC,2019,9,18,1506,7,5,17,13,0,0.0,false,0,13.743,0.7066,1603,93,true,true
Navy::williamsjacob,"Williams, Jacob",Navy,Patriot,2019,10,17,1368,7,4,46,26,0,0.0,false,0,13.739,0.7601,1371,95.1,true,true
Temple University::fernandeslukas,"Fernandes, Lukas",Temple University,American,2019,11,18,1264,3,4,52,26,0,0.0,false,0,13.710,0.8047,1560,96.2,true,true
Pittsburgh::edwardkizza,Edward Kizza,Pittsburgh,ACC,2019,9,12,952,8,2,37,19,0,0.0,false,0,13.677,0.9816,1614,98.6,true,true
UCF::vivigino,"Vivi, Gino",UCF,Sun Belt,2019,17,18,1466,4,7,32,13,0,0.0,false,0,13.669,0.7179,1598,93.4,true,true
Seattle::mezanoe,"Meza, Noe",Seattle,West Coast,2019,7,19,1256,7,2,44,19,0,0.0,false,0,13.634,0.8045,1505,96.1,true,true
Loyola Chicago::sukowjustin,"Sukow, Justin",Loyola Chicago,Atlantic 10,2019,10,18,1686,7,5,33,14,0,0.0,false,0,13.626,0.6422,1463,90.7,true,true
Marshall::westmeyerjonas,"Westmeyer, Jonas",Marshall,Sun Belt,2019,6,20,1300,3,9,32,11,0,0.0,false,0,13.611,0.7830,1572,95.7,true,true
Coastal Carolina::mondityrone,"Mondi, Tyrone",Coastal Carolina,Sun Belt,2019,10,17,1162,6,3,42,20,0,0.0,false,0,13.593,0.8491,1547,96.9,true,true
Oregon State::walkerjoel,"Walker, Joel",Oregon State,Pac-12,2019,11,16,1470,6,4,30,16,0,0.0,false,0,13.573,0.7119,1599,93.2,true,true
FGCU::rosalesivan,"Rosales, Ivan",FGCU,ASUN,2019,7,18,1086,4,2,49,26,0,0.0,false,0,13.505,0.8860,1487,97.3,true,true
Dayton::oladeinbotoluwalase,"Oladeinbo, Toluwalase",Dayton,Atlantic 10,2019,20,20,1436,8,2,44,20,0,0.0,false,0,13.501,0.7214,1463,93.5,true,true
FAU::mykhailenkoivan,"Mykhailenko, Ivan",FAU,American,2019,16,15,1044,7,3,33,17,0,0.0,false,0,13.483,0.9095,1565,97.6,true,true
Rider University::decastropablo,"DeCastro, Pablo",Rider University,Metro,2019,7,16,1334,8,3,49,22,0,0.0,false,0,13.467,0.7608,1372,95.1,true,true
Michigan::brochederick,"Broche, Derick",Michigan,Big Ten,2019,7,22,1175,7,3,35,15,0,0.0,false,0,13.324,0.8274,1574,96.6,true,true
California::perezfrancisco,"Perez, Francisco",California,ACC,2019,14,18,1351,2,6,39,17,0,0.0,false,0,13.319,0.7463,1601,94.6,true,true
NJIT::radonthomas,"Radon, Thomas",NJIT,America East,2019,11,17,1197,5,6,44,20,0,0.0,false,0,13.267,0.8132,1397,96.3,true,true
Utah Valley::maaszach,"Maas, Zach",Utah Valley,Big West,2019,7,19,1332,6,4,34,20,0,0.0,false,0,13.248,0.7507,1472,94.8,true,true
Oral Roberts::guerineautanguy,"Guerineau, Tanguy",Oral Roberts,Summit,2019,8,17,1464,3,11,23,10,0,0.0,false,0,13.210,0.6971,1407,92.7,true,true
CSU Bakersfield::goldsmithryan,"GOLDSMITH, RYAN",CSU Bakersfield,Other / Non-D1,2019,11,14,1007,6,3,36,20,0,0.0,false,0,13.129,0.9108,1527,97.7,true,false
Creighton::haakensonluke,"HAAKENSON, Luke",Creighton,Big East,2019,15,17,1568,5,2,49,19,0,0.0,false,0,13.127,0.6575,1617,91.3,true,true
Indiana::bezerravictor,"Bezerra, Victor",Indiana,Big Ten,2019,7,21,897,7,3,36,17,0,0.0,false,0,13.098,0.9831,1577,98.7,true,true
Duquesne::busquetsmanel,"BUSQUETS, Manel",Duquesne,Atlantic 10,2019,10,17,1395,8,4,41,15,0,0.0,false,0,13.064,0.7160,1386,93.3,true,true
Oakland::jensennoah,"Jensen, Noah",Oakland,Horizon,2019,5,18,1611,4,5,49,18,0,0.0,false,0,13.022,0.6392,1459,90.6,true,true
Bucknell::thorsheimmatt,"Thorsheim, Matt",Bucknell,Patriot,2019,9,20,1460,7,5,32,18,0,0.0,false,0,12.963,0.6869,1400,92.4,true,true
Oregon State::djeffalsofiane,"Djeffal, Sofiane",Oregon State,Pac-12,2019,18,16,1496,3,6,42,14,0,0.0,false,0,12.941,0.6732,1599,91.9,true,true
Western Michigan::sharpcharlie,"Sharp, Charlie",Western Michigan,Missouri Valley,2019,25,20,1010,7,2,30,19,0,0.0,false,0,12.931,0.8967,1502,97.5,true,true
Washington::townsendjaret,"Townsend, Jaret",Washington,Big Ten,2019,7,23,1368,7,3,28,14,0,0.0,false,0,12.893,0.7182,1594,93.4,true,true
Providence::wolfesben,"WOLF, Esben",Providence,Big East,2019,12,22,1754,5,6,21,14,0,0.0,false,0,12.878,0.5918,1559,87.9,true,true
Army::osheakeenan,"O'Shea, Keenan",Army,Patriot,2019,9,16,1313,5,4,50,21,0,0.0,false,0,12.860,0.7389,1442,94.3,true,true
Saint Mary's::rudeljake,"Rudel, Jake",Saint Mary's,West Coast,2019,15,17,1064,7,2,45,20,0,0.0,false,0,12.859,0.8604,1496,97,true,true
Howard::gomezandres,"Gomez, Andres",Howard,NEC,2019,10,15,1189,8,1,40,28,0,0.0,false,0,12.847,0.7941,1365,95.9,true,true
Virginia::belljoe,"Bell, Joe",Virginia,ACC,2019,8,18,1515,6,3,24,12,0,0.0,false,0,12.846,0.6624,1682,91.6,true,true
Georgia State::fearnleymatthew,"Fearnley, Matthew",Georgia State,Sun Belt,2019,6,19,1316,7,1,58,21,0,0.0,false,0,12.837,0.7365,1422,94.2,true,true
Columbia University::denisjohn,"Denis, John",Columbia University,Ivy,2019,10,16,1309,7,4,41,18,0,0.0,false,0,12.811,0.7381,1464,94.3,true,true
San Jose State::castrorudy,"CASTRO, RUDY",San Jose State,Mountain West,2019,7,13,894,7,1,41,24,0,0.0,false,0,12.777,0.9637,1505,98.5,true,true
Wake Forest::holcombkyle,"Holcomb, Kyle",Wake Forest,ACC,2019,3,21,812,9,0,24,14,0,0.0,false,0,12.756,1.0249,1684,98.9,true,true
Kentucky::elmedkharkalil,"ElMedkhar, Kalil",Kentucky,Sun Belt,2019,21,15,1332,5,3,37,20,0,0.0,false,0,12.735,0.7247,1582,93.7,true,true
Air Force::spadaforalathan,"Spadafora, Lathan",Air Force,Mountain West,2019,9,19,1391,4,7,44,15,0,0.0,false,0,12.720,0.7008,1440,92.9,true,true
Northeastern::ennintimothy,"Ennin, Timothy",Northeastern,CAA,2019,9,17,1307,7,3,30,17,0,0.0,false,0,12.638,0.7301,1470,94,true,true
Yale::yustemiguel,"Yuste, Miguel",Yale,Ivy,2019,9,17,1398,7,3,36,15,0,0.0,false,0,12.577,0.6912,1483,92.6,true,true
Virginia Tech::pereiradaniel,"PEREIRA,DANIEL",Virginia Tech,ACC,2019,9,13,1149,5,4,27,12,0,0.0,false,0,12.507,0.7949,1619,95.9,true,true
Akron::jacksonwill,"Jackson, Will",Akron,Big East,2019,11,18,1330,4,3,40,20,0,0.0,false,0,12.506,0.7140,1562,93.3,true,true
San Diego State::pelaezpablo,"Pelaez, Pablo",San Diego State,Pac-12,2019,8,16,1336,4,4,52,20,0,0.0,false,0,12.490,0.7108,1564,93.2,true,true
USC Upstate::monellspol,"Monells, Pol",USC Upstate,Big South,2019,11,17,1307,3,6,46,23,0,0.0,false,0,12.468,0.7214,1409,93.5,true,true
Boston University::mcdonnellmatt,"McDonnell, Matt",Boston University,Patriot,2019,8,17,1428,7,0,50,23,0,0.0,false,0,12.367,0.6701,1446,91.7,true,true
FGCU::mullingsovonte,"Mullings, O'Vonte",FGCU,ASUN,2019,14,18,1525,9,2,36,14,0,0.0,false,0,12.364,0.6370,1487,90.4,true,true
Stanford::ryanzach,"RYAN, ZACH",Stanford,ACC,2019,14,21,1292,6,2,38,15,0,0.0,false,0,12.344,0.7212,1602,93.5,true,true
Holy Cross::krausemax,"Krause, Max",Holy Cross,Other / Non-D1,2019,11,14,1264,5,4,37,19,0,0.0,false,0,12.338,0.7327,1450,94.1,true,false
