identity,player_name,team,conference,season,jersey_number,games,minutes,goals,assists,shots,shots_on_goal,saves,goals_against,is_keeper,keeper_games,impact,impact_per90,opponent_strength,rating,qualified,division_one
Cleveland State::schmidtjannis,"Schmidt, Jannis",Cleveland State,Horizon,2022,8,21,1657,6,5,57,24,0,0.0,false,0,14.809,0.7038,1423,91.6,true,true
Seton Hall::huermanquenzi,"Huerman, Quenzi",Seton Hall,Big East,2022,10,18,1384,7,4,36,16,0,0.0,false,0,14.731,0.8047,1600,95.3,true,true
Stanford::cilleycam,"Cilley, Cam",Stanford,ACC,2022,8,22,1645,6,6,39,10,0,0.0,false,0,14.718,0.7039,1606,91.6,true,true
Virginia::hortonphilip,"Horton, Philip",Virginia,ACC,2022,9,19,1048,6,3,31,17,0,0.0,false,0,14.689,0.9827,1666,98,true,true
Milwaukee::farringtonlogan,"Farrington, Logan",Milwaukee,Horizon,2022,9,16,1268,7,3,52,24,0,0.0,false,0,14.645,0.8545,1405,96.3,true,true
Georgetown::murrelljacob,"Murrell, Jacob",Georgetown,Big East,2022,28,19,1213,6,4,48,14,0,0.0,false,0,14.584,0.8795,1623,96.7,true,true
Niagara::almeidarodrigo,"Almeida, Rodrigo",Niagara,Metro,2022,14,17,1377,8,3,47,25,0,0.0,false,0,14.422,0.7926,1395,94.9,true,true
Lipscomb::dallmannjelldrik,"Dallmann, Jelldrik",Lipscomb,ASUN,2022,9,15,927,10,2,44,20,0,0.0,false,0,14.311,1.0443,1505,98.7,true,true
Portland::navasebastian,"Nava, Sebastian",Portland,West Coast,2022,10,17,1422,4,8,31,15,0,0.0,false,0,14.301,0.7677,1597,94.1,true,true
Saint Louis::kleinjohn,"Klein, John",Saint Louis,Atlantic 10,2022,10,18,1449,7,4,34,20,0,0.0,false,0,14.279,0.7557,1558,93.7,true,true
IU Indy::hackaalukas,"Hackaa, Lukas",IU Indy,Horizon,2022,10,18,1388,7,7,47,16,0,0.0,false,0,14.149,0.7745,1354,94.4,true,true
Coastal Carolina::garciapascualalvaro,"Garcia-Pascual, Alvaro",Coastal Carolina,Sun Belt,2022,9,15,1007,9,1,36,20,0,0.0,false,0,14.149,0.9770,1594,97.9,true,true
Duquesne::hopfermaxi,"Hopfer, Maxi",Duquesne,Atlantic 10,2022,10,19,1360,5,4,59,25,0,0.0,false,0,14.120,0.7850,1424,94.8,true,true
Quinnipiac::stjernegaardalexander,"Stjernegaard, Alexander",Quinnipiac,Metro,2022,15,20,1629,5,11,41,13,0,0.0,false,0,14.060,0.6809,1363,90.7,true,true
UNC Greensboro::elharchiismail,"El Harchi, Ismail",UNC Greensboro,Southern,2022,29,17,1231,8,2,36,22,0,0.0,false,0,14.044,0.8412,1552,96.1,true,true
Syracuse::kocevskijeorgio,"Kocevski, Jeorgio",Syracuse,ACC,2022,8,24,1649,5,3,42,15,0,0.0,false,0,14.036,0.6733,1663,90.2,true,true
Lipscomb::spicertyrese,"Spicer, Tyrese",Lipscomb,ASUN,2022,16,16,874,3,6,44,21,0,0.0,false,0,13.970,1.0630,1504,98.9,true,true
Oregon State::thiammouhameth,"Thiam, Mouhameth",Oregon State,Pac-12,2022,10,18,1432,5,4,30,14,0,0.0,false,0,13.941,0.7464,1679,93.3,true,true
Indiana::mihalictommy,"Mihalic, Tommy",Indiana,Big Ten,2022,10,25,1464,7,2,34,17,0,0.0,false,0,13.915,0.7327,1659,92.9,true,true
Georgia State::carlsonsimon,"Carlson, Simon",Georgia State,Sun Belt,2022,7,17,1130,7,4,35,18,0,0.0,false,0,13.892,0.8863,1493,96.8,true,true
Maryland::copettistefan,"Copetti, Stefan",Maryland,Big Ten,2022,10,20,1078,6,3,39,22,0,0.0,false,0,13.852,0.9141,1578,97.2,true,true
San Diego State::fodreycj,"Fodrey, CJ",San Diego State,Pac-12,2022,7,17,1253,7,3,36,15,0,0.0,false,0,13.845,0.8198,1638,95.7,true,true
Tulsa::baenasergio,"Baena, Sergio",Tulsa,American,2022,8,17,1167,2,6,42,17,0,0.0,false,0,13.831,0.8626,1614,96.6,true,true
Clemson::seyemohamed,"Seye, Mohamed",Clemson,ACC,2022,9,22,1479,4,6,43,16,0,0.0,false,0,13.822,0.7227,1613,92.4,true,true
Marshall::aoumaichadam,"Aoumaich, Adam",Marshall,Sun Belt,2022,33,18,1251,2,8,40,15,0,0.0,false,0,13.795,0.8181,1554,95.6,true,true
Lipscomb::jonesmalachi,"Jones, Malachi",Lipscomb,ASUN,2022,20,16,877,6,3,50,21,0,0.0,false,0,13.786,1.0481,1504,98.8,true,true
Missouri State::bareajesus,"Barea, Jesus",Missouri State,American,2022,9,18,1217,4,4,58,21,0,0.0,false,0,13.786,0.8343,1467,96,true,true
Maryland::georgehunter,"George, Hunter",Maryland,Big Ten,2022,7,20,1244,4,4,39,22,0,0.0,false,0,13.786,0.8210,1578,95.7,true,true
Gonzaga::kigeyademitrius,"Kigeya, Demitrius",Gonzaga,Pac-12,2022,10,19,1370,3,7,47,15,0,0.0,false,0,13.780,0.7639,1512,93.9,true,true
Washington::scardinanick,"Scardina, Nick",Washington,Big Ten,2022,11,20,1364,7,3,29,16,0,0.0,false,0,13.752,0.7650,1596,94,true,true
Creighton::watsoncallum,"Watson, Callum",Creighton,Big East,2022,14,23,1863,3,6,32,16,0,0.0,false,0,13.692,0.5976,1648,86.4,true,true
Cal State Fullerton::banihanireziq,"Banihani, Reziq",Cal State Fullerton,Big West,2022,20,18,1089,5,6,38,21,0,0.0,false,0,13.603,0.8930,1444,96.9,true,true
Cleveland State::portasalbert,"Portas, Albert",Cleveland State,Horizon,2022,11,21,1511,7,4,54,22,0,0.0,false,0,13.597,0.7006,1423,91.4,true,true
Marquette::sotobeto,"Soto, Beto",Marquette,Big East,2022,11,18,1246,4,2,47,24,0,0.0,false,0,13.429,0.8011,1582,95.2,true,true
New Hampshire::goldmaneli,"Goldman, Eli",New Hampshire,America East,2022,17,19,1005,9,1,38,20,0,0.0,false,0,13.357,0.9293,1494,97.4,true,true
Wright State::allbaughreece,"Allbaugh, Reece",Wright State,Horizon,2022,23,17,1416,5,1,66,33,0,0.0,false,0,13.341,0.7239,1418,92.5,true,true
Maryland::johnstonmalcolm,"Johnston, Malcolm",Maryland,Big Ten,2022,11,19,1398,6,8,12,7,0,0.0,false,0,13.324,0.7301,1582,92.7,true,true
Vermont::baziniyaniv,"Bazini, Yaniv",Vermont,America East,2022,11,21,1120,5,3,43,19,0,0.0,false,0,13.259,0.8557,1535,96.4,true,true
Marquette::caceresedrey,"Caceres, Edrey",Marquette,Big East,2022,10,18,1426,4,7,34,12,0,0.0,false,0,13.242,0.7153,1582,92.1,true,true
Quinnipiac::aasenbrage,"Aasen, Brage",Quinnipiac,Metro,2022,13,18,871,5,7,32,15,0,0.0,false,0,13.174,1.0111,1382,98.3,true,true
Notre Dame::russodaniel,"Russo, Daniel",Notre Dame,ACC,2022,11,17,902,6,4,35,16,0,0.0,false,0,13.164,0.9873,1596,98,true,true
Drake::franklinaj,"Franklin, AJ",Drake,Missouri Valley,2022,19,15,1110,8,2,42,19,0,0.0,false,0,13.153,0.8550,1416,96.4,true,true
Merrimack College::feilscherjohan,"Feilscher, Johan",Merrimack College,Metro,2022,11,16,1255,5,4,49,24,0,0.0,false,0,13.152,0.7823,1379,94.7,true,true
FIU::afrifastephen,"Afrifa, Stephen",FIU,American,2022,11,15,979,7,2,39,14,0,0.0,false,0,13.135,0.9323,1612,97.5,true,true
Elon::vatnescott,"Vatne, Scott",Elon,Other / Non-D1,2022,8,18,1426,3,6,38,17,0,0.0,false,0,13.131,0.7099,1520,91.9,true,false
Wofford::wrobeljackson,"Wrobel, Jackson",Wofford,Southern,2022,10,16,1362,5,7,51,19,0,0.0,false,0,13.131,0.7350,1422,93,true,true
Tulsa::henryscottmalik,"Henry-Scott, Malik",Tulsa,American,2022,9,17,912,6,2,35,18,0,0.0,false,0,12.981,0.9679,1614,97.8,true,true
St. John's::sienkielantek,"Sienkiel, Antek",St. John's,Big East,2022,8,16,1317,6,2,33,21,0,0.0,false,0,12.943,0.7442,1570,93.3,true,true
La Salle::cotterellomari,"Cotterell, Omari",La Salle,Atlantic 10,2022,9,17,1250,6,5,48,18,0,0.0,false,0,12.926,0.7726,1429,94.3,true,true
Dayton::ajagoforster,"Ajago, Forster",Dayton,Atlantic 10,2022,11,15,970,7,3,40,19,0,0.0,false,0,12.894,0.9229,1491,97.3,true,true
Rutgers::bouregyjason,"Bouregy, Jason",Rutgers,Big Ten,2022,18,19,1019,3,8,26,10,0,0.0,false,0,12.869,0.8905,1583,96.9,true,true
Indiana::endeleyherbert,"Endeley, Herbert",Indiana,Big Ten,2022,17,25,1576,4,6,27,11,0,0.0,false,0,12.854,0.6451,1659,88.6,true,true
Memphis::rodriguesdossantoslineker,"Rodrigues dos Santos, Lineker",Memphis,American,2022,11,17,1122,6,4,28,15,0,0.0,false,0,12.775,0.8268,1554,95.9,true,true
Manhattan::studenhofftgunnar,"Studenhofft, Gunnar",Manhattan,Metro,2022,9,18,1248,5,5,47,23,0,0.0,false,0,12.760,0.7647,1355,93.9,true,true
Penn::stitzben,"Stitz, Ben",Penn,Ivy,2022,9,11,884,5,6,34,12,0,0.0,false,0,12.738,0.9719,1514,97.8,true,true
Maryland::bolmajoshua,"Bolma, Joshua",Maryland,Big Ten,2022,14,20,1492,2,8,27,12,0,0.0,false,0,12.727,0.6671,1578,89.9,true,true
Western Michigan::melaragnimike,"Melaragni, Mike",Western Michigan,Missouri Valley,2022,21,20,1370,5,6,24,15,0,0.0,false,0,12.683,0.7096,1548,91.9,true,true
Indiana::sarversamuel,"Sarver, Samuel",Indiana,Big Ten,2022,9,25,1496,4,4,31,13,0,0.0,false,0,12.680,0.6635,1659,89.7,true,true
Portland::sanghagurman,"Sangha, Gurman",Portland,West Coast,2022,21,17,1003,4,6,24,13,0,0.0,false,0,12.636,0.8860,1597,96.8,true,true
Penn State::buttsliam,"Butts, Liam",Penn State,Big Ten,2022,7,15,840,7,3,27,14,0,0.0,false,0,12.603,0.9956,1613,98.1,true,true
UCLA::contelljose,"Contell, Jose",UCLA,Big Ten,2022,14,20,1362,4,4,28,16,0,0.0,false,0,12.501,0.7037,1662,91.6,true,true
Duke::hamilleliot,"Hamill, Eliot",Duke,ACC,2022,1,21,1813,0,0,0,0,62,8.6,true,19,12.481,0.5627,1590,84.1,true,true
UC Irvine::mejiarobert,"Mejia, Robert",UC Irvine,Big West,2022,7,20,1511,4,3,46,19,0,0.0,false,0,12.393,0.6453,1542,88.6,true,true
Duquesne::ekelandask,"Ekeland, Ask",Duquesne,Atlantic 10,2022,31,19,1364,8,1,36,24,0,0.0,false,0,12.384,0.6971,1424,91.2,true,true
West Virginia::crooksryan,"Crooks, Ryan",West Virginia,Sun Belt,2022,10,15,803,4,5,29,15,0,0.0,false,0,12.375,1.0086,1567,98.3,true,true
Mercer::gaitherdylan,"Gaither, Dylan",Mercer,Southern,2022,10,17,1278,5,4,43,16,0,0.0,false,0,12.337,0.7294,1454,92.6,true,true
South Florida::spenglerajmeer,"Spengler, Ajmeer",South Florida,American,2022,16,17,1154,4,2,37,18,0,0.0,false,0,12.331,0.7855,1644,94.8,true,true
Queens::mendoncafelipe,"Mendonca, Felipe",Queens,ASUN,2022,9,14,1112,7,3,40,19,0,0.0,false,0,12.319,0.8059,1428,95.4,true,true
Butler::strebergerjack,"Streberger, Jack",Butler,Big East,2022,2,19,1178,6,4,21,10,0,0.0,false,0,12.269,0.7704,1587,94.2,true,true
Butler::hooksdj,"Hooks, DJ",Butler,Big East,2022,22,19,949,7,3,29,15,0,0.0,false,0,12.199,0.8920,1587,96.9,true,true
Pittsburgh::rosalucas,"Rosa, Lucas",Pittsburgh,ACC,2022,6,22,1996,2,6,25,12,0,0.0,false,0,12.083,0.5059,1684,80.2,true,true
West Virginia::caldeiramarcus,"Caldeira, Marcus",West Virginia,Sun Belt,2022,7,15,926,5,4,26,15,0,0.0,false,0,12.060,0.8978,1567,97,true,true
Duke::parianonick,"Pariano, Nick",Duke,ACC,2022,10,21,1278,2,8,24,14,0,0.0,false,0,12.048,0.7143,1590,92,true,true
UConn::pierrotfrantz,"Pierrot, Frantz",UConn,Big East,2022,11,17,983,5,2,46,19,0,0.0,false,0,12.027,0.8601,1548,96.5,true,true
Memphis::cruzalberto,"Cruz, Alberto",Memphis,American,2022,9,19,991,8,0,17,16,0,0.0,false,0,11.917,0.8485,1571,96.2,true,true
San Francisco::hamelinkmax,"Hamelink, Max",San Francisco,West Coast,2022,22,17,1342,7,2,30,16,0,0.0,false,0,11.912,0.6820,1518,90.7,true,true
Ohio State::greenxavier,"Green, Xavier",Ohio State,Big Ten,2022,11,19,1578,4,3,40,14,0,0.0,false,0,11.876,0.6010,1588,86.7,true,true
Providence::diarbiangevork,"Diarbian, Gevork",Providence,Big East,2022,10,16,1329,3,5,29,16,0,0.0,false,0,11.746,0.6786,1556,90.5,true,true
Stony Brook::bickusjonas,"Bickus, Jonas",Stony Brook,CAA,2022,11,16,1152,6,3,33,17,0,0.0,false,0,11.745,0.7535,1460,93.6,true,true
Fairfield::amirraz,"Amir, Raz",Fairfield,Metro,2022,14,19,1629,5,6,34,17,0,0.0,false,0,11.738,0.5803,1381,85.3,true,true
SMU::ortizjose,"Ortiz, Jose",SMU,ACC,2022,17,13,820,7,2,23,11,0,0.0,false,0,11.733,0.9497,1652,97.7,true,true
Creighton::augustecharles,"Auguste, Charles",Creighton,Big East,2022,8,24,2071,3,3,41,15,0,0.0,false,0,11.732,0.4784,1646,77.7,true,true
Ohio State::woottonlaurence,"Wootton, Laurence",Ohio State,Big Ten,2022,8,18,1553,5,2,29,20,0,0.0,false,0,11.693,0.6003,1587,86.6,true,true
