identity,player_name,team,conference,season,jersey_number,games,minutes,goals,assists,shots,shots_on_goal,saves,goals_against,is_keeper,keeper_games,impact,impact_per90,opponent_strength,rating,qualified,division_one
West Virginia::pozospablo,"Pozos, Pablo",West Virginia,Sun Belt,2025,9,20,1165,11,3,37,25,0,0.0,false,0,18.396,1.1200,1570,99.3,true,true
Kansas City::francoujeremy,"Francou, Jeremy",Kansas City,Summit,2025,11,20,1396,11,3,51,21,0,0.0,false,0,18.298,0.9750,1566,98.2,true,true
Delaware::stennermarius,"Stenner, Marius",Delaware,Summit,2025,11,15,1132,9,9,50,23,0,0.0,false,0,18.238,1.1343,1442,99.4,true,true
UConn::brummettaustin,"Brummett, Austin",UConn,Big East,2025,9,21,1578,10,4,40,18,0,0.0,false,0,18.008,0.8747,1593,96.9,true,true
Cal State Fullerton::delatorrejose,"de la Torre, Jose",Cal State Fullerton,Big West,2025,10,19,1454,4,7,72,23,0,0.0,false,0,17.947,0.9287,1522,97.8,true,true
Purdue Fort Wayne::andersonshane,"Anderson, Shane",Purdue Fort Wayne,Horizon,2025,9,17,1309,9,6,70,28,0,0.0,false,0,17.924,1.0041,1357,98.7,true,true
San Jose State::iniguezangel,"Iniguez, Angel",San Jose State,Mountain West,2025,10,20,1670,9,7,47,17,0,0.0,false,0,17.773,0.8267,1503,96,true,true
Wake Forest::flaxcooper,"Flax, Cooper",Wake Forest,ACC,2025,18,17,1133,9,7,28,13,0,0.0,false,0,17.583,1.0963,1602,99.2,true,true
Gardner-Webb::kpardehsamson,"Kpardeh , Samson",Gardner-Webb,Big South,2025,39,16,1272,9,3,56,29,0,0.0,false,0,17.426,0.9997,1445,98.7,true,true
Rutgers::schelbjoschi,"Schelb, Joschi",Rutgers,Big Ten,2025,10,17,1290,7,4,55,22,0,0.0,false,0,17.391,0.9875,1623,98.4,true,true
Furman::hernandezdiego,"Hernandez, Diego",Furman,Southern,2025,10,22,1572,9,9,45,15,0,0.0,false,0,17.279,0.8448,1537,96.4,true,true
Vermont::ismaildavid,"Ismail, David",Vermont,America East,2025,13,18,1371,10,3,53,23,0,0.0,false,0,17.247,0.9364,1506,97.9,true,true
Wofford::simesnathan,"Simes, Nathan",Wofford,Southern,2025,9,18,1476,8,6,51,31,0,0.0,false,0,17.008,0.8743,1444,96.9,true,true
Stanford::bohanezach,"Bohane, Zach",Stanford,ACC,2025,10,20,1555,5,3,65,25,0,0.0,false,0,16.954,0.8374,1626,96.2,true,true
Clemson::richmondnathan,"Richmond, Nathan",Clemson,ACC,2025,25,17,1076,7,5,39,16,0,0.0,false,0,16.802,1.0913,1634,99.1,true,true
Akron::romanjack,"Roman, Jack",Akron,Big East,2025,23,21,1768,6,6,53,15,0,0.0,false,0,16.797,0.7506,1609,94.2,true,true
UConn::saundersbalthazar,"Saunders, Balthazar",UConn,Big East,2025,11,21,1260,5,6,45,20,0,0.0,false,0,16.739,0.9705,1593,98.2,true,true
Princeton::ittycheriadaniel,"Ittycheria, Daniel",Princeton,Ivy,2025,11,18,984,8,4,55,20,0,0.0,false,0,16.690,1.1542,1565,99.5,true,true
San Jose State::matshaziarnold,"Matshazi, Arnold",San Jose State,Mountain West,2025,9,20,1543,12,1,41,20,0,0.0,false,0,16.660,0.8291,1503,96.1,true,true
Lehigh::zizzagiacomo,"Zizza, Giacomo",Lehigh,Patriot,2025,10,20,1625,4,9,51,21,0,0.0,false,0,16.636,0.7953,1465,95.2,true,true
Georgia Southern::louisricky,"Louis, Ricky",Georgia Southern,Sun Belt,2025,17,18,1386,9,3,49,20,0,0.0,false,0,16.337,0.8842,1526,97.1,true,true
Princeton::hormozibardia,"Hormozi, Bardia",Princeton,Ivy,2025,14,18,1194,6,4,60,22,0,0.0,false,0,16.231,0.9817,1565,98.3,true,true
Old Dominion::rourkelewis,"Rourke, Lewis",Old Dominion,Sun Belt,2025,12,18,1039,10,3,36,21,0,0.0,false,0,16.033,1.0719,1513,98.9,true,true
Bryant::amarojaime,"Amaro, Jaime",Bryant,America East,2025,27,20,1052,8,7,32,17,0,0.0,false,0,15.915,1.0555,1531,98.9,true,true
Maryland::ndrenikaalbi,"Ndrenika, Albi",Maryland,Big Ten,2025,8,19,1263,4,8,31,14,0,0.0,false,0,15.863,0.9228,1639,97.7,true,true
Seattle::zuluagayeider,"Zuluaga, Yeider",Seattle,West Coast,2025,17,13,847,9,5,28,15,0,0.0,false,0,15.859,1.2185,1583,99.7,true,true
South Florida::bozesanfabio,"Bozesan, Fabio",South Florida,American,2025,9,17,1181,8,6,40,17,0,0.0,false,0,15.723,0.9615,1502,98,true,true
Delaware::johnsonmikey,"Johnson, Mikey",Delaware,Summit,2025,28,15,988,11,3,50,26,0,0.0,false,0,15.673,1.0874,1442,99.1,true,true
Furman::bustamantewilfer,"Bustamante, Wilfer",Furman,Southern,2025,17,22,1021,7,8,30,16,0,0.0,false,0,15.662,1.0623,1537,98.9,true,true
Duke::hotkenan,"Hot, Kenan",Duke,ACC,2025,23,19,1624,8,4,48,19,0,0.0,false,0,15.605,0.7510,1583,94.3,true,true
San Francisco::raphaeldavid,"Raphael, David",San Francisco,West Coast,2025,98,16,1335,8,3,39,20,0,0.0,false,0,15.470,0.8657,1576,96.7,true,true
Penn::cayellipatrick,"Cayelli, Patrick",Penn,Ivy,2025,10,14,984,8,5,38,22,0,0.0,false,0,15.458,1.0769,1515,99,true,true
University of Evansville::escuderoandres,"Escudero, Andres",University of Evansville,Missouri Valley,2025,27,20,1179,11,2,36,21,0,0.0,false,0,15.454,0.9478,1493,98,true,true
Missouri State::shiraishifumiya,"Shiraishi, Fumiya",Missouri State,American,2025,17,16,1027,8,3,38,17,0,0.0,false,0,15.447,1.0449,1563,98.8,true,true
St. Bonaventure::hammondseth,"Hammond, Seth",St. Bonaventure,Atlantic 10,2025,10,15,1311,7,7,46,17,0,0.0,false,0,15.317,0.8697,1397,96.8,true,true
UNC Greensboro::tattevinarnaud,"Tattevin, Arnaud",UNC Greensboro,Southern,2025,26,22,1407,11,2,44,19,0,0.0,false,0,15.151,0.8167,1549,95.7,true,true
Dayton::sassineethan,"Sassine, Ethan",Dayton,Atlantic 10,2025,9,17,1114,8,3,49,19,0,0.0,false,0,15.057,0.9644,1486,98.1,true,true
Duke::bjornssonulfur,"Bjornsson, Ulfur",Duke,ACC,2025,9,20,1208,5,4,56,20,0,0.0,false,0,14.981,0.9055,1594,97.5,true,true
Monmouth::friedmanjakob,"Friedman, Jakob",Monmouth,CAA,2025,11,16,1343,4,8,38,20,0,0.0,false,0,14.842,0.8304,1498,96.1,true,true
Virginia Tech::quilldeclan,"Quill, Declan",Virginia Tech,ACC,2025,7,16,1053,5,4,43,20,0,0.0,false,0,14.837,0.9903,1587,98.5,true,true
Stanford::bankfletcher,"Bank, Fletcher",Stanford,ACC,2025,7,21,1621,4,5,42,18,0,0.0,false,0,14.824,0.7181,1632,93.2,true,true
Bryant::jianamamadi,"Jiana, Mamadi",Bryant,America East,2025,10,19,1433,5,4,51,22,0,0.0,false,0,14.773,0.7874,1530,95.1,true,true
Houston Christian::okerayiryan,"Okerayi, Ryan",Houston Christian,Ohio Valley,2025,24,18,1320,9,3,49,28,0,0.0,false,0,14.763,0.8372,1354,96.2,true,true
California Baptist::dagostinoblake,"D'Agostino, Blake",California Baptist,Pac-12,2025,9,17,1050,10,2,34,19,0,0.0,false,0,14.630,0.9799,1509,98.3,true,true
SMU::emmanuelmukisa,"Emmanuel, Mukisa",SMU,ACC,2025,20,20,1048,6,2,39,20,0,0.0,false,0,14.547,0.9762,1672,98.3,true,true
San Diego::wagneriain,"Wagner, Iain",San Diego,West Coast,2025,13,17,1177,8,3,25,15,0,0.0,false,0,14.249,0.8823,1599,97.1,true,true
Oregon State::cortijofran,"Cortijo, Fran",Oregon State,Pac-12,2025,3,14,891,6,4,30,16,0,0.0,false,0,14.234,1.0695,1625,98.9,true,true
Pittsburgh::vilamitjanaarnau,"Vilamitjana, Arnau",Pittsburgh,ACC,2025,14,18,1455,8,3,35,13,0,0.0,false,0,14.217,0.7520,1631,94.3,true,true
St. John's::gomesguilherme,"Gomes, Guilherme",St. John's,Big East,2025,15,19,1503,9,2,31,17,0,0.0,false,0,14.208,0.7331,1569,93.7,true,true
New Hampshire::khodrielias,"Khodri, Elias",New Hampshire,America East,2025,9,17,1292,6,1,47,29,0,0.0,false,0,14.126,0.8177,1547,95.8,true,true
Marshall::rombergcarl,"Romberg, Carl",Marshall,Sun Belt,2025,23,21,1108,5,5,30,18,0,0.0,false,0,14.052,0.9100,1582,97.6,true,true
UC Davis::goodmancason,"Goodman, Cason",UC Davis,Mountain West,2025,15,18,1446,5,4,48,20,0,0.0,false,0,13.905,0.7408,1539,94,true,true
San Diego::ramirezsteven,"Ramirez, Steven",San Diego,West Coast,2025,9,17,808,8,1,32,19,0,0.0,false,0,13.894,1.1157,1599,99.3,true,true
Gonzaga::pedersendrew,"Pedersen, Drew",Gonzaga,Pac-12,2025,9,14,805,7,5,21,14,0,0.0,false,0,13.808,1.1122,1524,99.3,true,true
Purdue Fort Wayne::topeteiann,"Topete, Iann",Purdue Fort Wayne,Horizon,2025,12,17,1178,8,3,43,25,0,0.0,false,0,13.762,0.8549,1357,96.5,true,true
Clemson::yoshizawamisei,"Yoshizawa, Misei",Clemson,ACC,2025,11,17,1231,6,4,31,13,0,0.0,false,0,13.724,0.8259,1634,95.9,true,true
California::lukicluka,"Lukic, Luka",California,ACC,2025,7,18,1063,8,1,41,21,0,0.0,false,0,13.579,0.9089,1616,97.5,true,true
Elon::kozakmartin,"Kozak, Martin",Elon,Other / Non-D1,2025,20,17,1344,4,8,27,15,0,0.0,false,0,13.560,0.7656,1512,94.6,true,false
Xavier::forcellinicooper,"Forcellini, Cooper",Xavier,Big East,2025,10,15,1090,10,1,31,19,0,0.0,false,0,13.556,0.8916,1505,97.2,true,true
George Mason::serenomartim,"Sereno, Martim",George Mason,Atlantic 10,2025,28,14,1108,6,5,30,14,0,0.0,false,0,13.536,0.8802,1516,97,true,true
Syracuse::zambranocarlos,"Zambrano, Carlos",Syracuse,ACC,2025,10,19,997,5,3,38,18,0,0.0,false,0,13.502,0.9456,1639,97.9,true,true
Indiana::odurocollins,"Oduro, Collins",Indiana,Big Ten,2025,11,19,1545,4,6,48,9,0,0.0,false,0,13.443,0.6832,1643,92,true,true
Sacred Heart::garciagallegodavid,"Garcia Gallego, David",Sacred Heart,Metro,2025,7,18,1575,5,8,47,13,0,0.0,false,0,13.441,0.6730,1424,91.5,true,true
NC State::payneaidan,"Payne, Aidan",NC State,ACC,2025,15,23,1133,3,5,38,19,0,0.0,false,0,13.431,0.8603,1648,96.7,true,true
UC Davis::lillingtonzack,"Lillington, Zack",UC Davis,Mountain West,2025,23,17,1252,3,3,59,24,0,0.0,false,0,13.426,0.7999,1551,95.4,true,true
Stanford::islamtrevor,"Islam, Trevor",Stanford,ACC,2025,27,19,940,6,3,32,19,0,0.0,false,0,13.403,0.9780,1622,98.3,true,true
Bucknell::roskosdrew,"Roskos, Drew",Bucknell,Patriot,2025,3,17,1218,8,1,50,26,0,0.0,false,0,13.387,0.8141,1435,95.7,true,true
Marist::evanskyle,"Evans, Kyle",Marist,Metro,2025,10,16,1381,7,4,49,23,0,0.0,false,0,13.346,0.7396,1346,93.9,true,true
SMU::lopezmilton,"Lopez, Milton",SMU,ACC,2025,19,20,997,7,2,32,14,0,0.0,false,0,13.340,0.9355,1672,97.8,true,true
Dayton::bakkenmartin,"Bakken, Martin",Dayton,Atlantic 10,2025,7,18,1582,8,2,40,17,0,0.0,false,0,13.319,0.6652,1490,91.1,true,true
Lafayette::dishnicasamir,"Dishnica, Samir",Lafayette,Patriot,2025,10,21,1724,6,2,59,25,0,0.0,false,0,13.293,0.6207,1456,88.3,true,true
Bellarmine::nissenliejohan,"Nissen-Lie, Johan",Bellarmine,ASUN,2025,11,17,1062,10,0,49,22,0,0.0,false,0,13.258,0.8904,1424,97.2,true,true
USC Upstate::kaufmannoskar,"Kaufmann, Oskar",USC Upstate,Big South,2025,7,17,1236,10,1,33,19,0,0.0,false,0,13.206,0.7957,1465,95.3,true,true
Duke::arlottialessandro,"Arlotti, Alessandro",Duke,ACC,2025,7,20,1171,7,5,37,16,0,0.0,false,0,13.136,0.8238,1594,95.9,true,true
NC State::mcleanjustin,"McLean, Justin",NC State,ACC,2025,8,23,1295,3,5,52,14,0,0.0,false,0,13.135,0.7652,1648,94.6,true,true
NC State::moloneyriley,"Moloney, Riley",NC State,ACC,2025,3,23,1909,2,9,25,11,0,0.0,false,0,13.125,0.5656,1648,84.9,true,true
Stony Brook::oliverfinlay,"Oliver, Finlay",Stony Brook,CAA,2025,19,18,1414,8,4,33,17,0,0.0,false,0,13.093,0.7143,1479,93.1,true,true
Harvard::savvaandreas,"Savva, Andreas",Harvard,Ivy,2025,11,17,869,4,6,33,14,0,0.0,false,0,13.035,1.0055,1570,98.7,true,true
Denver::kellykeegan,"Kelly , Keegan",Denver,West Coast,2025,18,22,1212,5,4,32,15,0,0.0,false,0,13.028,0.7976,1631,95.3,true,true
Northwestern::sucheckijoe,"Suchecki, Joe",Northwestern,Big Ten,2025,8,17,1386,4,5,41,18,0,0.0,false,0,13.008,0.7210,1549,93.4,true,true
Quinnipiac::ryssdalsnessivert,"Ryssdalsnes, Sivert",Quinnipiac,Metro,2025,6,18,1453,7,4,50,21,0,0.0,false,0,12.997,0.6951,1392,92.3,true,true
Iona::maneiroalvaro,"Maneiro, Alvaro",Iona,Metro,2025,10,17,1227,7,2,52,26,0,0.0,false,0,12.916,0.7844,1360,95,true,true
San Jose State::riveragilberto,"Rivera, Gilberto",San Jose State,Mountain West,2025,6,19,1649,2,8,39,14,0,0.0,false,0,12.880,0.6252,1501,88.7,true,true
Georgetown::ponceocampomateo,"Ponce Ocampo, Mateo",Georgetown,Big East,2025,10,20,974,4,5,32,14,0,0.0,false,0,12.879,0.9215,1621,97.7,true,true
Akron::agunbiaderemi,"Agunbiade, Remi",Akron,Big East,2025,13,21,1009,7,2,30,15,0,0.0,false,0,12.849,0.8975,1609,97.3,true,true
Charlotte::krioutchenkovdenis,"Krioutchenkov, Denis",Charlotte,American,2025,9,15,861,6,1,49,25,0,0.0,false,0,12.764,0.9930,1506,98.6,true,true
SMU::brunetcharlesemile,"Brunet, Charles-Emile",SMU,ACC,2025,8,20,1708,2,6,40,12,0,0.0,false,0,12.718,0.6013,1672,87.3,true,true
Fairfield::gerbercameron,"Gerber, Cameron",Fairfield,Metro,2025,12,17,1313,3,9,26,11,0,0.0,false,0,12.575,0.7288,1413,93.6,true,true
North Carolina::nikolailuca,"Nikolai, Luca",North Carolina,ACC,2025,13,19,1695,1,7,47,12,0,0.0,false,0,12.551,0.5980,1638,87.1,true,true
USC Upstate::takawirajrvitalis,"Takawira Jr, Vitalis",USC Upstate,Big South,2025,98,17,1268,3,10,26,12,0,0.0,false,0,12.513,0.7446,1465,94,true,true
UC Irvine::gonzalezlopezmisael,"Gonzalez Lopez, Misael",UC Irvine,Big West,2025,10,21,1165,7,2,45,16,0,0.0,false,0,12.486,0.7906,1539,95.2,true,true
Cal State Fullerton::carlosmario,"Carlos, Mario",Cal State Fullerton,Big West,2025,7,18,1306,6,0,53,21,0,0.0,false,0,12.472,0.7264,1526,93.4,true,true
Washington::dalejoe,"Dale, Joe",Washington,Big Ten,2025,14,24,1736,2,5,35,14,0,0.0,false,0,12.425,0.5816,1690,85.9,true,true
Sacred Heart::morcilloivan,"Morcillo, Ivan",Sacred Heart,Metro,2025,9,17,1157,8,1,38,23,0,0.0,false,0,12.306,0.7844,1435,95,true,true
Georgia State::djehasamir,"Djeha, Samir",Georgia State,Sun Belt,2025,21,15,934,6,4,31,20,0,0.0,false,0,12.293,0.9100,1490,97.6,true,true
Siena::almeidalucas,"Almeida, Lucas",Siena,Metro,2025,7,14,1037,7,5,26,18,0,0.0,false,0,12.252,0.8445,1418,96.3,true,true
UConn::durhamkyle,"Durham, Kyle",UConn,Big East,2025,13,21,1890,0,1,0,0,98,24.0,true,21,12.240,0.5362,1593,82.3,true,true
San Diego::bahenacesar,"Bahena, Cesar",San Diego,West Coast,2025,11,17,1200,3,4,43,15,0,0.0,false,0,12.196,0.7580,1599,94.5,true,true
Coastal Carolina::klaasenloed,"Klaasen, Loed",Coastal Carolina,Sun Belt,2025,8,14,1193,4,7,30,11,0,0.0,false,0,12.175,0.7601,1547,94.5,true,true
Virginia::dossantosmarco,"Dos Santos, Marco",Virginia,ACC,2025,21,18,1111,1,9,22,8,0,0.0,false,0,12.157,0.7990,1660,95.4,true,true
North Carolina::brackenserragabriel,"Bracken Serra, Gabriel",North Carolina,ACC,2025,29,19,965,5,5,21,9,0,0.0,false,0,12.151,0.8811,1638,97,true,true
UCF::ngoubouclaudel,"N'goubou, Claudel",UCF,Sun Belt,2025,9,18,1123,4,5,28,13,0,0.0,false,0,12.115,0.7905,1613,95.2,true,true
West Virginia::dekeldaksethan,"Dekel Daks, Ethan",West Virginia,Sun Belt,2025,17,20,1081,2,6,43,17,0,0.0,false,0,12.104,0.8116,1570,95.6,true,true
Seton Hall::lejbowiczmikkel,"Lejbowicz, Mikkel",Seton Hall,Big East,2025,24,19,822,7,1,36,15,0,0.0,false,0,12.072,0.9745,1596,98.2,true,true
Marshall::robertojoao,"Roberto, Joao",Marshall,Sun Belt,2025,12,20,738,5,3,29,15,0,0.0,false,0,12.052,1.0419,1589,98.8,true,true
Virginia::devicentejesus,"De Vicente, Jesus",Virginia,ACC,2025,3,18,1558,1,7,31,9,0,0.0,false,0,12.037,0.6157,1660,88,true,true
Houston Christian::reidjoby,"Reid, Joby",Houston Christian,Ohio Valley,2025,14,19,1433,6,6,33,17,0,0.0,false,0,12.026,0.6561,1356,90.6,true,true
UNC Greensboro::hernandezsteven,"Hernandez, Steven",UNC Greensboro,Southern,2025,11,22,1460,5,5,32,14,0,0.0,false,0,11.959,0.6436,1549,89.6,true,true
Denver::willoughbybryce,"Willoughby, Bryce",Denver,West Coast,2025,34,22,1613,4,5,29,12,0,0.0,false,0,11.956,0.5958,1631,86.9,true,true
California Baptist::jonesliam,"Jones, Liam",California Baptist,Pac-12,2025,17,16,916,5,3,53,16,0,0.0,false,0,11.943,0.8989,1505,97.3,true,true
Creighton::arillamiguel,"Arilla, Miguel",Creighton,Big East,2025,7,14,716,5,4,32,14,0,0.0,false,0,11.914,1.0509,1560,98.8,true,true
UNC Asheville::mendesrodrigo,"Mendes, Rodrigo",UNC Asheville,Big South,2025,37,16,1275,5,5,40,20,0,0.0,false,0,11.885,0.7088,1387,92.8,true,true
George Mason::sanfeliujacobo,"Sanfeliu, Jacobo",George Mason,Atlantic 10,2025,7,14,898,7,2,36,14,0,0.0,false,0,11.825,0.9030,1516,97.4,true,true
West Virginia::scheerisaac,"Scheer, Isaac",West Virginia,Sun Belt,2025,21,20,1257,3,7,19,10,0,0.0,false,0,11.817,0.7127,1570,93,true,true
UC Santa Barbara::siebenlistzac,"Siebenlist, Zac",UC Santa Barbara,Big West,2025,33,21,1238,5,3,35,20,0,0.0,false,0,11.786,0.7191,1528,93.3,true,true
UC Santa Barbara::fofanahbuba,"Fofanah, Buba",UC Santa Barbara,Big West,2025,7,19,911,7,2,35,14,0,0.0,false,0,11.733,0.8883,1538,97.1,true,true
Kentucky::ruizalex,"Ruiz, Alex",Kentucky,Sun Belt,2025,14,15,1035,7,3,24,12,0,0.0,false,0,11.692,0.8117,1577,95.6,true,true
Saint Peter's::streletim,"Strele, Tim",Saint Peter's,Metro,2025,7,15,1248,12,0,34,18,0,0.0,false,0,11.655,0.7079,1353,92.8,true,true
Boston College::ekelandask,"Ekeland, Ask",Boston College,ACC,2025,7,17,1088,5,4,46,14,0,0.0,false,0,11.648,0.7812,1584,94.9,true,true
Western Illinois::gaineyliam,"Gainey, Liam",Western Illinois,Ohio Valley,2025,9,16,1069,7,2,34,19,0,0.0,false,0,11.629,0.7898,1424,95.2,true,true
Utah Tech::rogerstaylor,"Rogers, Taylor",Utah Tech,Mountain West,2025,18,16,1193,7,5,20,10,0,0.0,false,0,11.628,0.7301,1456,93.6,true,true
Maryland::picottojosephumberto,"Picotto, Joseph Umberto",Maryland,Big Ten,2025,10,18,829,2,7,19,10,0,0.0,false,0,11.600,0.9359,1638,97.9,true,true
UMass::cencematt,"Cence, Matt",UMass,Summit,2025,9,12,979,4,5,29,14,0,0.0,false,0,11.597,0.8375,1522,96.3,true,true
Bryant::fernandezpaco,"Fernandez, Paco",Bryant,America East,2025,16,20,1417,6,3,28,15,0,0.0,false,0,11.588,0.6406,1531,89.5,true,true
Rutgers::kitchandrew,"Kitch, Andrew",Rutgers,Big Ten,2025,9,17,982,3,4,30,17,0,0.0,false,0,11.536,0.8319,1623,96.1,true,true
Dayton::armstrongandrew,"Armstrong, Andrew",Dayton,Atlantic 10,2025,22,18,1044,4,5,39,15,0,0.0,false,0,11.507,0.7957,1490,95.3,true,true
Davidson College::culleymyles,"Culley, Myles",Davidson College,Atlantic 10,2025,7,19,775,7,3,27,12,0,0.0,false,0,11.480,0.9684,1536,98.1,true,true
NC State::lovelacedrew,"Lovelace, Drew",NC State,ACC,2025,22,23,1388,5,1,36,14,0,0.0,false,0,11.478,0.6453,1648,89.8,true,true
Georgia Southern::seedorffemil,"Seedorff, Emil",Georgia Southern,Sun Belt,2025,20,17,868,7,3,20,12,0,0.0,false,0,11.469,0.8993,1540,97.4,true,true
Michigan::mitrovicmitar,"Mitrovic, Mitar",Michigan,Big Ten,2025,8,20,1314,5,3,28,15,0,0.0,false,0,11.445,0.6707,1602,91.4,true,true
Fordham::langdaniel,"Lang, Daniel",Fordham,Atlantic 10,2025,26,18,1346,6,3,30,14,0,0.0,false,0,11.405,0.6567,1490,90.7,true,true
Denver::schultzluke,"Schultz , Luke",Denver,West Coast,2025,14,22,1248,3,5,22,11,0,0.0,false,0,11.399,0.6944,1631,92.2,true,true
UConn::hannisabri,"Hanni, Sabri",UConn,Big East,2025,10,21,1299,3,5,39,13,0,0.0,false,0,11.381,0.6732,1593,91.5,true,true
Stony Brook::fleuryalex,"Fleury, Alex",Stony Brook,CAA,2025,21,18,1349,3,7,31,13,0,0.0,false,0,11.342,0.6525,1479,90.4,true,true
Utah Valley::emojongisaac,"Emojong, Isaac",Utah Valley,Big West,2025,23,14,913,6,2,41,20,0,0.0,false,0,11.321,0.8599,1446,96.6,true,true
Campbell::robertsethan,"Roberts, Ethan",Campbell,CAA,2025,28,20,1236,8,2,31,15,0,0.0,false,0,11.302,0.6941,1455,92.2,true,true
FAU::diarramamadou,"Diarra, Mamadou",FAU,American,2025,35,15,990,7,3,25,13,0,0.0,false,0,11.289,0.8119,1500,95.6,true,true
UNC Greensboro::harunaissah,"Haruna, Issah",UNC Greensboro,Southern,2025,18,21,1567,2,5,35,14,0,0.0,false,0,11.194,0.5754,1553,85.5,true,true
