identity,player_name,team,conference,season,jersey_number,games,minutes,goals,assists,shots,shots_on_goal,saves,goals_against,is_keeper,keeper_games,impact,impact_per90,opponent_strength,rating,qualified,division_one
Duke::whitebrian,"White, Brian",Duke,ACC,2017,24,18,1591,9,3,60,31,0,0.0,false,0,20.009,0.9499,1583,98.1,true,true
St. Thomas::oliverjustin,"Oliver, Justin",St. Thomas,Summit,2017,11,23,1324,15,3,65,38,0,0.0,false,0,19.760,1.0802,1281,99.3,true,true
Le Moyne College::webermarek,"Weber, Marek",Le Moyne College,NEC,2017,11,18,1581,18,2,56,31,0,0.0,false,0,19.756,0.9433,1307,98,true,true
Marist::gavilanesallen,"Gavilanes, Allen",Marist,Metro,2017,15,18,1403,8,9,57,23,0,0.0,false,0,19.362,1.0148,1429,98.9,true,true
Akron::holthusenstuart,"HOLTHUSEN, Stuart",Akron,Big East,2017,9,24,1793,12,3,52,23,0,0.0,false,0,19.318,0.8366,1565,96.5,true,true
North Carolina::lindleycam,"Lindley, Cam",North Carolina,ACC,2017,6,16,1312,6,9,43,22,0,0.0,false,0,18.911,1.0442,1565,99.2,true,true
Wisconsin::barlowtom,"Barlow, Tom",Wisconsin,Big Ten,2017,11,21,1867,10,4,50,22,0,0.0,false,0,18.776,0.7888,1561,95.7,true,true
Milwaukee::moonnick,"MOON, Nick",Milwaukee,Horizon,2017,11,21,1711,8,7,68,28,0,0.0,false,0,18.712,0.8431,1399,96.8,true,true
Army::eppsrex,"Epps, Rex",Army,Patriot,2017,9,17,1401,9,4,62,35,0,0.0,false,0,18.600,0.9788,1414,98.7,true,true
Notre Dame::jefffarina,Jeff Farina,Notre Dame,ACC,2017,9,19,1715,7,7,44,21,0,0.0,false,0,18.529,0.8339,1611,96.4,true,true
Grand Canyon::jacksonniki,"Jackson, Niki",Grand Canyon,Mountain West,2017,9,19,1492,11,3,47,27,0,0.0,false,0,18.311,0.9196,1493,97.7,true,true
Gardner-Webb::soerlieseverin,"Soerlie, Severin",Gardner-Webb,Big South,2017,10,17,1182,11,7,42,24,0,0.0,false,0,18.295,1.0934,1407,99.4,true,true
Liberty::mbuyutresor,"MBUYU, Tresor",Liberty,Southern,2017,11,17,1295,11,5,51,32,0,0.0,false,0,18.146,1.0149,1386,99,true,true
Fordham::loebejanos,"LOEBE, Janos",Fordham,Atlantic 10,2017,10,20,1797,7,9,61,19,0,0.0,false,0,18.087,0.7858,1490,95.7,true,true
Western Michigan::mcintoshjay,"MCINTOSH, Jay",Western Michigan,Missouri Valley,2017,26,21,1594,6,10,45,21,0,0.0,false,0,17.927,0.8568,1470,96.9,true,true
Mercyhurst::makengochristopher,"Makengo, Christopher",Mercyhurst,NEC,2017,7,16,1353,12,6,75,26,0,0.0,false,0,17.878,0.9689,1318,98.5,true,true
Xavier::vasquenzamatt,"Vasquenza, Matt",Xavier,Big East,2017,20,20,1508,8,4,62,25,0,0.0,false,0,17.866,0.8916,1507,97.4,true,true
Lipscomb::paynterlogan,"Paynter, Logan",Lipscomb,ASUN,2017,22,22,1665,10,5,53,21,0,0.0,false,0,17.829,0.8239,1481,96.3,true,true
Dayton::navarroalvaro,"Navarro, Alvaro",Dayton,Atlantic 10,2017,8,18,1372,8,7,58,27,0,0.0,false,0,17.824,0.9561,1445,98.3,true,true
Michigan::hallahanjack,"Hallahan, Jack",Michigan,Big Ten,2017,11,19,1418,9,7,42,18,0,0.0,false,0,17.496,0.9168,1524,97.6,true,true
Washington::bwanahandwalla,"Bwana, Handwalla",Washington,Big Ten,2017,24,15,1032,8,5,46,28,0,0.0,false,0,17.392,1.1492,1512,99.6,true,true
Queens::robinsonedmundo,"Robinson , Edmundo",Queens,ASUN,2017,11,19,1647,13,3,67,31,0,0.0,false,0,17.170,0.8027,1283,96,true,true
Fordham::loebejannik,"LOEBE, Jannik",Fordham,Atlantic 10,2017,7,20,1776,8,4,56,24,0,0.0,false,0,17.093,0.7530,1490,95.2,true,true
Gardner-Webb::moldjordmagnus,"Moldjord, Magnus",Gardner-Webb,Big South,2017,7,17,1285,11,4,56,28,0,0.0,false,0,17.028,0.9627,1407,98.4,true,true
Columbia University::bosuaarthur,"Bosua, Arthur",Columbia University,Ivy,2017,9,16,1283,11,4,49,23,0,0.0,false,0,16.990,0.9619,1467,98.4,true,true
Charlotte::brucedaniel,"Bruce, Daniel",Charlotte,American,2017,10,19,1526,6,5,54,24,0,0.0,false,0,16.945,0.8416,1539,96.7,true,true
Campbell::donnellyjj,"Donnelly, JJ",Campbell,CAA,2017,14,19,1562,13,0,70,31,0,0.0,false,0,16.867,0.8230,1410,96.3,true,true
Butler::suddicklewis,"Suddick, Lewis",Butler,Big East,2017,8,18,1540,6,8,40,17,0,0.0,false,0,16.721,0.8255,1578,96.3,true,true
Utah Tech::medinamoises,"Medina, Moises",Utah Tech,Mountain West,2017,9,16,974,11,8,48,25,0,0.0,false,0,16.712,1.1530,1260,99.6,true,true
FIU::mariepaul,"Marie, Paul",FIU,American,2017,3,16,1209,7,6,36,22,0,0.0,false,0,16.695,0.9888,1527,98.8,true,true
Seattle::rivassergio,"Rivas, Sergio",Seattle,West Coast,2017,10,21,1901,6,6,57,23,0,0.0,false,0,16.679,0.6971,1486,93.6,true,true
San Francisco::bowmansean,"BOWMAN, Sean",San Francisco,West Coast,2017,9,17,1284,11,2,42,23,0,0.0,false,0,16.652,0.9438,1505,98,true,true
Xavier::hestnessimen,"Hestnes, Simen",Xavier,Big East,2017,10,20,1758,6,7,46,18,0,0.0,false,0,16.603,0.7392,1507,95,true,true
St. John's::cooksleyharry,"Cooksley, Harry",St. John's,Big East,2017,23,19,978,4,8,47,22,0,0.0,false,0,16.479,1.1351,1516,99.5,true,true
San Diego State::meefoutjeroen,"Meefout, Jeroen",San Diego State,Pac-12,2017,10,18,1433,8,5,46,18,0,0.0,false,0,16.421,0.8581,1555,97,true,true
Indiana::gutmanandrew,"GUTMAN, Andrew",Indiana,Big Ten,2017,15,26,2469,7,5,47,19,0,0.0,false,0,16.190,0.5464,1561,87,true,true
Indiana::dorseygriffin,"DORSEY, Griffin",Indiana,Big Ten,2017,14,26,1726,5,6,52,23,0,0.0,false,0,16.105,0.7294,1561,94.9,true,true
California Baptist::chicajoey,"Chica, Joey",California Baptist,Pac-12,2017,10,20,1200,6,9,61,28,0,0.0,false,0,16.057,0.9594,1273,98.4,true,true
UC Irvine::ortizmario,"Ortiz, Mario",UC Irvine,Big West,2017,10,20,1357,4,10,44,15,0,0.0,false,0,15.909,0.8687,1470,97.1,true,true
Mercyhurst::vankippersluisfjodor,"van Kippersluis, Fjodor",Mercyhurst,NEC,2017,14,17,999,11,6,46,21,0,0.0,false,0,15.884,1.0817,1314,99.3,true,true
Maryland::wildgordon,"Wild, Gordon",Maryland,Big Ten,2017,8,19,1408,5,2,66,33,0,0.0,false,0,15.815,0.8403,1535,96.7,true,true
Seton Hall::arcilaandres,"Arcila, Andres",Seton Hall,Big East,2017,10,17,1406,9,3,38,24,0,0.0,false,0,15.796,0.8402,1499,96.7,true,true
Wisconsin::catalanomike,"Catalano, Mike",Wisconsin,Big Ten,2017,8,21,1897,9,1,45,23,0,0.0,false,0,15.613,0.6574,1561,92.1,true,true
Merrimack College::sundlars,"Sund, Lars",Merrimack College,Metro,2017,10,21,1879,6,10,49,23,0,0.0,false,0,15.546,0.6599,1302,92.3,true,true
Canisius::tamburinifilippo,"Tamburini, Filippo",Canisius,Metro,2017,11,18,1307,11,4,40,21,0,0.0,false,0,15.521,0.8735,1384,97.2,true,true
Rider University::otmanielliott,"Otmani, Elliott",Rider University,Metro,2017,9,18,1624,9,2,53,27,0,0.0,false,0,15.480,0.7382,1417,94.9,true,true
Rhode Island::brangmanchae,"Brangman, Chae",Rhode Island,Atlantic 10,2017,18,18,1512,8,3,50,25,0,0.0,false,0,15.349,0.7744,1500,95.6,true,true
UC Santa Barbara::michaelrodney,"Michael, Rodney",UC Santa Barbara,Big West,2017,9,21,1648,8,4,45,20,0,0.0,false,0,15.323,0.7230,1458,94.6,true,true
Georgetown::mccabedeclan,"MCCABE, Declan",Georgetown,Big East,2017,9,17,1142,3,9,43,13,0,0.0,false,0,15.302,0.9517,1578,98.2,true,true
UIC::perezjesus,"PEREZ, Jesus",UIC,Missouri Valley,2017,6,19,1647,6,6,45,24,0,0.0,false,0,15.195,0.7179,1430,94.5,true,true
Liberty::mendozakevin,"MENDOZA, Kevin",Liberty,Southern,2017,10,17,1348,11,4,39,20,0,0.0,false,0,15.186,0.8368,1386,96.5,true,true
CSUN::usenjremmanuel,"Usen Jr., Emmanuel",CSUN,Other / Non-D1,2017,9,14,977,9,3,29,21,0,0.0,false,0,15.059,1.0463,1477,99.2,true,false
William & Mary::bustamanteantonio,"Bustamante, Antonio",William & Mary,CAA,2017,10,13,1219,9,4,41,20,0,0.0,false,0,15.040,0.8936,1451,97.5,true,true
California::carreragarciajose,"Carrera-Garcia, Jose",California,ACC,2017,10,18,1588,4,9,45,13,0,0.0,false,0,14.979,0.7291,1539,94.8,true,true
Vermont::alvesgeo,"Alves, Geo",Vermont,America East,2017,11,14,1133,7,4,57,22,0,0.0,false,0,14.933,0.9361,1463,97.9,true,true
Xavier::sergisamson,"Sergi, Samson",Xavier,Big East,2017,24,20,1458,9,0,47,24,0,0.0,false,0,14.725,0.7668,1507,95.5,true,true
Virginia::pabloaguilar,Pablo Aguilar,Virginia,ACC,2017,8,16,1499,6,3,43,21,0,0.0,false,0,14.703,0.7497,1586,95.1,true,true
VCU::amorosinofrancesco,"Amorosino, Francesco",VCU,Atlantic 10,2017,23,18,1582,8,2,47,22,0,0.0,false,0,14.661,0.7172,1503,94.4,true,true
Stonehill College::brancoadam,"Branco, Adam",Stonehill College,NEC,2017,15,14,951,8,6,53,24,0,0.0,false,0,14.558,1.0336,1301,99.1,true,true
Milwaukee::conwayevan,"CONWAY, Evan",Milwaukee,Horizon,2017,9,21,1676,8,4,49,21,0,0.0,false,0,14.511,0.6791,1399,93,true,true
North Carolina::wrightzach,"Wright, Zach",North Carolina,ACC,2017,10,16,1092,4,10,25,12,0,0.0,false,0,14.494,0.9354,1565,97.8,true,true
UConn::thiamabdoumbacke,"THIAM, Abdou Mbacke",UConn,Big East,2017,11,13,1078,8,1,50,22,0,0.0,false,0,14.493,0.9439,1522,98,true,true
Maryland::williamsoneryk,"Williamson, Eryk",Maryland,Big Ten,2017,19,19,1568,6,5,42,17,0,0.0,false,0,14.466,0.7135,1535,94.2,true,true
Lehigh::tuvessondoyle,"Tuvesson, Doyle",Lehigh,Patriot,2017,6,17,1299,4,8,54,21,0,0.0,false,0,14.442,0.8220,1423,96.2,true,true
Maryland::rozhanskyjake,"Rozhansky, Jake",Maryland,Big Ten,2017,12,19,1680,4,9,33,16,0,0.0,false,0,14.440,0.6748,1535,92.8,true,true
Indiana::thomascory,"THOMAS, Cory",Indiana,Big Ten,2017,11,26,2101,7,3,45,26,0,0.0,false,0,14.401,0.5621,1561,88,true,true
San Francisco::schwarzerleon,"SCHWARZER, Leon",San Francisco,West Coast,2017,8,17,1525,5,8,23,15,0,0.0,false,0,14.369,0.7246,1505,94.7,true,true
Lipscomb::sakouivan,"Sakou, Ivan",Lipscomb,ASUN,2017,8,22,1280,6,2,56,26,0,0.0,false,0,14.342,0.8258,1481,96.4,true,true
Lindenwood::ganzmichele,"Ganz, Michele",Lindenwood,Ohio Valley,2017,22,16,1098,11,3,46,26,0,0.0,false,0,14.214,0.9155,1284,97.6,true,true
Detroit Mercy::moormantyler,"Moorman, Tyler",Detroit Mercy,Horizon,2017,18,13,1133,9,3,34,19,0,0.0,false,0,14.145,0.8913,1447,97.4,true,true
Colgate::stroudjared,"Stroud, Jared",Colgate,Other / Non-D1,2017,5,16,1302,2,12,30,10,0,0.0,false,0,14.111,0.8036,1488,96,true,false
UCLA::iloskibrian,"Iloski, Brian",UCLA,Big Ten,2017,10,16,1418,6,3,41,20,0,0.0,false,0,13.957,0.7462,1578,95.1,true,true
Providence::steevesmac,"Steeves, Mac",Providence,Big East,2017,18,15,1070,6,0,62,26,0,0.0,false,0,13.874,0.9122,1553,97.6,true,true
Indiana::swartztrevor,"SWARTZ, Trevor",Indiana,Big Ten,2017,7,26,1959,4,8,31,13,0,0.0,false,0,13.813,0.5733,1561,88.8,true,true
Rider University::decastropablo,"DeCastro, Pablo",Rider University,Metro,2017,7,19,1624,8,3,44,20,0,0.0,false,0,13.755,0.6633,1421,92.4,true,true
North Carolina::pietersjelani,"Pieters, Jelani",North Carolina,ACC,2017,26,16,1255,7,5,33,14,0,0.0,false,0,13.719,0.8050,1565,96,true,true
SMU::cicheromauro,"Cichero, Mauro",SMU,ACC,2017,14,14,1084,8,6,35,14,0,0.0,false,0,13.704,0.8939,1448,97.5,true,true
La Salle::robinsonmatt,"ROBINSON, Matt",La Salle,Atlantic 10,2017,6,18,1344,7,5,32,17,0,0.0,false,0,13.676,0.7629,1434,95.4,true,true
Cleveland State::pionoah,"Pio, Noah",Cleveland State,Horizon,2017,9,19,1378,5,5,50,23,0,0.0,false,0,13.666,0.7482,1450,95.1,true,true
Tulsa::velasquezmiguel,"VELASQUEZ, Miguel",Tulsa,American,2017,9,16,890,4,5,46,19,0,0.0,false,0,13.641,1.0191,1525,99,true,true
Butler::gallifordisaac,"Galliford, Isaac",Butler,Big East,2017,9,20,1725,3,7,43,14,0,0.0,false,0,13.625,0.6272,1573,91,true,true
FIU::campoyalessandro,"Campoy, Alessandro",FIU,American,2017,10,16,676,6,6,28,13,0,0.0,false,0,13.584,1.2081,1527,99.7,true,true
Cal State Fullerton::gonisamuel,"Goni, Samuel",Cal State Fullerton,Big West,2017,9,23,1453,9,1,43,21,0,0.0,false,0,13.490,0.7104,1495,94,true,true
Mercer::bagrouwill,"Bagrou, Will",Mercer,Southern,2017,9,16,1406,10,3,35,19,0,0.0,false,0,13.482,0.7280,1443,94.8,true,true
Kansas City::mcwoodseric,"McWoods, Eric",Kansas City,Summit,2017,9,12,1044,8,2,39,21,0,0.0,false,0,13.480,0.9043,1426,97.6,true,true
Michigan::atuahenefrancis,"Atuahene, Francis",Michigan,Big Ten,2017,10,19,964,5,4,55,17,0,0.0,false,0,13.469,0.9548,1524,98.2,true,true
St. Thomas::olivertyler,"Oliver, Tyler",St. Thomas,Summit,2017,9,23,1243,6,9,30,20,0,0.0,false,0,13.467,0.7973,1281,95.9,true,true
Le Moyne College::faryarsalar,"Faryar, Salar",Le Moyne College,NEC,2017,14,18,1518,7,2,63,29,0,0.0,false,0,13.455,0.6854,1307,93.2,true,true
North Carolina::winnalan,"Winn, Alan",North Carolina,ACC,2017,18,16,797,8,2,31,16,0,0.0,false,0,13.345,1.0737,1565,99.2,true,true
VCU::santosrafael,"SANTOS, Rafael",VCU,Atlantic 10,2017,10,9,719,6,4,34,19,0,0.0,false,0,13.338,1.1448,1480,99.5,true,true
Michigan::zakyimohammed,"Zakyi, Mohammed",Michigan,Big Ten,2017,9,19,1048,6,4,47,18,0,0.0,false,0,13.308,0.8915,1524,97.4,true,true
UIC::gonzalezoscar,"GONZALEZ, Oscar",UIC,Missouri Valley,2017,8,19,1630,3,6,56,21,0,0.0,false,0,13.276,0.6407,1430,91.7,true,true
UC Irvine::canalesivan,"Canales, Ivan",UC Irvine,Big West,2017,25,20,1251,8,4,32,15,0,0.0,false,0,13.270,0.7831,1470,95.6,true,true
UNLV::musovskidanny,"Musovski, Danny",UNLV,Mountain West,2017,3,10,897,8,3,38,19,0,0.0,false,0,13.230,0.9863,1486,98.7,true,true
Dayton::helgasonthor,"Helgason, Thor",Dayton,Atlantic 10,2017,2,18,1386,9,2,36,21,0,0.0,false,0,13.218,0.7230,1445,94.6,true,true
FGCU::adamsshak,"Adams, Shak",FGCU,ASUN,2017,17,16,1175,7,3,33,21,0,0.0,false,0,13.123,0.8116,1480,96.1,true,true
Milwaukee::latinovichvuk,"LATINOVICH, Vuk",Milwaukee,Horizon,2017,6,20,1732,5,6,46,19,0,0.0,false,0,12.999,0.5994,1399,89.8,true,true
Omaha::ibisevicelvir,"Ibisevic, Elvir",Omaha,Summit,2017,9,15,1048,8,1,38,19,0,0.0,false,0,12.984,0.8721,1469,97.2,true,true
Dartmouth College::ikobaeduvie,"Ikoba, Eduvie",Dartmouth College,Ivy,2017,12,14,857,8,3,34,16,0,0.0,false,0,12.956,0.9976,1496,98.8,true,true
Stanford::wernersam,"Werner, Sam",Stanford,ACC,2017,23,17,855,5,5,26,14,0,0.0,false,0,12.937,0.9978,1562,98.8,true,true
Canisius::blairmelvin,"Blair, Melvin",Canisius,Metro,2017,10,17,1220,4,6,49,26,0,0.0,false,0,12.911,0.7784,1370,95.6,true,true
Georgetown::dodsonderek,"DODSON, Derek",Georgetown,Big East,2017,25,17,896,8,2,27,14,0,0.0,false,0,12.909,0.9656,1578,98.5,true,true
William & Mary::bellryder,"Bell, Ryder",William & Mary,CAA,2017,11,13,956,5,6,34,15,0,0.0,false,0,12.899,0.9237,1451,97.7,true,true
San Francisco::lombardiaaron,"LOMBARDI, Aaron",San Francisco,West Coast,2017,23,17,1426,3,8,35,13,0,0.0,false,0,12.888,0.6918,1505,93.4,true,true
Rider University::aguinagajose,"Aguinaga, Jose",Rider University,Metro,2017,19,19,1705,3,9,35,17,0,0.0,false,0,12.882,0.6020,1421,90,true,true
Northern Kentucky::sucheckitom,"Suchecki, Tom",Northern Kentucky,Horizon,2017,9,20,1431,7,2,48,24,0,0.0,false,0,12.835,0.6874,1390,93.3,true,true
Princeton::colvinjeremy,"Colvin, Jeremy",Princeton,Ivy,2017,13,17,1054,5,3,47,25,0,0.0,false,0,12.794,0.8573,1450,97,true,true
North Florida::nunezadrian,"Nunez, Adrian",North Florida,ASUN,2017,10,14,1055,5,1,55,28,0,0.0,false,0,12.767,0.8551,1443,96.9,true,true
Clemson::jasonwright,Jason Wright,Clemson,ACC,2017,9,15,981,7,3,35,14,0,0.0,false,0,12.762,0.8990,1568,97.5,true,true
Robert Morris::winkelbayley,"Winkel, Bayley",Robert Morris,Horizon,2017,22,18,1648,10,2,33,18,0,0.0,false,0,12.654,0.6085,1358,90.2,true,true
Cal State Fullerton::mcphieross,"McPhie, Ross",Cal State Fullerton,Big West,2017,19,23,1729,7,3,40,17,0,0.0,false,0,12.641,0.5854,1495,89.3,true,true
St. John's::johnstonalistair,"Johnston, Alistair",St. John's,Big East,2017,5,19,1750,6,4,36,15,0,0.0,false,0,12.636,0.5796,1516,89,true,true
Rhode Island::zarokostasstavros,"Zarokostas, Stavros",Rhode Island,Atlantic 10,2017,9,16,1292,5,4,38,17,0,0.0,false,0,12.559,0.7280,1527,94.8,true,true
UC Davis::mickelsonadam,"Mickelson, Adam",UC Davis,Mountain West,2017,2,21,1148,4,7,30,14,0,0.0,false,0,12.548,0.7930,1467,95.9,true,true
Wake Forest::ematwumasi,Ema Twumasi,Wake Forest,ACC,2017,22,14,911,4,4,34,14,0,0.0,false,0,12.537,0.9303,1569,97.8,true,true
Omaha::gomezxavier,"Gomez, Xavier",Omaha,Summit,2017,23,15,1211,4,8,28,13,0,0.0,false,0,12.498,0.7602,1469,95.3,true,true
Oakland::austinricci,Austin Ricci,Oakland,Horizon,2017,19,14,1094,7,0,53,24,0,0.0,false,0,12.478,0.8166,1458,96.1,true,true
Denver::shinyashikiandre,"Shinyashiki, Andre",Denver,West Coast,2017,9,12,894,6,1,44,23,0,0.0,false,0,12.421,0.9343,1494,97.8,true,true
Michigan State::sierakowskiryan,"Sierakowski, Ryan",Michigan State,Big Ten,2017,11,14,1203,7,2,34,17,0,0.0,false,0,12.388,0.7579,1501,95.3,true,true
Stanford::bairdcorey,"Baird, Corey",Stanford,ACC,2017,10,15,861,5,5,27,14,0,0.0,false,0,12.363,0.9539,1571,98.2,true,true
La Salle::ciarlantejohnny,"CIARLANTE, Johnny",La Salle,Atlantic 10,2017,7,17,1391,4,3,45,28,0,0.0,false,0,12.305,0.6764,1425,92.9,true,true
UCF::pyysalomatias,"PYYSALO,Matias",UCF,Sun Belt,2017,10,9,814,8,3,25,14,0,0.0,false,0,12.266,0.9824,1510,98.7,true,true
UNLV::mehlichtimo,"Mehlich, Timo",UNLV,Mountain West,2017,14,12,941,5,2,48,20,0,0.0,false,0,12.260,0.8923,1510,97.4,true,true
Lipscomb::alvaradoivan,"Alvarado, Ivan",Lipscomb,ASUN,2017,10,22,1682,5,4,43,18,0,0.0,false,0,12.252,0.5819,1481,89.1,true,true
Clemson::olivershannon,Oliver Shannon,Clemson,ACC,2017,4,15,1313,4,3,43,18,0,0.0,false,0,12.190,0.7005,1568,93.8,true,true
California Baptist::wiesbocksebastian,"Wiesbock, Sebastian",California Baptist,Pac-12,2017,9,20,1334,3,10,43,16,0,0.0,false,0,12.067,0.6860,1273,93.2,true,true
Indiana::musetrey,"MUSE, Trey",Indiana,Big Ten,2017,1,26,2416,0,0,0,0,62,7.0,true,22,12.062,0.4269,1561,76.6,true,true
Akron::moutinhojoao,"MOUTINHO, Joao",Akron,Big East,2017,2,24,2109,3,5,40,19,0,0.0,false,0,12.051,0.4777,1565,81.2,true,true
Merrimack College::begliardighidinifilippo,"Begliardi Ghidini, Filippo",Merrimack College,Metro,2017,27,21,1380,7,4,45,22,0,0.0,false,0,12.040,0.6674,1302,92.5,true,true
Canisius::bradytroy,"Brady, Troy",Canisius,Metro,2017,12,19,1268,9,2,41,21,0,0.0,false,0,11.993,0.7085,1373,94,true,true
Green Bay::jepsonaudi,"JEPSON, Audi",Green Bay,Other / Non-D1,2017,10,13,932,8,3,29,16,0,0.0,false,0,11.916,0.8758,1398,97.2,true,false
Columbia University::denisjohn,"Denis, John",Columbia University,Ivy,2017,10,16,982,6,3,44,19,0,0.0,false,0,11.916,0.8452,1467,96.8,true,true
VCU::fattonluc,"Fatton, Luc",VCU,Atlantic 10,2017,7,18,1134,9,1,36,14,0,0.0,false,0,11.900,0.7632,1503,95.4,true,true
California Baptist::juddpreston,"Judd, Preston",California Baptist,Pac-12,2017,23,20,748,8,2,49,25,0,0.0,false,0,11.884,1.0079,1273,98.9,true,true
UIC::toddmax,"TODD, Max",UIC,Missouri Valley,2017,7,15,899,4,4,50,19,0,0.0,false,0,11.818,0.8906,1449,97.3,true,true
Ohio State::mohamedabdi,"Mohamed, Abdi",Ohio State,Big Ten,2017,26,19,1656,4,5,41,15,0,0.0,false,0,11.810,0.5701,1539,88.6,true,true
Army::osheakeenan,"O'Shea, Keenan",Army,Patriot,2017,19,17,1441,5,3,51,19,0,0.0,false,0,11.802,0.6346,1414,91.3,true,true
Quinnipiac::dallyrashawn,"Dally, Rashawn",Quinnipiac,Metro,2017,18,18,1562,5,2,47,25,0,0.0,false,0,11.773,0.5951,1435,89.7,true,true
Green Bay::zloczowertomer,"ZLOCZOWER, Tomer",Green Bay,Other / Non-D1,2017,7,13,909,3,6,31,20,0,0.0,false,0,11.748,0.8794,1398,97.2,true,false
Loyola Chicago::collierelliot,"Collier, Elliot",Loyola Chicago,Atlantic 10,2017,11,18,1591,4,5,47,15,0,0.0,false,0,11.704,0.5836,1409,89.2,true,true
Wake Forest::brandonservania,Brandon Servania,Wake Forest,ACC,2017,8,13,807,3,8,24,10,0,0.0,false,0,11.692,0.9468,1597,98.1,true,true
South Florida::billhardtadrian,"Billhardt, Adrian",South Florida,American,2017,8,13,920,5,5,27,12,0,0.0,false,0,11.636,0.8651,1563,97.1,true,true
Seattle::youssefmedo,"Youssef, Medo",Seattle,West Coast,2017,29,21,927,4,4,37,16,0,0.0,false,0,11.584,0.8572,1486,97,true,true
