player_key,player_name,team_id,jersey_number,games_played,minutes,goals,assists,shots,shots_on_goal,saves
iona:azzamruizcamil,"Azzam Ruiz, Camil",Iona,23,17,1324,10,3,89,48,0
belmontuniversity:obrienliam,"O'Brien, Liam",Belmont University,17,18,1189,11,1,35,21,0
winthrop:larsenbrigham,"Larsen, Brigham",Winthrop,9,17,1141,11,1,27,15,0
rhodeisland:agyemangpatrick,"Agyemang, Patrick",Rhode Island,27,13,1097,9,5,41,19,0
newhampshire:showunmitola,"Showunmi, Tola",New Hampshire,9,20,998,10,3,23,16,0
newhaven:santanachpau,"Santanach, Pau",New Haven,9,10,856,10,3,43,21,0
niagara:dallmannjelldrik,"Dallmann, Jelldrik",Niagara,9,12,816,11,1,37,19,0
clevelandstate:schmidtjannis,"Schmidt, Jannis",Cleveland State,8,18,1541,6,10,45,23,0
villanova:mackinnonlyam,"MacKinnon, Lyam",Villanova,7,19,1494,8,6,63,26,0
pennstate:privettandrew,"Privett, Andrew",Penn State,6,21,1401,9,4,28,13,0
campbell:amichekemy,"Amiche, Kemy",Campbell,14,20,1396,6,10,38,18,0
smu:costagabriel,"Costa, Gabriel",SMU,11,16,1261,8,6,53,21,0
harvard:arlottialessandro,"Arlotti, Alessandro",Harvard,27,15,999,8,6,30,20,0
oregonstate:mondityrone,"Mondi, Tyrone",Oregon State,17,20,1860,8,5,45,21,0
marist:copettistefan,"Copetti, Stefan",Marist,9,22,1658,9,3,71,31,0
indiana:bezerravictor,"Bezerra, Victor",Indiana,7,21,1340,8,5,54,18,0
utahvalley:kwizerajojea,"Kwizera, Jojea",Utah Valley,22,17,1250,5,11,40,17,0
akron:pachecodiogo,"Pacheco, Diogo",Akron,7,18,1200,7,7,48,14,0
providence:mcsorleybrendan,"McSorley, Brendan",Providence,17,20,1013,9,3,31,17,0
syracuse:kerrdeandre,"Kerr, Deandre",Syracuse,7,18,972,9,3,39,25,0
georgetown:polvaradante,"Polvara, Dante",Georgetown,8,21,1826,7,6,78,34,0
marist:gallowaykyle,"Galloway, Kyle",Marist,14,21,1551,7,6,41,15,0
belmontuniversity:dagnoniniccolo,"Dagnoni, Niccolo",Belmont University,10,18,1421,5,10,17,10,0
merrimackcollege:pierrotfrantz,"Pierrot, Frantz",Merrimack College,9,16,1393,9,2,60,34,0
georgetown:stojanovicstefan,"Stojanovic, Stefan",Georgetown,3,21,1334,9,2,37,16,0
charlotte:britojoe,"Brito, Joe",Charlotte,7,17,1281,5,10,18,10,0
marshall:fernandesvinicius,"Fernandes, Vinicius",Marshall,8,17,1205,6,8,17,9,0
lipscomb:woodhayes,"Wood, Hayes",Lipscomb,18,16,1182,8,4,33,17,0
northeastern:tellezfederico,"Tellez, Federico",Northeastern,19,15,1151,5,10,42,12,0
notredame:mccartneydawson,"McCartney, Dawson",Notre Dame,28,24,1967,7,5,46,20,0
umbc:conzejulian,"Conze, Julian",UMBC,6,19,1760,5,9,25,14,0
umbc:becherryan,"Becher, Ryan",UMBC,21,19,1690,7,5,41,19,0
ucsantabarbara:baartmanthaabit,"Baartman, Thaabit",UC Santa Barbara,8,22,1442,7,5,55,21,0
maryland:benderben,"Bender, Ben",Maryland,8,18,1384,7,5,38,22,0
xavier:henderlongkarsen,"Henderlong, Karsen",Xavier,12,16,1373,8,3,35,20,0
unlv:kyraaedon,"Kyra, Aedon",UNLV,9,17,1340,8,3,48,24,0
unlv:gonzalezmarco,"Gonzalez, Marco",UNLV,4,17,1316,5,9,19,10,0
utahvalley:nixonaaron,"Nixon, Aaron",Utah Valley,9,17,1216,8,3,42,29,0
jamesmadison:erhardtluca,"Erhardt, Luca",James Madison,10,16,1162,9,1,41,20,0
cornell:eneliemeka,"Eneli, Emeka",Cornell,14,15,1157,7,5,38,23,0
lemoynecollege:rohrhirschrobert,"Rohrhirsch, Robert",Le Moyne College,8,15,1156,9,1,42,25,0
stanford:boudaousseni,"Bouda, Ousseni",Stanford,11,15,1099,5,9,38,18,0
georgewashington:haynesbrownoscar,"Haynes Brown, Oscar",George Washington,9,16,1086,9,1,43,17,0
fiu:afrifastephen,"Afrifa, Stephen",FIU,14,17,1017,8,3,45,24,0
american:colydavid,"Coly, David",American,7,15,1004,7,5,33,17,0
queens:mendoncafelipe,"Mendonca, Felipe",Queens,9,11,983,8,3,35,20,0
charlotte:popppreston,"Popp, Preston",Charlotte,9,17,896,8,3,30,19,0
campbell:hernandezdaniel,"Hernandez, Daniel",Campbell,8,18,889,9,1,35,15,0
pennstate:kuhnseth,"Kuhn, Seth",Penn State,10,21,1781,5,8,39,17,0
oregonstate:djeffalsofiane,"Djeffal, Sofiane",Oregon State,10,20,1756,6,6,35,14,0
pennstate:mangionepeter,"Mangione, Peter",Penn State,8,21,1663,7,4,41,16,0
navy:williamsjacob,"Williams, Jacob",Navy,10,19,1569,7,4,82,31,0
saintpeters:davisjamie,"Davis, Jamie",Saint Peter's,8,17,1548,3,12,27,15,0
oregonstate:ntsabelengtsiki,"Ntsabeleng, Tsiki",Oregon State,18,19,1490,5,8,49,17,0
virginia:afonsoleo,"Afonso, Leo",Virginia,7,16,1297,8,2,49,22,0
sandiego:clausennicklas,"Clausen, Nicklas",San Diego,9,16,1203,7,4,40,18,0
northwestern:weissjustin,"Weiss, Justin",Northwestern,20,17,1199,8,2,47,20,0
yale:carrollpaolo,"Carroll, Paolo",Yale,10,16,1194,7,4,26,11,0
indiana:sarversamuel,"Sarver, Samuel",Indiana,9,22,1170,7,4,21,12,0
stonehillcollege:desousavieiraiagoluiz,"De Sousa-Vieira, Iago Luiz",Stonehill College,21,15,1149,9,0,30,17,0
oralroberts:brigidadante,"Brigida, Dante",Oral Roberts,12,14,1058,9,0,46,23,0
northeastern:klingenbenjamin,"Klingen, Benjamin",Northeastern,21,15,1022,6,6,38,14,0
lehigh:sarkosjack,"Sarkos, Jack",Lehigh,9,17,999,8,2,34,16,0
fau:mykhailenkoivan,"Mykhailenko, Ivan",FAU,19,18,865,9,0,30,21,0
pittsburgh:almeidarodrigo,"Almeida, Rodrigo",Pittsburgh,11,14,746,6,6,30,14,0
ucla:lepleytucker,"Lepley, Tucker",UCLA,11,19,1649,5,7,29,18,0
calstatefullerton:cruzsebastian,"Cruz, Sebastian",Cal State Fullerton,11,17,1582,7,3,42,22,0
ucdavis:mejiarobert,"Mejia, Robert",UC Davis,7,21,1471,5,7,52,21,0
notredame:rooumatthew,"Roou, Matthew",Notre Dame,21,24,1452,7,3,31,18,0
newhampshire:vonknebeljohann,"von Knebel, Johann",New Hampshire,8,20,1409,4,9,36,16,0
seattle:johnsonlevonte,"Johnson, Levonte",Seattle,16,18,1404,6,5,48,21,0
holycross:krausemax,"Krause, Max",Holy Cross,11,15,1390,5,7,38,15,0
navy:jacksondavid,"Jackson, David",Navy,14,19,1382,5,7,17,8,0
michiganstate:mutatufarai,"Mutatu, Farai",Michigan State,9,16,1346,7,3,48,20,0
pacific:centenoerik,"Centeno, Erik",Pacific,27,16,1305,6,5,26,13,0
brown:waleffederek,"Waleffe, Derek",Brown,19,15,1189,8,1,30,16,0
ucdavis:fidlergrant,"Fidler, Grant",UC Davis,8,21,1137,6,5,37,12,0
clemson:reidisaiah,"Reid, Isaiah",Clemson,27,20,1058,7,3,36,20,0
wofford:oddybrandon,"Oddy, Brandon",Wofford,9,15,1040,8,1,32,19,0
oregonstate:thiammouhameth,"Thiam, Mouhameth",Oregon State,12,20,1034,7,3,26,16,0
virginiatech:labovitzjacob,"Labovitz, Jacob",Virginia Tech,18,15,986,7,3,27,16,0
lipscomb:spicertyrese,"Spicer, Tyrese",Lipscomb,20,15,943,5,7,38,15,0
liu:jaaskelainenemil,"Jaaskelainen, Emil",LIU,9,11,941,8,1,50,23,0
ucsantabarbara:muntariameyawu,"Muntari, Ameyawu",UC Santa Barbara,9,19,857,6,5,35,15,0
wrightstate:allbaughreece,"Allbaugh, Reece",Wright State,23,16,717,6,5,26,12,0
loyolachicago:duesooscar,"Dueso, Oscar",Loyola Chicago,9,13,698,5,7,17,10,0
stjohns:knappbrandon,"Knapp, Brandon",St. John's,10,20,1863,5,6,30,10,0
ucla:silvatommy,"Silva, Tommy",UCLA,26,19,1624,6,4,26,15,0
missouristate:dollingjosh,"Dolling, Josh",Missouri State,10,20,1617,5,6,42,19,0
newhampshire:odriscollrory,"O'Driscoll, Rory",New Hampshire,32,20,1536,7,2,32,14,0
njit:watkinsregsan,"Watkins, Regsan",NJIT,15,18,1517,5,6,34,18,0
clevelandstate:kaweckipablo,"Kawecki, Pablo",Cleveland State,15,18,1516,6,4,33,18,0
seattle:mcglynndeclan,"McGlynn, Declan",Seattle,22,18,1483,6,4,56,26,0
rideruniversity:aguinagasergio,"Aguinaga, Sergio",Rider University,3,18,1469,4,8,12,4,0
ohiostate:woottonlaurence,"Wootton, Laurence",Ohio State,17,16,1431,7,2,35,19,0
wakeforest:swallenjake,"Swallen, Jake",Wake Forest,24,21,1421,5,6,22,13,0
campbell:morrisjake,"Morris, Jake",Campbell,17,20,1331,4,8,64,25,0
oakland:borczakdylan,"Borczak, Dylan",Oakland,7,18,1309,7,2,46,26,0
akron:kingsfordryan,"Kingsford, Ryan",Akron,8,18,1259,6,4,28,13,0
merrimackcollege:pesentistefano,"Pesenti, Stefano",Merrimack College,23,15,1222,6,4,25,15,0
ucla:diazkevin,"Diaz, Kevin",UCLA,9,19,1119,6,4,18,11,0
californiabaptist:vacastete,"Vacas, Tete",California Baptist,11,18,1111,6,4,36,17,0
longwood:gronlimarkus,"Gronli, Markus",Longwood,10,14,1104,6,4,30,16,0
stbonaventure:pullajoshua,"Pulla, Joshua",St. Bonaventure,22,14,1093,7,2,29,17,0
ucla:contelljose,"Contell, Jose",UCLA,14,18,1054,5,6,30,13,0
milwaukee:farringtonlogan,"Farrington, Logan",Milwaukee,9,14,1050,6,4,49,20,0
uscupstate:arrochamario,"Arrocha, Mario",USC Upstate,10,14,1043,6,4,29,11,0
fairfield:sorensenrejnholdrasmus,"Sorensen Rejnhold, Rasmus",Fairfield,7,14,1042,7,2,23,12,0
furman:rainejake,"Raine, Jake",Furman,9,12,944,7,2,29,17,0
fau:jaukfilip,"Jauk, Filip",FAU,17,19,907,8,0,36,12,0
pacific:herryan,"Her, Ryan",Pacific,8,15,860,6,4,24,14,0
yale:zahiroleslamkahveh,"Zahiroleslam, Kahveh",Yale,24,15,848,7,2,21,11,0
uncgreensboro:ngandojc,"Ngando, JC",UNC Greensboro,24,15,823,4,8,25,7,0
tulsa:henryscottmalik,"Henry-Scott, Malik",Tulsa,9,18,731,7,2,26,15,0
lasalle:buckleynigel,"Buckley, Nigel",La Salle,7,15,715,7,2,27,17,0
duquesne:dragisichnate,"Dragisich, Nate",Duquesne,23,19,1548,5,5,37,16,0
mercer:jabangousman,"Jabang, Ousman",Mercer,6,18,1535,4,7,26,16,0
duquesne:goodhewryan,"Goodhew, Ryan",Duquesne,8,18,1517,4,7,36,20,0
utahvalley:castillodiego,"Castillo, Diego",Utah Valley,23,17,1472,4,7,35,14,0
georgiasouthern:davieadam,"Davie, Adam",Georgia Southern,10,17,1359,6,3,40,19,0
setonhall:pexjohannes,"Pex, Johannes",Seton Hall,2,17,1356,5,5,14,7,0
monmouth:zakowskiben,"Zakowski, Ben",Monmouth,7,17,1349,5,5,35,19,0
robertmorris:akongobryan,"Akongo, Bryan",Robert Morris,8,16,1313,5,5,30,17,0
lehigh:luchinijosh,"Luchini, Josh",Lehigh,19,18,1312,5,5,40,16,0
hofstra:stronginstorm,"Strongin, Storm",Hofstra,7,22,1286,2,11,27,14,0
marshall:diasvitor,"Dias, Vitor",Marshall,31,16,1275,5,5,26,17,0
bryant:williamsben,"Williams, Ben",Bryant,10,15,1217,7,1,29,15,0
pennstate:bloyoudaniel,"Bloyou, Daniel",Penn State,9,20,1170,4,7,28,12,0
providence:garcialuis,"Garcia, Luis",Providence,21,20,1158,5,5,36,14,0
fairfield:drillienthomas,"Drillien, Thomas",Fairfield,19,13,1090,5,5,27,13,0
vcu:pompeucelio,"Pompeu, Celio",VCU,11,14,1050,4,7,42,16,0
oregonstate:molinadiazadrian,"Molina-Diaz, Adrian",Oregon State,9,19,1022,6,3,29,13,0
seattle:mezanoe,"Meza, Noe",Seattle,7,17,1008,6,3,34,18,0
vermont:lerechnacho,"Lerech, Nacho",Vermont,21,14,994,6,3,55,24,0
bostoncollege:suskimichael,"Suski, Michael",Boston College,11,15,987,6,3,28,12,0
duquesne:mowkazach,"Mowka, Zach",Duquesne,19,18,964,5,5,31,16,0
ucf:taylornick,"Taylor, Nick",UCF,11,14,949,3,9,23,8,0
harvard:vicianmartin,"Vician, Martin",Harvard,11,14,942,6,3,24,10,0
grandcanyon:rasmussenjustin,"Rasmussen, Justin",Grand Canyon,13,12,932,6,3,32,13,0
charlotte:laceykameron,"Lacey, Kameron",Charlotte,10,17,912,5,5,32,18,0
sanjosestate:mirandawilly,"Miranda, Willy",San Jose State,10,12,782,6,3,24,15,0
loyolamaryland:ingramjustin,"Ingram, Justin",Loyola Maryland,10,6,488,5,5,16,11,0
washington:sailorryan,"Sailor, Ryan",Washington,4,20,1829,6,2,21,9,0
navy:parissidney,"Paris, Sidney",Navy,7,17,1529,4,6,34,13,0
saintpeters:hoytmatt,"Hoyt, Matt",Saint Peter's,12,17,1474,6,2,28,15,0
californiabaptist:gonzalezbrian,"Gonzalez, Brian",California Baptist,10,18,1439,5,4,24,10,0
belmontuniversity:chastonayaj,"Chastonay, AJ",Belmont University,16,18,1401,7,0,30,17,0
missouristate:bareajesus,"Barea, Jesus",Missouri State,22,20,1395,6,2,49,19,0
marshall:yosefmilo,"Yosef, Milo",Marshall,7,17,1351,3,8,40,14,0
princeton:diazbonilladaniel,"Diaz Bonilla, Daniel",Princeton,3,18,1298,4,6,46,20,0
uncwilmington:molinanicolas,"Molina, Nicolas",UNC Wilmington,23,17,1259,6,2,33,12,0
davidsoncollege:bennagevincent,"Bennage, Vincent",Davidson College,10,18,1228,7,0,39,21,0
airforce:spadaforalathan,"Spadafora, Lathan",Air Force,9,19,1222,6,2,40,16,0
mercer:agardkadeem,"Agard, Kadeem",Mercer,18,19,1213,5,4,26,17,0
vermont:nagyalex,"Nagy, Alex",Vermont,13,15,1202,4,6,45,18,0
monmouth:gomezjulian,"Gomez, Julian",Monmouth,19,14,1188,6,2,30,14,0
creighton:toledanomanu,"Toledano, Manu",Creighton,9,20,1180,7,0,36,15,0
washington:migliettigio,"Miglietti, Gio",Washington,8,20,1166,6,2,26,13,0
pittsburgh:jacquessonbertin,"Jacquesson, Bertin",Pittsburgh,10,16,1145,4,6,33,18,0
winthrop:stevensonethan,"Stevenson, Ethan",Winthrop,27,17,1131,4,6,30,14,0
bowlinggreen:anayaalberto,"Anaya, Alberto",Bowling Green,17,16,1096,5,4,30,14,0
providence:smithdavis,"Smith, Davis",Providence,9,19,1070,5,4,33,14,0
northcarolina:ikobatega,"Ikoba, Tega",North Carolina,10,20,1033,6,2,32,14,0
holycross:jonesevan,"Jones, Evan",Holy Cross,9,15,993,6,2,16,8,0
rutgers:templejackson,"Temple, Jackson",Rutgers,12,17,989,6,2,31,15,0
northeastern:ennintimothy,"Ennin, Timothy",Northeastern,9,15,969,5,4,23,10,0
syracuse:busquetsmanel,"Busquets, Manel",Syracuse,10,18,952,6,2,30,17,0
ucsantabarbara:aguilarsalvador,"Aguilar, Salvador",UC Santa Barbara,32,22,925,7,0,29,13,0
williammary:levengoodalexander,"Levengood, Alexander",William & Mary,7,10,899,6,2,30,19,0
stetson:pereiranelson,"Pereira, Nelson",Stetson,9,16,835,6,2,29,16,0
gardnerwebb:madondoryan,"Madondo, Ryan",Gardner-Webb,9,16,747,7,0,18,12,0
georgetown:taboramarlon,"Tabora, Marlon",Georgetown,9,21,711,4,6,34,15,0
coastalcarolina:fowlermichael,"Fowler, Michael",Coastal Carolina,9,14,664,6,2,22,12,0
pittsburgh:petkovicveljko,"Petkovic, Veljko",Pittsburgh,19,10,630,5,4,18,7,0
stetson:spenglerajmeer,"Spengler, Ajmeer",Stetson,20,14,615,6,2,24,13,0
stjohns:bartlettlucas,"Bartlett, Lucas",St. John's,40,20,1849,5,3,24,13,0
hofstra:masonstefan,"Mason, Stefan",Hofstra,8,20,1648,4,5,8,5,0
duke:mesallesruben,"Mesalles, Ruben",Duke,12,22,1574,4,5,35,18,0
fordham:rogersmax,"Rogers, Max",Fordham,11,19,1573,3,7,41,15,0
saintpeters:ellismatt,"Ellis, Matt",Saint Peter's,7,18,1395,5,3,22,9,0
washington:scardinanick,"Scardina, Nick",Washington,11,20,1391,5,3,41,19,0
davidsoncollege:howellhenry,"Howell, Henry",Davidson College,14,18,1360,4,5,42,19,0
duke:mohammedshakur,"Mohammed, Shakur",Duke,14,22,1305,3,7,34,9,0
dayton:adjeikingsford,"Adjei, Kingsford",Dayton,10,17,1297,5,3,46,20,0
northcarolina:herrerasantiago,"Herrera, Santiago",North Carolina,9,20,1294,5,3,46,15,0
dayton:ajagoforster,"Ajago, Forster",Dayton,35,18,1179,6,1,31,14,0
westernmichigan:singdylan,"Sing, Dylan",Western Michigan,6,15,1178,5,3,21,11,0
clemson:syllaousmane,"Sylla, Ousmane",Clemson,21,19,1175,4,5,30,12,0
saintlouis:parkerisaiah,"Parker, Isaiah",Saint Louis,7,20,1162,3,7,27,11,0
wakeforest:hernandezomar,"Hernandez, Omar",Wake Forest,17,20,1125,5,3,40,17,0
highpoint:myersmd,"Myers, MD",High Point,9,15,1118,5,3,37,20,0
ucf:vivigino,"Vivi, Gino",UCF,7,14,1109,4,5,48,25,0
uic:dayekhyounes,"Dayekh, Younes",UIC,19,15,1103,6,1,47,21,0
memphis:galizzimaxi,"Galizzi, Maxi",Memphis,12,15,1089,5,3,26,13,0
clemson:fernandezsalvadorluisfelipe,"Fernandez-Salvador, Luis Felipe",Clemson,10,17,1080,5,3,30,15,0
marquette:sunessonlukas,"Sunesson, Lukas",Marquette,9,16,1069,6,1,23,12,0
duke:parianonick,"Pariano, Nick",Duke,10,22,1060,3,7,15,5,0
lasalle:narejunior,"Nare, Junior",La Salle,17,16,1051,6,1,35,21,0
gonzaga:kigeyademitrius,"Kigeya, Demitrius",Gonzaga,10,17,1042,5,3,26,15,0
newhampshire:fallberglinus,"Fallberg, Linus",New Hampshire,10,20,1035,5,3,30,13,0
radford:okawayoshiya,"Okawa, Yoshiya",Radford,37,15,936,6,1,26,14,0
lipscomb:bagayokobakary,"Bagayoko, Bakary",Lipscomb,15,15,932,5,3,28,17,0
mercyhurst:sumnerdylan,"Sumner, Dylan",Mercyhurst,8,12,930,5,3,44,24,0
harvard:ebbingewillem,"Ebbinge, Willem",Harvard,21,14,929,2,9,35,19,0
stetson:bryneusoliver,"Bryneus, Oliver",Stetson,17,14,922,6,1,22,10,0
pittsburgh:feitosaguilherme,"Feitosa, Guilherme",Pittsburgh,7,16,910,4,5,25,14,0
rhodeisland:oysteseisak,"Oystese, Isak",Rhode Island,9,13,909,5,3,28,16,0
georgiastate:sassineethan,"Sassine, Ethan",Georgia State,19,21,904,6,1,24,9,0
southflorida:gallinahenrique,"Gallina, Henrique",South Florida,4,13,859,5,3,39,23,0
missouristate:kokajon,"Koka, Jon",Missouri State,11,20,817,6,1,19,13,0
merrimackcollege:feilscherjohan,"Feilscher, Johan",Merrimack College,11,13,793,4,5,29,17,0
santaclara:thomasoladayo,"Thomas, Oladayo",Santa Clara,9,12,790,5,3,27,15,0
elon:edwardsjack,"Edwards, Jack",Elon,13,13,737,6,1,18,13,0
centralarkansas:diaokarim,"Diao, Karim",Central Arkansas,7,11,709,6,1,20,10,0
ncstate:hilleluke,"Hille, Luke",NC State,17,17,603,6,1,22,14,0
unh:santanachpau,"Santanach, Pau",UNH,9,6,523,6,1,36,18,0
universityofsouthernindiana:bartonzach,"Barton, Zach",University of Southern Indiana,28,9,508,6,1,27,16,0
marist:achterkamphuib,"Achterkamp, Huib",Marist,18,22,2000,6,0,23,11,0
duke:stroudpeter,"Stroud, Peter",Duke,8,22,1823,4,4,23,15,0
oakland:braithwaitecharlie,"Braithwaite, Charlie",Oakland,9,21,1798,5,2,31,11,0
saintjosephs:lyonsgarrett,"Lyons, Garrett",Saint Joseph's,31,19,1748,4,4,21,7,0
butler:cabrerajrwilmer,"Cabrera, Jr., Wilmer",Butler,13,19,1743,5,2,50,16,0
ucdavis:velasquezandy,"Velasquez, Andy",UC Davis,10,21,1711,5,2,24,11,0
providence:limapaulo,"Lima, Paulo",Providence,6,20,1647,4,4,24,10,0
airforce:danielgiuliano,"Daniel, Giuliano",Air Force,7,19,1608,3,6,22,9,0
rideruniversity:almasudeadel,"Al-Masude, Adel",Rider University,27,19,1545,4,4,29,12,0
missouristate:yarikian,"Yari, Kian",Missouri State,8,20,1492,2,8,23,12,0
clemson:mcneillquinn,"McNeill, Quinn",Clemson,17,20,1466,4,4,29,10,0
pacific:omriyazid,"Omri, Yazid",Pacific,7,17,1430,4,4,31,17,0
davidsoncollege:smithconnor,"Smith, Connor",Davidson College,21,18,1429,5,2,23,13,0
saintjosephs:perelomry,"Perel, Omry",Saint Joseph's,20,18,1368,3,6,46,20,0
quinnipiac:bercedodavid,"Bercedo, David",Quinnipiac,32,17,1343,3,6,39,17,0
lemoynecollege:falconejoe,"Falcone, Joe",Le Moyne College,12,17,1315,4,4,18,8,0
uconn:levequemateo,"Leveque, Mateo",UConn,2,15,1306,3,6,26,10,0
stanford:ryanzach,"Ryan, Zach",Stanford,14,17,1305,4,4,38,15,0
maryland:bolmajoshua,"Bolma, Joshua",Maryland,14,18,1287,4,4,34,15,0
utahvalley:armahevans,"Armah, Evans",Utah Valley,27,17,1263,4,4,31,13,0
georgetown:rivierezach,"Riviere, Zach",Georgetown,27,21,1207,4,4,35,17,0
stanford:richmondwill,"Richmond, Will",Stanford,7,17,1205,5,2,26,16,0
iona:lopezlenworth,"Lopez, Lenworth",Iona,13,17,1192,4,4,36,19,0
akron:fitzgeraldjohnny,"Fitzgerald, Johnny",Akron,15,18,1160,3,6,14,6,0
pittsburgh:loeffelsendjasper,"Loeffelsend, Jasper",Pittsburgh,2,15,1110,2,8,9,4,0
michigan:bucakevin,"Buca, Kevin",Michigan,19,18,1109,5,2,26,9,0
lemoynecollege:sparkesmichael,"Sparkes, Michael",Le Moyne College,10,17,1089,5,2,29,17,0
army:pereiraoscar,"Pereira, Oscar",Army,10,15,1082,4,4,34,15,0
milwaukee:grattonpaolo,"Gratton, Paolo",Milwaukee,32,13,1077,6,0,25,14,0
seattle:morrisjames,"Morris, James",Seattle,11,18,1067,4,4,26,11,0
tulsa:barkleyben,"Barkley, Ben",Tulsa,10,19,1058,3,6,26,12,0
bostoncollege:sigurdarsonstefan,"Sigurdarson, Stefan",Boston College,23,15,1050,6,0,38,13,0
lafayette:lombardhale,"Lombard, Hale",Lafayette,27,14,1019,6,0,35,20,0
northernillinois:markanichanthony,"Markanich, Anthony",Northern Illinois,3,12,992,4,4,12,8,0
northernkentucky:buftondylan,"Bufton, Dylan",Northern Kentucky,7,12,977,5,2,35,17,0
drake:louisjuan,"Louis, Juan",Drake,12,12,965,6,0,33,15,0
ucriverside:penateoscar,"Penate, Oscar",UC Riverside,35,18,959,5,2,28,8,0
manhattan:velezjohan,"Velez, Johan",Manhattan,14,15,931,5,2,25,11,0
georgiastate:wilkinsmax,"Wilkins, Max",Georgia State,9,21,915,6,0,23,8,0
bucknell:millerjordan,"Miller, Jordan",Bucknell,5,16,911,6,0,25,14,0
canisius:beeverlachlan,"Beever, Lachlan",Canisius,19,14,903,6,0,26,17,0
santaclara:ruizduranjavier,"Ruiz Duran, Javier",Santa Clara,10,11,887,4,4,15,9,0
winthrop:jimenezpearcebryant,"Jimenez-Pearce, Bryant",Winthrop,10,11,862,5,2,16,11,0
army:poncyjohn,"Poncy, John",Army,17,15,846,5,2,32,15,0
newhampshire:mayerpaul,"Mayer, Paul",New Hampshire,18,20,790,4,4,30,18,0
kentucky:andrewsluke,"Andrews, Luke",Kentucky,19,15,786,5,2,30,14,0
campbell:broussardgerard,"Broussard, Gerard",Campbell,18,20,773,5,2,10,8,0
