player_key,player_name,team_id,jersey_number,games_played,minutes,goals,assists,shots,shots_on_goal,saves
omaha:ibisevicelvir,"Ibisevic, Elvir",Omaha,9,16,1156,9,1,43,21,0
kansascity:mcwoodseric,"McWoods, Eric",Kansas City,9,13,1134,8,3,47,26,0
greenbay:jepsonaudi,"JEPSON, Audi",Green Bay,10,13,932,8,3,29,16,0
unlv:musovskidanny,"Musovski, Danny",UNLV,3,10,897,8,3,38,19,0
dartmouthcollege:ikobaeduvie,"Ikoba, Eduvie",Dartmouth College,12,14,857,8,3,34,16,0
ucf:pyysalomatias,"PYYSALO,Matias",UCF,10,9,814,8,3,25,14,0
ue:mcgrathian,"McGrath, Ian",UE,8,9,784,8,3,30,17,0
seattle:rivassergio,"Rivas, Sergio",Seattle,10,21,1901,6,6,57,23,0
uic:perezjesus,"Perez, Jesus",UIC,6,20,1737,6,6,46,24,0
ucsantabarbara:michaelrodney,"Michael, Rodney",UC Santa Barbara,9,20,1581,7,4,43,18,0
sanfrancisco:schwarzerleon,"SCHWARZER, Leon",San Francisco,8,17,1525,5,8,23,15,0
xavier:sergisamson,"Sergi, Samson",Xavier,24,19,1394,9,0,39,23,0
merrimackcollege:begliardighidinifilippo,"Begliardi Ghidini, Filippo",Merrimack College,27,21,1380,7,4,45,22,0
ucirvine:ortizmario,"Ortiz, Mario",UC Irvine,10,20,1357,4,10,44,15,0
milwaukee:moonnick,"Moon, Nick",Milwaukee,11,17,1349,6,6,54,22,0
omaha:gomezxavier,"Gomez, Xavier",Omaha,23,16,1317,5,8,32,15,0
manhattan:dasilvalucas,"Da Silva, Lucas",Manhattan,27,18,1192,8,2,24,15,0
vermont:alvesgeo,"Alves, Geo",Vermont,11,15,1174,7,4,57,22,0
northcarolina:wrightzach,"Wright, Zach",North Carolina,10,16,1092,4,10,25,12,0
queens:robinsonedmundo,"Robinson , Edmundo",Queens,11,11,989,8,2,41,19,0
californiabaptist:juddpreston,"Judd, Preston",California Baptist,23,21,807,8,2,50,26,0
northcarolina:winnalan,"Winn, Alan",North Carolina,18,16,797,8,2,31,16,0
mercyhurst:sarrhady,"Sarr, Hady",Mercyhurst,8,12,670,8,2,29,17,0
indiana:thomascory,"THOMAS, Cory",Indiana,11,26,2101,7,3,45,26,0
calstatefullerton:mcphieross,"McPhie, Ross",Cal State Fullerton,19,23,1729,7,3,40,17,0
maryland:rozhanskyjake,"Rozhansky, Jake",Maryland,12,19,1680,4,9,33,16,0
california:carreragarciajose,"Carrera-Garcia, Jose",California,10,18,1588,4,9,45,13,0
maryland:williamsoneryk,"Williamson, Eryk",Maryland,19,19,1568,6,5,42,17,0
charlotte:brucedaniel,"Bruce, Daniel",Charlotte,10,19,1526,6,5,54,24,0
pacific:orendainanthony,"Orendain, Anthony",Pacific,22,20,1309,7,3,22,12,0
stonybrook:erdeivince,"Erdei, Vince",Stony Brook,7,17,1268,8,1,34,16,0
fgcu:adamsshak,"Adams, Shak",FGCU,17,17,1223,7,3,34,22,0
uconn:thiamabdoumbacke,"THIAM, Abdou Mbacke",UConn,11,13,1078,8,1,50,22,0
louisville:thiawmohamed,"Thiaw, Mohamed",Louisville,10,20,1054,8,1,41,18,0
massachusetts:smithdavis,"SMITH, Davis",Massachusetts,6,12,962,7,3,27,15,0
wakeforest:luisargudo,Luis Argudo,Wake Forest,2,14,890,6,5,23,10,0
indiana:swartztrevor,"SWARTZ, Trevor",Indiana,7,26,1959,4,8,31,13,0
canisius:grattarolaalex,"Grattarola, Alex",Canisius,4,19,1775,7,2,32,17,0
stjohns:johnstonalistair,"Johnston, Alistair",St. John's,5,19,1750,6,4,36,15,0
indiana:dorseygriffin,"DORSEY, Griffin",Indiana,14,26,1726,5,6,52,23,0
lemoynecollege:faryarsalar,"Faryar, Salar",Le Moyne College,14,18,1518,7,2,63,29,0
californiabaptist:gutierrezhugo,"Gutierrez, Hugo",California Baptist,8,21,1446,3,10,24,6,0
northernkentucky:sucheckitom,"Suchecki, Tom",Northern Kentucky,9,20,1431,7,2,48,24,0
californiabaptist:wiesbocksebastian,"Wiesbock, Sebastian",California Baptist,9,20,1334,3,10,43,16,0
lehigh:tuvessondoyle,"Tuvesson, Doyle",Lehigh,6,17,1299,4,8,54,21,0
michiganstate:sierakowskiryan,"Sierakowski, Ryan",Michigan State,11,14,1203,7,2,34,17,0
furman:kierathdanny,"Kierath, Danny",Furman,10,17,1183,5,6,29,15,0
michigan:zakyimohammed,"Zakyi, Mohammed",Michigan,9,20,1117,6,4,49,18,0
winthrop:hasenstabmax,"HASENSTAB, Max",Winthrop,18,16,1098,7,2,30,18,0
michigan:atuahenefrancis,"Atuahene, Francis",Michigan,10,20,1054,6,4,61,19,0
californiabaptist:guerrajunior,"Guerra, Junior",California Baptist,19,21,1037,5,6,15,10,0
stjohns:cooksleyharry,"Cooksley, Harry",St. John's,23,19,978,4,8,47,22,0
akron:hindsnick,"Hinds, Nick",Akron,3,24,907,6,4,20,9,0
michiganstate:jonesdejuan,"Jones, DeJuan",Michigan State,6,14,894,6,4,19,11,0
marshall:knightlewis,"KNIGHT, Lewis",Marshall,9,11,843,7,2,41,26,0
georgetown:dodsonderek,"DODSON, Derek",Georgetown,25,15,814,8,0,27,14,0
vcu:santosrafael,"SANTOS, Rafael",VCU,10,9,719,6,4,34,19,0
portland:michelbenji,"MICHEL, Benji",Portland,19,8,628,8,0,31,14,0
wisconsin:segbersmark,"Segbers, Mark",Wisconsin,7,20,1807,4,7,19,7,0
rideruniversity:aguinagajose,"Aguinaga, Jose",Rider University,19,19,1705,3,9,35,17,0
westernmichigan:thorntonben,"Thornton, Ben",Western Michigan,6,19,1569,5,5,19,11,0
louisville:kubeltim,"Kubel, Tim",Louisville,27,20,1433,4,7,20,10,0
ucla:iloskibrian,"Iloski, Brian",UCLA,10,16,1418,6,3,41,20,0
virginia:pabloaguilar,Pablo Aguilar,Virginia,8,15,1394,6,3,34,19,0
missouristate:ingramconor,"Ingram, Conor",Missouri State,9,17,1392,7,1,39,22,0
clevelandstate:pionoah,"Pio, Noah",Cleveland State,9,19,1378,5,5,50,23,0
stetson:dogandeniz,"Dogan, Deniz",Stetson,20,18,1337,7,1,39,17,0
colgate:stroudjared,"Stroud, Jared",Colgate,5,16,1324,2,11,27,9,0
mercyhurst:wilkinsonconnor,"Wilkinson, Connor",Mercyhurst,10,16,1288,4,7,30,14,0
ucdavis:mickelsonadam,"Mickelson, Adam",UC Davis,2,21,1148,4,7,30,14,0
columbiauniversity:denisjohn,"Denis, John",Columbia University,10,16,982,6,3,44,19,0
marist:gavilanesallen,"Gavilanes, Allen",Marist,15,12,937,5,5,40,16,0
omaha:hamzatemmanuel,"Hamzat, Emmanuel",Omaha,7,16,923,7,1,23,14,0
fgcu:zapatadennis,"Zapata, Dennis",FGCU,10,13,896,5,5,16,10,0
stanford:bairdcorey,"Baird, Corey",Stanford,10,15,861,5,5,27,14,0
stanford:wernersam,"Werner, Sam",Stanford,23,17,855,5,5,26,14,0
american:dimitrijevicnick,"Dimitrijevic, Nick",American,9,12,806,7,1,19,15,0
detroitmercy:pliakosspiro,"PLIAKOS, Spiro",Detroit Mercy,7,11,789,7,1,37,18,0
washington:menziesscott,"Menzies, Scott",Washington,11,15,703,7,1,29,17,0
notredame:feliciendumas,Felicien Dumas,Notre Dame,5,20,1864,3,8,16,6,0
lipscomb:alvaradoivan,"ALVARADO, Ivan",Lipscomb,10,22,1682,5,4,43,18,0
xavier:taylorcameron,"Taylor, Cameron",Xavier,27,19,1657,5,4,16,9,0
akron:harterskye,"Harter, Skye",Akron,6,24,1461,4,6,19,10,0
sanfrancisco:lombardiaaron,"LOMBARDI, Aaron",San Francisco,23,17,1426,3,8,35,13,0
lehigh:greenealex,"Greene, Alex",Lehigh,2,17,1403,5,4,24,10,0
louisville:cabonadrien,"Cabon, Adrien",Louisville,4,20,1389,5,4,24,11,0
furman:wykelaurence,"Wyke, Laurence",Furman,8,16,1329,6,2,43,17,0
calpoly:olsenadam,"Olsen, Adam",Cal Poly,19,17,1310,6,2,12,10,0
lipscomb:sakouivan,"SAKOU, Ivan",Lipscomb,8,22,1280,6,2,56,26,0
sanfrancisco:digiuseppesantiago,"DIGIUSEPPE, Santiago",San Francisco,10,17,1257,5,4,27,10,0
wrightstate:rokvicstefan,"ROKVIC, Stefan",Wright State,9,16,1229,7,0,32,15,0
canisius:blairmelvin,"Blair, Melvin",Canisius,10,17,1220,4,6,49,26,0
sanfrancisco:kaminskibryce,"KAMINSKI, Bryce",San Francisco,14,17,1206,6,2,28,14,0
california:kadonoshinya,"Kadono, Shinya",California,4,18,1192,7,0,35,14,0
stbonaventure:tolandkieran,"Toland, Kieran",St. Bonaventure,10,15,1127,4,6,24,11,0
newhampshire:schmidtrobin,"Schmidt, Robin",New Hampshire,13,20,1126,7,0,24,14,0
oakland:austinricci,Austin Ricci,Oakland,19,14,1094,7,0,53,24,0
georgetown:mccabedeclan,"MCCABE, Declan",Georgetown,9,15,1037,3,8,41,13,0
massachusetts:desantisalex,"DESANTIS, Alex",Massachusetts,7,12,1016,6,2,22,12,0
uic:toddmax,"Todd, Max",UIC,7,16,975,5,4,55,21,0
detroitmercy:moormantyler,"MOORMAN, Tyler",Detroit Mercy,18,11,941,6,2,22,12,0
jamesmadison:ferriolmanuel,"Ferriol, Manuel",James Madison,10,16,908,7,0,40,17,0
fiu:ahlinvijoris,"Ahlinvi, Joris",FIU,11,12,815,4,6,22,11,0
wakeforest:brandonservania,Brandon Servania,Wake Forest,8,13,807,3,8,24,10,0
vcu:andradesantosrafael,"Andrade Santos, Rafael",VCU,10,9,717,6,2,19,7,0
georgewashington:haynesbrownoscar,"Haynes Brown, Oscar",George Washington,14,15,640,6,2,23,16,0
valparaiso:garciaadan,"Garcia, Adan",Valparaiso,7,8,611,6,2,13,9,0
georgiastate:alaraperashid,"Alarape,Rashid",Georgia State,10,14,589,6,2,20,16,0
ncstate:robertstanner,"Roberts, Tanner",NC State,7,16,498,6,2,18,12,0
butler:gallifordisaac,"Galliford, Isaac",Butler,9,20,1725,3,7,43,14,0
uic:gonzalezoscar,"Gonzalez, Oscar",UIC,8,20,1720,3,7,57,22,0
clemson:olivershannon,Oliver Shannon,Clemson,4,19,1682,4,5,48,21,0
ohiostate:mohamedabdi,"Mohamed, Abdi",Ohio State,26,19,1656,4,5,41,15,0
njit:cordeirodanny,"Cordeiro, Danny",NJIT,7,19,1613,5,3,17,12,0
sacramentostate:bedigjustin,"Bedig, Justin",Sacramento State,6,21,1528,3,7,26,12,0
fairfield:wignallben,"Wignall, Ben",Fairfield,22,17,1524,5,3,43,17,0
dartmouthcollege:danilackmatt,"Danilack, Matt",Dartmouth College,18,16,1461,5,3,22,12,0
army:osheakeenan,"O'Shea, Keenan",Army,19,17,1441,5,3,51,19,0
northwestern:seanlynch,Sean Lynch,Northwestern,18,19,1428,5,3,16,7,0
milwaukee:conwayevan,"Conway, Evan",Milwaukee,9,17,1339,5,3,39,16,0
santaclara:delgadillocarlos,"DELGADILLO, Carlos",Santa Clara,28,16,1300,6,1,29,12,0
sacramentostate:webbchristian,"Webb, Christian",Sacramento State,9,21,1283,6,1,19,12,0
sacramentostate:jacksontrevor,"Jackson, Trevor",Sacramento State,7,21,1228,6,1,27,12,0
highpoint:bolanosjonathan,"BOLANOS, Jonathan",High Point,11,14,1221,6,1,31,14,0
templeuniversity:candiathibault,"Candia, Thibault",Temple University,10,18,1148,6,1,42,18,0
northwestern:tommykatsiyiannis,Tommy Katsiyiannis,Northwestern,10,19,1112,6,1,28,14,0
purduefortwayne:lopezromain,"Lopez, Romain",Purdue Fort Wayne,10,16,1087,6,1,34,20,0
dartmouthcollege:donawajustin,"Donawa, Justin",Dartmouth College,14,16,1079,3,7,38,9,0
njit:jimenezpablo,"Jimenez, Pablo",NJIT,21,18,1065,3,7,18,11,0
princeton:colvinjeremy,"Colvin, Jeremy",Princeton,13,17,1054,5,3,47,25,0
ucdavis:higginskyle,"Higgins, Kyle",UC Davis,19,20,992,6,1,28,14,0
cincinnati:sanzdavid,"SANZ, David",Cincinnati,8,12,980,4,5,23,13,0
csun:trejodaniel,"Trejo, Daniel",CSUN,21,15,945,5,3,26,14,0
denver:shinyashikiandre,"Shinyashiki, Andre",Denver,9,12,894,6,1,44,23,0
tulsa:velasquezmiguel,"Velasquez, Miguel",Tulsa,9,16,890,4,5,46,19,0
oakland:nebojsapopovic,Nebojsa Popovic,Oakland,11,11,842,4,5,14,9,0
georgiasouthern:blakewilson,Blake Wilson,Georgia Southern,14,12,735,6,1,33,17,0
airforce:bonetucker,"Bone, Tucker",Air Force,7,10,721,4,5,22,10,0
lafayette:vareevan,"Vare, Evan",Lafayette,16,10,688,6,1,29,14,0
merrimackcollege:joedahlaasmund,"Joedahl, Aasmund",Merrimack College,11,13,671,6,1,20,14,0
stanford:bashtiamir,"Bashti, Amir",Stanford,11,17,634,6,1,37,16,0
uca:brodackiniklas,"Brodacki, Niklas",UCA,9,7,566,5,3,21,15,0
wakeforest:omirfernandez,Omir Fernandez,Wake Forest,16,14,481,5,3,25,10,0
indiana:panchotaustin,"PANCHOT, Austin",Indiana,12,26,1765,4,4,36,15,0
pacific:rileycamden,"Riley, Camden",Pacific,5,20,1650,5,2,29,11,0
saintjosephs:crawfordmatt,"CRAWFORD, Matt",Saint Joseph's,11,18,1647,6,0,58,23,0
quinnipiac:dallyrashawn,"Dally, Rashawn",Quinnipiac,18,18,1562,5,2,47,25,0
robertmorris:mcivorkeane,"McIVOR, Keane",Robert Morris,10,17,1520,2,8,49,16,0
louisville:schmitttate,"Schmitt, Tate",Louisville,9,20,1517,5,2,47,19,0
colgate:ouligianaram,"Ouligian, Aram",Colgate,8,16,1458,5,2,28,12,0
ucdavis:wilsonnoah,"Wilson, Noah",UC Davis,10,21,1432,5,2,39,16,0
maryland:wildgordon,"Wild, Gordon",Maryland,8,19,1408,5,2,66,33,0
milwaukee:latinovichvuk,"Latinovich, Vuk",Milwaukee,6,16,1371,4,4,37,15,0
stthomas:elliehausenchristian,"Elliehausen, Christian",St. Thomas,7,23,1324,4,4,39,16,0
vcu:hajisiad,"Haji, Siad",VCU,8,19,1309,2,8,24,8,0
wrightstate:patersonaj,"PATERSON, AJ",Wright State,16,16,1308,6,0,37,18,0
ucdavis:acevedomiguel,"Acevedo, Miguel",UC Davis,20,21,1279,4,4,27,12,0
maryland:elneysebastian,"Elney, Sebastian",Maryland,9,19,1249,5,2,40,19,0
lindenwood:jaimesgabriel,"Jaimes, Gabriel",Lindenwood,10,16,1244,4,4,28,10,0
ucsantabarbara:tellecheaignacio,"Tellechea, Ignacio",UC Santa Barbara,13,19,1216,4,4,29,16,0
gardnerwebb:hoeyjack,"Hoey, Jack",Gardner-Webb,8,17,1204,4,4,18,10,0
uscupstate:philpotcam,"Philpot, Cam",USC Upstate,14,15,1157,4,4,29,14,0
westernmichigan:monikosti,"Moni, Kosti",Western Michigan,10,21,1096,5,2,33,12,0
penn:swensonjoe,"Swenson, Joe",Penn,7,12,1078,5,2,19,11,0
providence:steevesmac,"Steeves, Mac",Providence,18,15,1070,6,0,62,26,0
brown:howelltoby,"Howell, Toby",Brown,9,15,1031,5,2,36,17,0
rhodeisland:brangmanchae,"Brangman, Chae",Rhode Island,18,12,1020,5,2,36,18,0
pittsburgh:alexanderdexter,Alexander Dexter,Pittsburgh,13,13,1010,5,2,19,11,0
duke:prochdaniele,"Proch, Daniele",Duke,9,18,986,5,2,27,14,0
canisius:straucheneric,"Strauchen, Eric",Canisius,19,17,982,3,6,20,9,0
pacific:branchetariq,"Branche, Tariq",Pacific,9,18,959,6,0,26,13,0
canisius:walshhunter,"Walsh, Hunter",Canisius,24,19,948,6,0,23,16,0
unlv:mehlichtimo,"Mehlich, Timo",UNLV,14,12,941,5,2,48,20,0
bucknell:thorsheimmatt,"Thorsheim, Matt",Bucknell,9,12,937,5,2,28,17,0
seattle:youssefmedo,"Youssef, Medo",Seattle,29,21,927,4,4,37,16,0
furman:bakerjosiah,"Baker, Josiah",Furman,11,16,920,5,2,16,8,0
wakeforest:ematwumasi,Ema Twumasi,Wake Forest,22,14,911,4,4,34,14,0
greenbay:zloczowertomer,"ZLOCZOWER, Tomer",Green Bay,7,13,909,3,6,31,20,0
ucdavis:baringermatt,"Baringer, Matt",UC Davis,11,19,864,5,2,27,13,0
washington:bodilyblake,"Bodily, Blake",Washington,98,15,856,3,6,19,9,0
bellarmine:southerncallum,"Southern, Callum",Bellarmine,10,11,821,6,0,23,12,0
williammary:bellryder,"Bell, Ryder",William & Mary,11,9,697,4,4,21,9,0
coastalcarolina:pierrotfrantzdy,"Pierrot, Frantzdy",Coastal Carolina,9,10,578,6,0,22,12,0
stanford:fosterlangsdorf,Foster Langsdorf,Stanford,2,7,571,6,0,24,15,0
portland:ortizrey,"ORTIZ, Rey",Portland,13,8,562,2,8,15,6,0
kentucky:williamsjj,"Williams,Jj",Kentucky,7,11,424,4,4,16,9,0
gardnerwebb:eddlemanroman,"Eddleman, Roman",Gardner-Webb,15,17,368,5,2,8,6,0
akron:moutinhojoao,"Moutinho, Joao",Akron,2,24,2109,3,5,40,19,0
stthomas:vanlieshoutkevin,"Van Lieshout, Kevin",St. Thomas,2,23,1908,5,1,17,11,0
californiabaptist:placitoabe,"Placito, Abe",California Baptist,32,21,1882,2,7,25,12,0
campbell:parrishgabe,"PARRISH, Gabe",Campbell,20,19,1610,2,7,13,4,0
manhattan:carsleycallum,"Carsley, Callum",Manhattan,16,18,1572,3,5,32,12,0
monmouth:aremanjake,"Areman, Jake",Monmouth,10,18,1559,3,5,35,14,0
radford:vallsvictor,"Valls, Victor",Radford,5,18,1538,2,7,18,5,0
creighton:rydstrandjoel,"Rydstrand, Joel",Creighton,6,19,1527,1,9,26,10,0
stanford:hilliardarcetomas,"Hilliard-Arce, Tomas",Stanford,4,17,1449,4,3,21,7,0
navy:zarembadaniel,"Zaremba, Daniel",Navy,10,17,1438,5,1,42,18,0
lasalle:ciarlantejohnny,"Ciarlante, Johnny",La Salle,7,17,1391,4,3,45,28,0
bostonuniversity:knutssontoti,"Knutsson, Toti",Boston University,25,19,1264,3,5,19,8,0
charleston:denteli,"Dent, Eli",Charleston,17,21,1249,3,5,39,16,0
newhampshire:dohertyjack,"Doherty, Jack",New Hampshire,14,20,1247,3,5,38,16,0
creighton:haakensonluke,"Haakenson, Luke",Creighton,15,19,1209,4,3,22,11,0
uab:ferrinmassimo,"Ferrin, Massimo",UAB,6,16,1208,5,1,39,21,0
fgcu:ferrerrobert,"Ferrer, Robert",FGCU,8,17,1202,4,3,18,10,0
pennstate:beckfordethan,"Beckford, Ethan",Penn State,10,16,1162,5,1,35,19,0
umasslowell:basicjakov,"Basic, Jakov",UMass Lowell,21,14,1156,4,3,19,5,0
stbonaventure:nwafornsokosi,"Nwafornso, Kosi",St. Bonaventure,11,16,1141,4,3,41,24,0
grandcanyon:drackjosh,"Drack, Josh",Grand Canyon,21,19,1122,3,5,38,14,0
grandcanyon:germandamian,"German, Damian",Grand Canyon,11,19,1097,5,1,29,17,0
bostoncollege:johnsoncallum,"Johnson, Callum",Boston College,10,17,1046,4,3,28,9,0
creighton:lomismarios,"Lomis, Marios",Creighton,9,19,1042,5,1,36,16,0
uconn:petridisniko,"PETRIDIS, Niko",UConn,19,15,1035,4,3,21,14,0
radford:strandsterjakob,"Strandsäter, Jakob",Radford,14,12,983,4,3,16,5,0
virginiatech:marceloacuna,Marcelo Acuna,Virginia Tech,11,12,942,5,1,37,18,0
bradley:schindlerroman,"Schindler, Roman",Bradley,22,11,932,4,3,25,10,0
brown:englishquinn,"English, Quinn",Brown,11,15,919,3,5,29,15,0
csubakersfield:careymorrelljamie,"Carey-Morrell, Jamie",CSU Bakersfield,4,10,903,5,1,13,10,0
villanova:hodgeslucas,"HODGES, Lucas",Villanova,10,14,891,4,3,14,7,0
westernillinois:pachecofernando,"Pacheco, Fernando",Western Illinois,10,10,866,5,1,27,15,0
grandcanyon:morrisdemosmusa,"Morris Demos, Musa",Grand Canyon,5,18,865,4,3,31,13,0
georgewashington:lightbourndylan,"Lightbourn, Dylan",George Washington,22,16,850,4,3,11,6,0
utrgv:hietikkojaakko,"Hietikko, Jaakko",UTRGV,10,16,830,3,5,20,7,0
pittsburgh:edwardkizza,Edward Kizza,Pittsburgh,9,13,822,4,3,20,10,0
