game_id,date,home_team_name,away_team_name,home_team_ranked,away_team_ranked,home_score,away_score,location_type,status,schedule_url,boxscore_url,boxscore_url_alt,dedupe_key,game_type
sidearm-2022-02-26-University-of-Evansville-UIndy,2022-02-26,University of Evansville,UIndy,false,false,,,unknown,scheduled,,,,2022-02-26-UIndy-University-of-Evansville,regular
sidearm-2022-03-27-University-of-Evansville-Pumas-Premier,2022-03-27,University of Evansville,Pumas Premier,false,false,,,unknown,scheduled,,,,2022-03-27-Pumas-Premier-University-of-Evansville,regular
sidearm-2022-04-02-University-of-Evansville-Brescia,2022-04-02,University of Evansville,Brescia,false,false,,,unknown,scheduled,,,,2022-04-02-Brescia-University-of-Evansville,regular
sidearm-2022-04-08-University-of-Evansville-Lipscomb,2022-04-08,University of Evansville,Lipscomb,false,false,,,home,scheduled,,,,2022-04-08-Lipscomb-University-of-Evansville,regular
sidearm-2022-04-20-University-of-Evansville-USI,2022-04-20,University of Evansville,USI,false,false,,,unknown,scheduled,,,,2022-04-20-USI-University-of-Evansville,regular
sidearm-2022-08-09-Georgia-Southern-Blue-/-White-Game,2022-08-09,Georgia Southern,Blue / White Game,false,false,,,home,scheduled,,,,2022-08-09-Blue-/-White-Game-Georgia-Southern,regular
sidearm-2022-08-10-Missouri-State-Iowa-Western-,2022-08-10,Missouri State,Iowa Western,false,false,,,home,scheduled,,,,2022-08-10-Iowa-Western-Missouri-State,regular
sidearm-2022-08-10-Cal-Poly-Green-vs.-Gold,2022-08-10,Cal Poly,Green vs. Gold,false,false,,,home,scheduled,,,,2022-08-10-Cal-Poly-Green-vs.-Gold,regular
sidearm-2022-08-11-Butler-Marian-(Ind.),2022-08-11,Butler,Marian (Ind.),false,false,,,home,scheduled,,,,2022-08-11-Butler-Marian-(Ind.),regular
sidearm-2022-08-11-Michigan-State-Lawrence-Tech-(Exhibition),2022-08-11,Michigan State,Lawrence Tech,false,false,3,0,home,final,,,,2022-08-11-Lawrence-Tech-Michigan-State,exhibition
sidearm-2022-08-11-Western-Michigan-Brown-&-Gold-Game-(Exhibition),2022-08-11,Western Michigan,Brown & Gold Game,false,false,,,unknown,scheduled,,,,2022-08-11-Brown-&-Gold-Game-Western-Michigan,exhibition
sidearm-2022-08-11-Kansas-City-Johnson-County-CC-(Exh.),2022-08-11,Kansas City,Johnson County CC,false,false,1,1,home,final,,,,2022-08-11-Johnson-County-CC-Kansas-City,exhibition
sidearm-2022-08-12-UC-Riverside-California,2022-08-12,UC Riverside,California,false,false,0,4,away,final,,,,2022-08-12-California-UC-Riverside,regular
sidearm-2022-08-12-South-Florida-Saint-Leo-(Exh.),2022-08-12,South Florida,Saint Leo,false,false,1,0,home,final,,,,2022-08-12-Saint-Leo-South-Florida,exhibition
sidearm-2022-08-12-Central-Arkansas-Tulsa,2022-08-12,Central Arkansas,Tulsa,false,false,,,unknown,scheduled,,,,2022-08-12-Central-Arkansas-Tulsa,regular
sidearm-2022-08-12-Dayton-Bowling-Green-(Exh.),2022-08-12,Dayton,Bowling Green,false,false,2,1,unknown,final,,,,2022-08-12-Bowling-Green-Dayton,exhibition
sidearm-2022-08-12-Duquesne-West-Virginia-(exhib.),2022-08-12,Duquesne,West Virginia,false,false,,,unknown,scheduled,,,,2022-08-12-Duquesne-West-Virginia,exhibition
sidearm-2022-08-12-VCU-Maryland-(Exhibition),2022-08-12,VCU,Maryland,false,false,1,1,away,final,,,,2022-08-12-Maryland-VCU,exhibition
sidearm-2022-08-12-Creighton-Drake,2022-08-12,Creighton,Drake,false,false,5,2,home,final,,,,2022-08-12-Creighton-Drake,regular
sidearm-2022-08-12-Indiana-DePaul,2022-08-12,Indiana,DePaul,false,false,,,home,scheduled,,,,2022-08-12-DePaul-Indiana,regular
sidearm-2022-08-12-Ohio-State-Ohio-Dominican-(Exh.),2022-08-12,Ohio State,Ohio Dominican,false,false,,,home,scheduled,,,,2022-08-12-Ohio-Dominican-Ohio-State,exhibition
wmt-2022-08-12-Georgetown-Penn-State,2022-08-12,Georgetown,Penn State,false,false,,,away,scheduled,https://gopsusports.com/sports/mens-soccer/schedule,,,2022-08-12-Georgetown-Penn-State,regular
