game_id,date,home_team_name,away_team_name,home_team_ranked,away_team_ranked,home_score,away_score,location_type,status,schedule_url,boxscore_url,boxscore_url_alt,dedupe_key,game_type
sidearm-2024-08-06-Lipscomb-Cumberland-University-(Tenn.),2024-08-06,Lipscomb,Cumberland University (Tenn.),false,false,,,home,scheduled,,,,2024-08-06-Cumberland-University-(Tenn.)-Lipscomb,regular
sidearm-2024-08-08-South-Florida-Eastern-Florida-State-College-(Exh.),2024-08-08,South Florida,Eastern Florida State College,false,false,1,0,home,final,,,,2024-08-08-Eastern-Florida-State-College-South-Florida,exhibition
sidearm-2024-08-08-Western-Michigan-Brown-vs-Gold-Game,2024-08-08,Western Michigan,Brown vs Gold Game,false,false,,,unknown,scheduled,,,,2024-08-08-Brown-vs-Gold-Game-Western-Michigan,regular
wmt-2024-08-09-San-Francisco-Stanford,2024-08-09,Stanford,San Francisco,true,false,0,0,home,final,https://gostanford.com/sports/mens-soccer/schedule,,,2024-08-09-San-Francisco-Stanford,regular
sidearm-2024-08-09-UAB-Faulkner-(Exh.),2024-08-09,UAB,Faulkner,false,false,,,home,scheduled,,,,2024-08-09-Faulkner-UAB,exhibition
sidearm-2024-08-09-Butler-Northern-Kentucky,2024-08-09,Butler,Northern Kentucky,false,false,,,unknown,scheduled,,,,2024-08-09-Butler-Northern-Kentucky,regular
sidearm-2024-08-09-FDU-(Exh.)-St.-John's,2024-08-09,FDU,St. John's,false,false,,,away,scheduled,,,,2024-08-09-FDU-St.-John's,exhibition
sidearm-2024-08-09-Columbia-International-(Exhibition)-Gardner-Webb,2024-08-09,Columbia International,Gardner-Webb,false,false,0,5,away,final,,,,2024-08-09-Columbia-International-Gardner-Webb,exhibition
sidearm-2024-08-09-Utah-Valley-Snow-College,2024-08-09,Utah Valley,Snow College,false,false,,,home,scheduled,,,,2024-08-09-Snow-College-Utah-Valley,regular
sidearm-2024-08-09-Wofford-(Exhibition)-Charleston,2024-08-09,Wofford,Charleston,false,false,,,away,scheduled,,,,2024-08-09-Charleston-Wofford,exhibition
sidearm-2024-08-09-Northern-Kentucky-Butler---Exhibition,2024-08-09,Northern Kentucky,Butler - Exhibition,false,false,,,unknown,scheduled,,,,2024-08-09-Butler---Exhibition-Northern-Kentucky,exhibition
sidearm-2024-08-09-Purdue-Fort-Wayne-Northern-Illinois,2024-08-09,Purdue Fort Wayne,Northern Illinois,false,false,,,home,scheduled,,,,2024-08-09-Northern-Illinois-Purdue-Fort-Wayne,regular
sidearm-2024-08-09-Robert-Morris-Bowling-Green,2024-08-09,Robert Morris,Bowling Green,false,false,,,unknown,scheduled,,,,2024-08-09-Bowling-Green-Robert-Morris,regular
sidearm-2024-08-09-Houston-Christian-SMU-(exh.),2024-08-09,Houston Christian,SMU,false,false,,,unknown,scheduled,,,,2024-08-09-Houston-Christian-SMU,exhibition
sidearm-2024-08-09-UC-Riverside-Hope-International,2024-08-09,UC Riverside,Hope International,false,false,,,home,scheduled,,,,2024-08-09-Hope-International-UC-Riverside,regular
sidearm-2024-08-09-Boston-University-Stonehill,2024-08-09,Boston University,Stonehill College,false,false,,,home,scheduled,,,,2024-08-09-Boston-University-Stonehill-College,regular
sidearm-2024-08-09-Oral-Roberts-Cowley-County-Community-College,2024-08-09,Oral Roberts,Cowley County Community College,false,false,2,1,unknown,final,,,,2024-08-09-Cowley-County-Community-College-Oral-Roberts,regular
sidearm-2024-08-09-Loyola-Marymount-CSU-Bakersfield,2024-08-09,Loyola Marymount,CSU Bakersfield,false,false,,,unknown,scheduled,,,,2024-08-09-CSU-Bakersfield-Loyola-Marymount,regular
wmt-2024-08-09-Oregon-State-Seattle,2024-08-09,Seattle,Oregon State,false,false,,,home,scheduled,https://goseattleu.com/sports/mens-soccer/schedule,,,2024-08-09-Oregon-State-Seattle,regular
wmt-2024-08-10-Charlotte-Clemson,2024-08-10,Charlotte,Clemson,false,false,,,away,scheduled,https://clemsontigers.com/sports/mens-soccer/schedule,,,2024-08-10-Charlotte-Clemson,regular
sidearm-2024-08-10-Duke-Coastal-Carolina,2024-08-10,Duke,Coastal Carolina,false,false,0,0,home,final,,,,2024-08-10-Coastal-Carolina-Duke,regular
wmt-2024-08-10-Marshall-Notre-Dame,2024-08-10,Notre Dame,Marshall,false,false,,,home,scheduled,https://fightingirish.com/sports/msoc/schedule,,,2024-08-10-Marshall-Notre-Dame,regular
sidearm-2024-08-10-Syracuse-St.-Bonaventure-(Exh.),2024-08-10,Syracuse,St. Bonaventure,false,false,2,1,home,final,,,,2024-08-10-St.-Bonaventure-Syracuse,exhibition
sidearm-2024-08-10-North-Carolina-Campbell-(Exhibition),2024-08-10,North Carolina,Campbell,false,false,,,home,scheduled,,,,2024-08-10-Campbell-North-Carolina,exhibition
wmt-2024-08-10-UNC-Greensboro-Virginia-Tech,2024-08-10,UNC Greensboro,Virginia Tech,false,false,2,1,away,final,https://hokiesports.com/sports/mens-soccer/schedule,,,2024-08-10-UNC-Greensboro-Virginia-Tech,regular
sidearm-2024-08-10-Bellarmine-Oakland-City-University,2024-08-10,Bellarmine,Oakland City University,false,false,,,unknown,scheduled,,,,2024-08-10-Bellarmine-Oakland-City-University,regular
sidearm-2024-08-10-Stetson-Daytona-State,2024-08-10,Stetson,Daytona State,false,false,,,home,scheduled,,,,2024-08-10-Daytona-State-Stetson,regular
sidearm-2024-08-10-Dayton-IU-Indianapolis-(Exh.),2024-08-10,Dayton,IU Indianapolis,false,false,,,unknown,scheduled,,,,2024-08-10-Dayton-IU-Indianapolis,exhibition
sidearm-2024-08-10-Duquesne-Mercyhurst,2024-08-10,Duquesne,Mercyhurst,false,false,,,unknown,scheduled,,,,2024-08-10-Duquesne-Mercyhurst,regular
sidearm-2024-08-10-Loyola-Chicago-Wisconsin-(Exh.),2024-08-10,Loyola Chicago,Wisconsin,false,false,,,away,scheduled,,,,2024-08-10-Loyola-Chicago-Wisconsin,exhibition
sidearm-2024-08-10-VCU-VMI-(Exhibition),2024-08-10,VCU,VMI,false,false,,,unknown,scheduled,,,,2024-08-10-VCU-VMI,exhibition
sidearm-2024-08-10-DePaul-Bradley,2024-08-10,DePaul,Bradley,false,false,,,home,scheduled,,,,2024-08-10-Bradley-DePaul,regular
sidearm-2024-08-10-Longwood-Virginia,2024-08-10,Longwood,Virginia,false,false,0,1,away,final,,,,2024-08-10-Longwood-Virginia,regular
sidearm-2024-08-10-UNC-Asheville-#3-West-Virginia,2024-08-10,UNC Asheville,West Virginia,false,true,,,home,scheduled,,,,2024-08-10-UNC-Asheville-West-Virginia,regular
wmt-2024-08-10-Milwaukee-Northwestern,2024-08-10,Northwestern,Milwaukee,false,false,,,home,final,https://nusports.com/sports/mens-soccer/schedule,,,2024-08-10-Milwaukee-Northwestern,regular
sidearm-2024-08-10-Ohio-State-Wright-State-University-(Exh.),2024-08-10,Ohio State,Wright State,false,false,,,home,scheduled,,,,2024-08-10-Ohio-State-Wright-State,exhibition
wmt-2024-08-10-Drexel-Penn-State,2024-08-10,Penn State,Drexel,false,false,,,home,final,https://gopsusports.com/sports/mens-soccer/schedule,,,2024-08-10-Drexel-Penn-State,regular
sidearm-2024-08-10-Cal-State-Fullerton-California-Baptist,2024-08-10,Cal State Fullerton,California Baptist,false,false,0,3,home,final,,,,2024-08-10-Cal-State-Fullerton-California-Baptist,regular
sidearm-2024-08-10-UC-Santa-Barbara-Blue/Gold-Scrimmage,2024-08-10,UC Santa Barbara,Blue/Gold Scrimmage,false,false,,,unknown,scheduled,,,,2024-08-10-Blue/Gold-Scrimmage-UC-Santa-Barbara,exhibition
sidearm-2024-08-10-Stony-Brook-Manhattan-(Exh.),2024-08-10,Stony Brook,Manhattan,false,false,,,unknown,scheduled,,,,2024-08-10-Manhattan-Stony-Brook,exhibition
sidearm-2024-08-10-UNC-Wilmington-Old-Dominion-(Exhibition),2024-08-10,UNC Wilmington,Old Dominion,false,false,,,home,scheduled,https://odusports.com/sports/mens-soccer/schedule,,,2024-08-10-Old-Dominion-UNC-Wilmington,exhibition
sidearm-2024-08-10-Detroit-Mercy-Lawrence-Tech,2024-08-10,Detroit Mercy,Lawrence Tech,false,false,,,unknown,scheduled,,,,2024-08-10-Detroit-Mercy-Lawrence-Tech,regular
sidearm-2024-08-10-IU-Indy-Dayton,2024-08-10,IU Indy,Dayton,false,false,,,unknown,scheduled,,,,2024-08-10-Dayton-IU-Indy,regular
sidearm-2024-08-10-Oakland-Chicago-State-University-(EXH),2024-08-10,Oakland,Chicago State,false,false,,,unknown,scheduled,,https://gocsucougars.com/boxscore.aspx?id=7924,,2024-08-10-Chicago-State-Oakland,exhibition
sidearm-2024-08-10-Belmont-University-Louisville,2024-08-10,Belmont University,Louisville,false,false,,,away,scheduled,,,,2024-08-10-Belmont-University-Louisville,regular
sidearm-2024-08-10-Drake-Northeast-Community-College-(exhibition),2024-08-10,Drake,Northeast Community College,false,false,,,unknown,scheduled,,,,2024-08-10-Drake-Northeast-Community-College,exhibition
