game_id,team_id,player_name,player_key,jersey_number,minutes,goals,assists,shots,shots_on_goal,saves
sidearm-2023-08-11-Cal-State-Fullerton-California-Baptist-University,California Baptist,"Cordes, David",californiabaptist:cordesdavid,02,70,0,0,0,0,0
sidearm-2023-08-11-Cal-State-Fullerton-California-Baptist-University,California Baptist,"Beecham, Thomas",californiabaptist:beechamthomas,04,2,0,0,0,0,0
sidearm-2023-08-11-Cal-State-Fullerton-California-Baptist-University,California Baptist,"Krohnstad, Erik",californiabaptist:krohnstaderik,06,45,0,0,0,0,0
sidearm-2023-08-11-Cal-State-Fullerton-California-Baptist-University,California Baptist,"Mueller, Luis",californiabaptist:muellerluis,07,55,1,0,4,2,0
sidearm-2023-08-11-Cal-State-Fullerton-California-Baptist-University,California Baptist,"Mendez, Leo",californiabaptist:mendezleo,09,47,0,0,1,1,0
sidearm-2023-08-11-Cal-State-Fullerton-California-Baptist-University,California Baptist,"Ataide, Arthur",californiabaptist:ataidearthur,10,47,0,0,1,0,0
sidearm-2023-08-11-Cal-State-Fullerton-California-Baptist-University,California Baptist,"Pino, Adalfo",californiabaptist:pinoadalfo,11,57,0,0,0,0,0
sidearm-2023-08-11-Cal-State-Fullerton-California-Baptist-University,California Baptist,"Gomez, Antonio",californiabaptist:gomezantonio,13,66,0,0,1,0,0
sidearm-2023-08-11-Cal-State-Fullerton-California-Baptist-University,California Baptist,"Aquino, Lincoln",californiabaptist:aquinolincoln,22,54,0,0,0,0,0
sidearm-2023-08-11-Cal-State-Fullerton-California-Baptist-University,California Baptist,"Bjarnason, Georg",californiabaptist:bjarnasongeorg,25,61,0,0,0,0,0
sidearm-2023-08-11-Cal-State-Fullerton-California-Baptist-University,California Baptist,"Hay, Aiden",californiabaptist:hayaiden,31,45,0,0,0,0,0
sidearm-2023-08-11-Cal-State-Fullerton-California-Baptist-University,California Baptist,"Premack, Nolan",californiabaptist:premacknolan,01,45,0,0,0,0,0
sidearm-2023-08-11-Cal-State-Fullerton-California-Baptist-University,California Baptist,"Gustafsson, Otto",californiabaptist:gustafssonotto,03,67,0,0,0,0,0
sidearm-2023-08-11-Cal-State-Fullerton-California-Baptist-University,California Baptist,"Charalampous, Steve",californiabaptist:charalampoussteve,05,53,0,0,1,0,0
sidearm-2023-08-11-Cal-State-Fullerton-California-Baptist-University,California Baptist,"Vargas, Anthony",californiabaptist:vargasanthony,08,36,0,0,0,0,0
sidearm-2023-08-11-Cal-State-Fullerton-California-Baptist-University,California Baptist,"Hardin, Drew",californiabaptist:hardindrew,12,18,0,0,1,0,0
sidearm-2023-08-11-Cal-State-Fullerton-California-Baptist-University,California Baptist,"Borrero, Luis",californiabaptist:borreroluis,17,43,0,0,0,0,0
sidearm-2023-08-11-Cal-State-Fullerton-California-Baptist-University,California Baptist,"Hernandez, Danny",californiabaptist:hernandezdanny,18,37,0,0,0,0,0
sidearm-2023-08-11-Cal-State-Fullerton-California-Baptist-University,California Baptist,"Gonzalez, Gabriel",californiabaptist:gonzalezgabriel,20,39,0,0,0,0,0
sidearm-2023-08-11-Cal-State-Fullerton-California-Baptist-University,California Baptist,"Bradly, Cole",californiabaptist:bradlycole,21,15,0,0,0,0,0
sidearm-2023-08-11-Cal-State-Fullerton-California-Baptist-University,California Baptist,"Martinez, Uly",californiabaptist:martinezuly,23,40,0,0,0,0,0
sidearm-2023-08-11-Cal-State-Fullerton-California-Baptist-University,California Baptist,"Guerra, Angel",californiabaptist:guerraangel,24,16,0,0,1,0,0
sidearm-2023-08-11-Cal-State-Fullerton-California-Baptist-University,California Baptist,"Robson, Kieran",californiabaptist:robsonkieran,26,16,0,0,0,0,0
sidearm-2023-08-11-Cal-State-Fullerton-California-Baptist-University,California Baptist,"Johnson, Kristian",californiabaptist:johnsonkristian,28,16,0,0,0,0,0
sidearm-2023-08-11-Cal-State-Fullerton-California-Baptist-University,Cal State Fullerton,"Kadono, Tetsuya",calstatefullerton:kadonotetsuya,01,69,0,0,0,0,0
sidearm-2023-08-11-Cal-State-Fullerton-California-Baptist-University,Cal State Fullerton,"Lamb, Mason",calstatefullerton:lambmason,05,85,0,0,1,0,0
sidearm-2023-08-11-Cal-State-Fullerton-California-Baptist-University,Cal State Fullerton,"Calderon, Giovanni",calstatefullerton:calderongiovanni,06,81,0,0,1,0,0
sidearm-2023-08-11-Cal-State-Fullerton-California-Baptist-University,Cal State Fullerton,"Serrano, Erick",calstatefullerton:serranoerick,07,47,0,0,2,1,0
sidearm-2023-08-11-Cal-State-Fullerton-California-Baptist-University,Cal State Fullerton,"Sowe, Alpha",calstatefullerton:sowealpha,10,20,0,0,0,0,0
sidearm-2023-08-11-Cal-State-Fullerton-California-Baptist-University,Cal State Fullerton,"Bah, Sulaiman",calstatefullerton:bahsulaiman,11,65,1,0,3,2,0
sidearm-2023-08-11-Cal-State-Fullerton-California-Baptist-University,Cal State Fullerton,"Peraza, Kevin",calstatefullerton:perazakevin,13,73,0,0,1,1,0
sidearm-2023-08-11-Cal-State-Fullerton-California-Baptist-University,Cal State Fullerton,"Carlos, Mario",calstatefullerton:carlosmario,14,69,0,0,3,0,0
sidearm-2023-08-11-Cal-State-Fullerton-California-Baptist-University,Cal State Fullerton,"Killeen, Marci",calstatefullerton:killeenmarci,16,70,0,0,0,0,0
sidearm-2023-08-11-Cal-State-Fullerton-California-Baptist-University,Cal State Fullerton,"Villa, Chris",calstatefullerton:villachris,20,65,0,0,1,0,0
sidearm-2023-08-11-Cal-State-Fullerton-California-Baptist-University,Cal State Fullerton,"Quintero, Jorge",calstatefullerton:quinterojorge,99,59,0,0,2,1,0
sidearm-2023-08-11-Cal-State-Fullerton-California-Baptist-University,Cal State Fullerton,"Agapitos, Mattheos",calstatefullerton:agapitosmattheos,02,40,0,1,0,0,0
sidearm-2023-08-11-Cal-State-Fullerton-California-Baptist-University,Cal State Fullerton,"Relerford, Nick",calstatefullerton:relerfordnick,03,34,0,0,0,0,0
sidearm-2023-08-11-Cal-State-Fullerton-California-Baptist-University,Cal State Fullerton,"Gloria, Giovanni",calstatefullerton:gloriagiovanni,04,5,0,0,0,0,0
sidearm-2023-08-11-Cal-State-Fullerton-California-Baptist-University,Cal State Fullerton,"Heiland, Matthias",calstatefullerton:heilandmatthias,08,21,0,0,0,0,0
sidearm-2023-08-11-Cal-State-Fullerton-California-Baptist-University,Cal State Fullerton,"Williams, Fitz",calstatefullerton:williamsfitz,15,25,0,0,0,0,0
sidearm-2023-08-11-Cal-State-Fullerton-California-Baptist-University,Cal State Fullerton,"Valenzuela, Fernando",calstatefullerton:valenzuelafernando,17,17,0,0,1,0,0
sidearm-2023-08-11-Cal-State-Fullerton-California-Baptist-University,Cal State Fullerton,"Kirkland, Kyle",calstatefullerton:kirklandkyle,18,16,0,0,0,0,0
sidearm-2023-08-11-Cal-State-Fullerton-California-Baptist-University,Cal State Fullerton,"Varela, Julian",calstatefullerton:varelajulian,19,41,0,0,0,0,0
sidearm-2023-08-11-Cal-State-Fullerton-California-Baptist-University,Cal State Fullerton,"Grado, Jonathan",calstatefullerton:gradojonathan,23,30,0,0,0,0,0
sidearm-2023-08-11-Cal-State-Fullerton-California-Baptist-University,Cal State Fullerton,"Espinoza, Damian",calstatefullerton:espinozadamian,24,16,0,0,0,0,0
